review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
the only thing i dont like is there is only one elevator for the entire hotel so sometimes you have to wait a hit,25,0,0,0.0,0,Worst,Good
great hotel but they used my personal debit card for the hotel bill instead of the company credit card that was faxed in advance,25,1,0,0.0,0,Good,Good
took days to straighten out and my money was on hold at my bank during the days,20,0,0,0.0,0,Average,Average
great experience,2,1,0,0.0,0,Good,Good
rooms were clean and modern,5,2,0,0.0,0,Good,Good
wifi worked great and easy to access,7,1,0,0.0,0,Good,Good
excellent breakfast options,3,1,0,0.0,0,Good,Good
good place staff is good,6,0,0,0.0,0,Good,Good
this hotel is not worth the price,7,1,0,0.0,1,Good,Good
it needs lots of updating the room had a foul musty odor the manager walked in and said the room smelled awful if you know it stinks why would you put people in it we left saturday morning at am returned at pm,55,0,0,0.0,2,Worst,Worst
our rooms were not cleaned management said we have to request cleaning or clean the room ourselves i paid for two rooms and two nights the checkin process was awful the overall service not good it all starts with management if management doesnt care neither will the rest of the staff,64,1,0,0.0,2,Worst,Worst
good clean place to stay with nice hotel staff,10,1,0,0.0,0,Good,Good
great staff and clean room,5,4,0,0.0,0,Good,Good
the bathroom in my hotel room could use repairs,9,0,0,0.0,0,Average,Average
the tile grout was cracked or missing,7,0,0,0.0,0,Worst,Worst
otherwise it was fine and i would stay here again,10,0,1,1.5,0,Medium,Medium
well the staff is friendly the room is nice,11,0,0,0.0,0,Good,Good
spacious enough for,4,1,0,0.0,0,Good,Good
adults and a small child beds are comfy pillows are great complimentary waters and breakfast,20,1,0,0.0,0,Good,Good
have yet to check out the bistro,7,0,0,0.0,0,Average,Average
all in all,3,0,0,0.0,0,Average,Average
great time,2,1,0,0.0,0,Good,Good
ooh i even have a balcony,8,0,0,0.0,0,Average,Average
nice hotel with good services,5,0,0,0.0,0,Good,Good
goid,1,0,0,0.0,0,Average,Average
the bartender and the front desk had great customer service,10,1,0,0.0,0,Good,Good
nice location,2,0,0,0.0,0,Good,Good
great staff,2,2,0,0.0,0,Good,Good
clean rooms,2,1,0,0.0,0,Good,Good
sat in a conference room by the entrance didnt see much of the place,15,0,0,0.0,0,Average,Average
nice and clean,3,1,0,0.0,0,Good,Good
the property was a typical courtyard clean and a courteous staff,12,2,0,0.0,0,Good,Good
what set this location apart was the service,8,0,0,0.0,0,Average,Average
we were passing through on an anniversary trip and the staff brought a care package to our room along with a personalized note wishing us congratulations,27,0,0,0.0,0,Good,Good
totally unnecessary and unexpected but definitely appreciated,8,0,0,0.0,0,Good,Good
the human touch was amazing,5,1,0,0.0,0,Good,Good
thank you,4,0,0,0.0,0,Good,Good
great staff,2,2,0,0.0,0,Good,Good
comfortable and clean,3,2,0,0.0,0,Good,Good
will not be back,4,0,0,0.0,0,Average,Average
booked a room with a king size bed,8,0,0,0.0,0,Average,Average
i arrive at and they have no more rooms with king size beds,14,0,0,0.0,0,Worst,Worst
there are too many other options in the area to deal with this place,14,0,0,0.0,0,Average,Average
staff very friendly,3,0,0,0.0,0,Good,Good
clean and comfortable,3,2,0,0.0,0,Good,Good
staff was very nice,4,0,0,0.0,0,Good,Good
it was a quick overnight and had no time to explore surrounding area but the hotel was very nice,20,1,0,0.0,0,Good,Good
most accommodating staff,3,1,0,0.0,0,Good,Good
best customer service received at hotel,6,1,0,0.0,0,Good,Good
i was only here for work training in a conference room,11,0,0,0.0,0,Average,Average
food could have been better sandwich bread was a little stale,12,0,0,0.0,0,Good,Good
nice place to stay,4,0,0,0.0,0,Good,Good
excellent spot in north austin,5,1,0,0.0,0,Good,Good
the staff was very helpful and the rooms were very comfortable,11,2,0,0.0,0,Good,Good
the coffee area bar area was a really nice perk with some surprisingly tasty cocktails served,17,1,0,0.0,0,Good,Good
thank you paul charlton operations supervisor for going above and beyond to make sure we had an excellent stay at the marriott austin tx,26,1,0,0.0,0,Good,Good
you really went out of your way to make us feel special and welcomed,14,0,0,0.0,0,Good,Good
love this place have been staying here during my visits to austin for years now,16,1,0,0.0,0,Good,Good
great hotel breakfast is not included,7,1,0,0.0,0,Good,Good
thats the only downside,4,0,0,0.0,0,Worst,Average
modern clean low key,6,2,0,0.0,0,Good,Good
wifi connection was stable but really slow no streaming,11,0,0,0.0,1,Worst,Worst
wish they had breakfast bar dont really have time in the morning to order food,17,0,0,0.0,0,Good,Good
location is very close to rose road upscale bar and restaurant and generally quiet with very nice stuff,20,1,0,0.0,0,Good,Good
el lugar es maravilloso,4,0,0,0.0,0,Average,Average
staff was awesome,3,1,0,0.0,0,Good,Good
the hotel room was very clean and the staff is very friendly,12,1,0,0.0,0,Good,Good
we ordered some drinks and an appetizer which were great,11,1,0,0.0,0,Good,Good
nice,1,0,0,0.0,0,Good,Good
great stay,2,1,0,0.0,0,Good,Good
amazing night,2,1,0,0.0,0,Good,Good
great view and excellent bistro,5,2,0,0.0,0,Good,Good
the ac in the room was either too cold or too hot,12,0,0,0.0,0,Average,Average
you cant set it to a certain temperature,9,0,0,0.0,0,Good,Average
basic courtyard marriott,3,0,1,0.0,0,Average,Average
limited parking but rooms are relatively up to date,9,0,0,0.0,0,Worst,Worst
low quality showers,3,0,0,0.0,0,Worst,Worst
super helpful and friendly after our crackhouse extended stay america down the road,13,1,0,0.0,0,Good,Good
very clean close to most local hangouts,7,1,0,0.0,0,Good,Good
como siempre el lugar está bien mantenido y limpio,10,0,0,0.0,0,Average,Average
ver nice hotel with really nice people,7,0,0,0.0,0,Good,Good
great location,2,2,0,0.0,0,Good,Good
great service,2,2,0,0.0,0,Good,Good
rooms are spacious modern and clean,6,3,0,0.0,0,Good,Good
nice hotel but found roaches in bathroom,7,0,0,0.0,0,Good,Good
the hall smells moldy,4,0,0,0.0,0,Average,Average
our room window leaked and soaked part of the carpet and they did nothing after we reported it,18,0,0,0.0,0,Worst,Average
the furniture is dated and they nickel and dime you on everything,12,0,0,0.0,0,Average,Average
not a good deal at all,6,0,0,0.0,0,Worst,Worst
property is very quiet very clean and very friendly,10,2,0,0.0,0,Good,Good
we checked in late but were done very quickly,9,0,0,0.0,0,Average,Average
parking was close to the entrance,6,0,0,0.0,0,Average,Average
slept like a baby,4,0,0,0.0,0,Good,Good
really couldnt ask for more,6,0,0,0.0,0,Average,Average
coffee bar was out of drink carriers in the morning so one of the managers helped me carry my four cups of coffee to my room,26,0,0,0.0,0,Average,Average
these guys are first class,5,0,0,0.0,0,Average,Average
the front desk supervisor katy lisa at the bistro who is the coolest woman ever and the lovely woman hannah at the front desk are amazing,27,1,0,0.0,0,Good,Good
from the time i arrived i was running from hurricane harvey and they were so professional and empathetic and caring it blew my mind,24,1,0,0.0,0,Good,Good
you have an amazing team of women working for you i am so very impressed,15,2,0,0.0,0,Good,Good
thanks for being so amazing ladies it made my stressful sad trip a little more brighter and it means the world to me,24,1,0,0.0,0,Good,Good
we really love the positive experience we had at the hotel alejandra was very professional,16,2,0,0.0,0,Good,Good
we were in the lonestar meeting room for a work conference,11,0,0,0.0,0,Average,Average
it was clean and hospitable coffee and cold drinks were available and the room was perfectly adequate for showing power point slides and discussing information with a group of people,32,1,0,0.0,0,Good,Good
very good accommodations and excellent customer service,8,1,0,0.0,0,Good,Good
the staff here are great,5,1,0,0.0,0,Good,Good
its a friendly atmosphere every time i visit,9,0,0,0.0,0,Good,Good
the woman working the cafe poured very good drinks but the computer system overcharged me for my double titos so watch out for that,27,0,0,0.0,0,Good,Good
i alway stay here when visiting austin,7,0,0,0.0,0,Average,Average
its in a great location near the highway but you dont hear it,17,2,0,0.0,0,Good,Good
parking can be a challenge as theres always inconsiderate folks who park in the compact car spaces and end up taking two of them,27,0,0,0.0,0,Worst,Average
its a courtyard nothing special,7,0,1,0.0,0,Average,Average
it is put away from restaurants etc,8,0,0,0.0,0,Average,Average
which is inconvenient for those of us that like to wash to dinner and shopping,15,0,0,0.0,0,Average,Good
good good,2,0,0,0.0,0,Good,Good
great service,2,2,0,0.0,0,Good,Good
friendly staff,2,1,0,0.0,0,Good,Good
above average cleanliness,3,0,0,1.5,0,Medium,Medium
would recommend,2,1,0,0.0,0,Good,Good
it was very clean,4,1,0,0.0,0,Good,Good
service was good but ac in my room was not cooling properly and my th floor hall way was super hot,21,0,0,0.0,0,Good,Good
not fun when you spend the day in the sun,10,0,0,0.0,0,Worst,Average
clean location,2,1,0,0.0,0,Good,Good
great staff,2,2,0,0.0,0,Good,Good
ac felt under powered and locks got stuck a little,10,0,0,0.0,0,Worst,Worst
showing a little of its age but still overall good stay,12,0,0,0.0,0,Good,Good
i recently stayed at this hotel,6,0,0,0.0,0,Average,Average
upon arrival the hotel staff was very courteous and hospitable,11,1,0,0.0,0,Good,Good
there was a mistake with my card but they quickly resolved the issue and took ownership of the situation without a problem,24,0,0,0.0,2,Worst,Worst
however my hotel room had a strong cologne smell and there were a few other issues but they quicky moved us to a different room without a problem,31,0,0,0.0,3,Worst,Worst
the lobby is ok,4,0,1,0.0,0,Average,Average
the hallways and rooms and bathrooms need renovation but still provides a decent place to sleep and bathe,21,0,1,0.0,0,Average,Average
last the entire staff was always smiling and using pleasant tones and they were accommodating with room service,21,2,0,0.0,0,Good,Good
quiet clan friendly staff centrally located,9,2,0,0.0,0,Good,Good
very excellent hotel,3,1,0,0.0,0,Good,Good
great atmosphere,2,1,0,0.0,0,Good,Good
we attended a wedding for a friends daughter,9,0,0,0.0,0,Average,Average
the hotel is very nice but the staff was very unpleasant to deal with,15,0,0,0.0,0,Worst,Good
i would think twice before booking an event at this hotel,11,0,0,0.0,0,Average,Average
the concierge were very friendly and welcoming,7,1,0,0.0,0,Good,Good
it is an affordable hotel and at a great location to get around town,14,3,0,0.0,0,Good,Good
you can tell its an older hotel that has been remodeled so it still feels new and outdated at the same time small indoor pool no headboards one main elevator at least that i saw but i would stay here again because of the friendly staff,53,1,0,0.0,1,Good,Good
staying here to spend a great weekend in austin,9,1,0,0.0,0,Good,Good
the front desk has been very friendly and welcoming,9,1,0,0.0,0,Good,Good
room is nice and has ample wall outlets,8,0,0,0.0,0,Good,Good
the staff was helpful and the acomidations were great,9,2,0,0.0,0,Good,Good
thank you,2,0,0,0.0,0,Good,Good
awesome service awesome rooms,6,2,0,0.0,0,Good,Good
very clean,2,1,0,0.0,0,Good,Good
looks like there was some recent updates to the interior,10,0,0,0.0,0,Good,Good
the entire stay was great,5,1,0,0.0,0,Good,Good
staying at the courtyard was a nice experience,8,0,0,0.0,0,Good,Good
the room was clean and mostly prepped had to ask for a set of sheets for the pull out bed and very modern,25,2,0,0.0,0,Good,Good
service was wonderful and attentive,5,2,0,0.0,0,Good,Good
the location was such that getting around required a little weird maneuvering but for the price it was hard to beat being right there in the arboretum area,30,0,0,0.0,0,Worst,Worst
roaches,1,0,0,0.0,0,Average,Average
nice and comfortable,3,1,0,0.0,0,Good,Good
elevator and ice machine setup is a bit strange,9,0,0,0.0,0,Worst,Average
not bad just different than most,7,0,1,0.0,0,Average,Average
great room great price would stay again,10,3,0,0.0,0,Good,Good
nice updated rooms quick drive to the domain,10,2,0,0.0,0,Good,Good
its off the highway but quiet staff is friendly and courteous hotel is clean and there is a mini pool inside,23,3,0,0.0,0,Good,Good
the room looks modern and have adequate amenities microwave and small fridge,14,1,0,0.0,0,Good,Good
nice hotel overall,4,0,0,0.0,0,Good,Good
charlie was exceptionally welcoming,4,1,0,0.0,0,Good,Good
he and of the house staff went out of their way to assist in anything i needed,20,0,0,0.0,0,Average,Average
very nice,2,0,0,0.0,0,Good,Good
cozy place for spending the weekend,6,1,0,0.0,0,Good,Good
we enjoyed our stay at the courtyard marriott tremendously,9,1,0,0.0,0,Good,Good
the staff was amazing it was clean and a great place,12,3,0,0.0,0,Good,Good
highly reccommend it,3,0,0,0.0,0,Average,Average
great hospitality,5,1,0,0.0,0,Good,Good
booked through work and everything went great,8,1,0,0.0,0,Good,Good
what a incredibly wonderful experience i had at this marriott daniel the manager totally went out of his way to make our texas womens tribe meetup a huge success he even had fresh lemons and waters and lots of extra goodies for each of us the planning and organization was spot on the hotel was so clean and the beds and pillows were extra nice and trust me iam picky the outdoor patio is especially nice,93,3,0,0.0,0,Good,Good
we were all able to visit in peace and totally enjoy our group gathering i totally recommend this beautiful place enjoy,24,2,0,0.0,0,Good,Good
sherry fontenot,2,0,0,0.0,0,Average,Average
usual pleasant marriott experience,4,1,0,0.0,0,Good,Good
i did not stay at the hotel but i was the guest of someone who did,17,0,0,0.0,0,Average,Average
the lobbycafe area was clean and inviting and all of the staff were very friendly and accommodating,18,2,0,0.0,0,Good,Good
we ate food that we purchased outside of the hotel sitting in their cafe area but they had no problems with this and even brought us complimentary bottles of water,31,0,0,0.0,0,Good,Worst
very good experience and i would definitely consider staying with this chain in the future,16,0,0,0.0,0,Good,Good
great staff and hotel,4,2,0,0.0,0,Good,Good
nice rooms at good prices,5,0,0,0.0,0,Good,Good
no animals allowed though,4,0,0,0.0,0,Worst,Worst
service at the bar is very slow though,8,0,0,0.0,1,Worst,Worst
it was nice and clean,5,1,0,0.0,0,Good,Good
excellent and conveniently located accommodates,5,1,0,0.0,0,Good,Good
very conformable bed,3,0,0,0.0,0,Average,Average
the bistro food near the lobby is superb,8,1,0,0.0,0,Good,Good
a good stay made great by the awesome people of the courtyard,13,2,0,0.0,0,Good,Good
clean quiet,2,2,0,0.0,0,Good,Good
nice rooms and staff,4,0,0,0.0,0,Good,Good
breakfast could have more options,5,0,0,0.0,0,Average,Average
comfortable clean room and attentive staff,6,4,0,0.0,0,Good,Good
it was a regular hotel nothing extraordinary,8,0,0,1.5,0,Medium,Medium
there were several several guests at the desk complaining of their bathrooms and their rooms in general being dirty,20,0,0,0.0,1,Worst,Worst
the staff did not look kept,8,0,0,0.0,0,Average,Average
but they were friendly,4,0,0,0.0,0,Good,Good
the pool was indoors small but heated,8,0,0,0.0,0,Average,Average
so the kids did enjoy it,6,0,0,0.0,0,Good,Good
overall it was an ok place to stay,9,0,1,0.0,0,Average,Average
the beds were two full size beds in the double room so hardly room for in each,19,0,0,0.0,0,Average,Average
im staying here for work the staff is probably the friendliestmost helpful i have ever encountered,18,1,0,0.0,0,Good,Good
there was a small problem with my room when i arrived but they rectified it quickly and upgraded me to an executive room,24,0,0,0.0,1,Worst,Worst
it would be nice if they had free breakfast but the quality of the lobby cafe makes up for it,21,0,0,0.0,0,Good,Good
clean beautiful rooms with great service,7,4,0,0.0,0,Good,Good
great customer service,3,1,0,0.0,0,Good,Good
great hotel,2,1,0,0.0,0,Good,Good
it was nice,3,0,0,0.0,0,Good,Good
the beds were small for people,7,0,0,0.0,0,Average,Average
nice clean hotel,4,1,0,0.0,0,Good,Good
friendly staff,2,1,0,0.0,0,Good,Good
the only complaint i had was that the water didnt get past lukewarm for showers,16,0,0,0.0,0,Worst,Worst
safe clean,3,1,0,0.0,0,Good,Good
do not stay here do not book a room here,0,0,0,0.0,0,Neutral,Neutral
very nice place to rest after a long day at work staff are really so helpful,17,1,0,0.0,0,Good,Good
friendly staff greets you,4,1,0,0.0,0,Good,Good
provided multiple options for rooms to meet my needs,9,0,0,0.0,0,Average,Average
nice room,2,0,0,0.0,0,Good,Good
comfortable bed,2,2,0,0.0,0,Good,Good
meeting room was clean and looked professional,7,2,0,0.0,0,Good,Good
service was very courteous,4,1,0,0.0,0,Good,Good
staff was very nice friendly and gracious greeting you when you come in as well as attentive,19,1,0,0.0,0,Good,Good
the room was satisfactory however bathroom door would not open fully as it hit the toilet,17,0,1,0.0,1,Average,Average
acheater controls were a tad awkward,6,0,0,0.0,0,Worst,Average
coffee was inroom only not downstairs that was sort of a bummer when waiting for a colleague to come down,23,0,0,0.0,0,Worst,Average
i guess i am use to other facilities,8,0,0,0.0,0,Average,Average
breakfast i am sure was great but didnt try as it was way too overpriced even on expense account,23,1,0,0.0,1,Good,Good
as to breakfast and coffee i dont typically stay ataround this location as my business is elsewhere in austin so i use other facilities,27,0,0,0.0,0,Average,Average
this was my fault as i was probably looking at one and booked another,14,0,0,0.0,0,Worst,Average
i should have been more on point my mistake,10,0,0,0.0,0,Worst,Average
good people and facility other than coffee and breakfast,9,0,0,0.0,0,Good,Good
great service and gorgeous women,5,2,0,0.0,0,Good,Good
clean rooms and very professional staff,6,3,0,0.0,0,Good,Good
highly recommended,2,1,0,0.0,0,Good,Good
beds were comfortable staffwas very nice,6,1,0,0.0,0,Good,Good
very friendly staff clean and wellappointed rooms,8,2,0,0.0,0,Good,Good
receptionist was very friendly and nice,6,0,0,0.0,0,Good,Good
the room was updated but the bath was a little dated,11,1,0,0.0,0,Good,Good
stars wo receptionist,4,0,0,0.0,0,Average,Average
stayed here for one night with my friend,8,0,0,0.0,0,Good,Good
staff were friendly and nice room was clean and cozy,11,2,0,0.0,0,Good,Good
i do recommend this hotel for people visiting austin,9,1,0,0.0,0,Good,Good
friendly checkin and great comfy room,7,1,0,0.0,0,Good,Good
stayed here several times,4,0,0,0.0,0,Average,Average
rooms are always clean and in a quiet location,9,2,0,0.0,0,Good,Good
blackout curtains work if you are facing the parking lot lights,11,0,0,0.0,0,Average,Average
breakfast is pretty standard fare staff is courteous and helpful,11,2,1,0.0,0,Good,Good
good,2,0,0,0.0,0,Good,Good
great employees and very clean,5,2,0,0.0,0,Good,Good
great place to stay,5,1,0,0.0,0,Good,Good
easily accessible,2,0,0,0.0,0,Good,Good
very nice lodgings and friendly service,7,0,0,0.0,0,Good,Good
classico hotel americano standardizzato come tutti nella catena,9,0,0,0.0,0,Average,Average
la struttura è abbastanza recente piccola larea della reception con annessa area barcolazionecena,14,0,0,0.0,0,Average,Average
le camere sono spaziose e pulite il condizionatore nella stanza è abbastanza silenzioso non come purtroppo accade negli usa,21,0,0,0.0,0,Average,Average
la colazione è ricca ed abbondante e dopo lordine al banco ti viene consegnata al tavolo,16,0,0,0.0,0,Average,Average
consigliato per breve visite di lavoro,6,0,0,0.0,0,Average,Average
stayed here when my ac went out because my husband had a free night,14,0,0,0.0,0,Good,Good
the first room had a dirty qtop right on the night stand,12,0,0,0.0,1,Worst,Worst
they moved our room quickly and provided a breakfast voucher but the dirty damage was done,17,0,0,0.0,1,Worst,Worst
the room was okay bathrooms could be cleaner but decor was sort of updated,15,1,1,0.0,0,Good,Good
comfortable,1,1,0,0.0,0,Good,Good
a few too many dogs but otherwise like an apartment,10,0,0,0.0,0,Good,Good
location is convenient service was great rooms are clean and attractive,13,3,0,0.0,0,Good,Good
pretty sad for a courtyard,5,0,0,0.0,0,Average,Average
you would expect consistency above mid scale especially for the part of austin it is in,16,0,0,0.0,0,Average,Average
dirty floors clogged toilet chipped warping paint moldy shower curtains and the smells in the hall are disgusting,21,0,0,0.0,1,Worst,Worst
pretty gross,2,0,0,0.0,0,Average,Worst
room and hall is musty shower curtain full of black colored mold and toilet clogged on first flush,20,0,0,0.0,1,Worst,Worst
the rooms on the higher floors have a great view of the hill country,14,1,0,0.0,0,Good,Good
quiet,1,1,0,0.0,0,Good,Good
comfortable bed,2,2,0,0.0,0,Good,Good
clean room,2,2,0,0.0,0,Good,Good
congenial staff,2,0,0,0.0,0,Average,Average
good but not free breakfast menu,8,0,0,0.0,0,Worst,Worst
limited tv channels,3,0,0,0.0,0,Worst,Worst
difficult air conditioning controls,4,0,0,0.0,0,Worst,Worst
inadequate water flow at basin,5,0,0,0.0,0,Worst,Average
thin wash cloths and not enough face towels,8,0,0,0.0,0,Average,Average
modern hotel with fantastic amenities and good rates,8,2,0,0.0,0,Good,Good
hospitality was too good,4,0,0,0.0,0,Good,Good
rooms were very clean and the staff are very personable and friendly,13,1,0,0.0,0,Good,Good
memes,1,0,0,0.0,0,Average,Average
clean rooms,2,1,0,0.0,0,Good,Good
got bumped to a handicapped room,6,0,0,0.0,0,Average,Average
its great,2,1,0,0.0,0,Good,Good
great modern rooms,4,2,0,0.0,0,Good,Good
nice clean and affordable hotel new remodel is a nice facelift,12,2,0,0.0,0,Good,Good
friendly staff and great for out of town visitors,9,2,0,0.0,0,Good,Good
piscina aquecida muito boa,4,0,0,0.0,0,Average,Average
atendimento muito bom,3,0,0,0.0,0,Average,Average
quartos renovados,2,0,0,0.0,0,Average,Average
próximo a supermercados lojas e shoppings acesso rápido a highway,12,0,0,0.0,0,Average,Average
mini loja com snacks,4,0,0,0.0,0,Average,Average
estacionamento amplo,2,0,0,0.0,0,Average,Average
excelentes restaurantes ao redor,4,0,0,0.0,0,Average,Average
muito limpo e confortável,4,0,0,0.0,0,Average,Average
pool is very small one small elevator nice bistro and entrance area,14,0,0,0.0,0,Good,Good
一开始看房间很简陋，面积不小。但装修的细节真的还不错，总体感觉不错，不过美元价格不便宜。,0,0,0,0.0,0,Neutral,Neutral
nice big room i recommend getting a king with sofa for the extra space,15,1,0,0.0,0,Good,Good
we stayed days and loved it the pool was great for our little one and you cant beat the price,23,2,0,0.0,0,Good,Good
the staff was really friendly and went out of her way for us,13,0,0,0.0,0,Good,Good
thanks so much for making us feel at home,9,0,0,0.0,0,Good,Good
next time we are in austin we know where to stay,12,0,0,0.0,0,Average,Average
great clean hotel,4,2,0,0.0,0,Good,Good
the employees are very nice and professional,7,1,0,0.0,0,Good,Good
good place and great service,5,2,0,0.0,0,Good,Good
i was very happy with the service i received and also with the room,15,0,0,0.0,0,Good,Good
clean rooms and quiet area friendly staff only issue is that we could hear the water from shower running next door loud enough to wake us up other than that pleasant stay,33,5,0,0.0,1,Good,Good
thank you to the friendly staff,6,1,0,0.0,0,Good,Good
very clean and the starbucks staff waited on me even after hours of operation,14,1,0,0.0,0,Good,Good
very considerate and helpful,4,1,0,0.0,0,Good,Good
the staff was incredibly friendly and made us feel right at home,12,0,0,0.0,0,Good,Good
the rooms were perfect for our needs and the price was much better than other hotels in the area,19,1,0,0.0,0,Good,Good
if i ever go back to austin ill be sure to stay here again,16,0,0,0.0,0,Good,Good
location was only min from downtown austin convention center and cost way less than staying somewhere downtown,18,0,0,0.0,0,Average,Average
there is some shopping and food in walking distance a little construction work outside but the actual hotel was very nice decent parking well kept and the amenities were fine,34,0,2,0.0,0,Average,Average
everything in the room was clean and quiet,8,2,0,0.0,0,Good,Good
emily at the front desk was super welcoming and friendly and they resolved a priceline doublecharging issue with little fuss and within a week,25,1,0,0.0,1,Good,Good
would most likely stay here again next visit to austin,10,0,0,0.0,0,Average,Average
worst place to stay ever,6,0,0,0.0,1,Worst,Worst
rude to certain people,4,0,0,0.0,1,Worst,Worst
not understanding of people who dont know about the incidental charge,12,0,0,0.0,0,Average,Average
and they almost forgot to charge me for the room,10,0,0,0.0,0,Average,Average
they charged me days after my stay,8,0,0,0.0,0,Worst,Worst
and for a night they dont even have mini fridges or microwaves in the room,19,0,0,0.0,0,Average,Average
sorry but i think thats a rip off,10,0,0,0.0,0,Worst,Average
the staff was very friendly and welcoming,7,1,0,0.0,0,Good,Good
our room was very clean and cozy,7,2,0,0.0,0,Good,Good
the location is great and it was very easy to find and getting downtown was a breeze even on a weekend,24,1,0,0.0,0,Good,Good
the property is surrounded by trees and makes you feel secluded despite being close to the highway,18,0,0,0.0,0,Average,Average
the only complaint i would have are the tv channels,10,0,0,0.0,0,Worst,Worst
theres very little to choose from,7,0,0,0.0,0,Average,Average
but other then that we had a great time and we will definitely be back,16,1,0,0.0,0,Good,Good
bien situé pour un voyage daffaire,6,0,0,0.0,0,Average,Average
intérieur plutôt vieillot et pas de petit déjeuner proposé,9,0,0,0.0,0,Average,Average
cest regrettable,2,0,0,0.0,0,Worst,Average
service donc assez décevant pour cette chaîne d’hôtel,10,0,0,0.0,0,Average,Average
propreté tout de même au rendezvous,6,0,0,0.0,0,Worst,Average
i stayed here for one night using marriott points and while my first room smelled horribly like cigarette smoke its a nonsmoking hotel my second room was much better and fresher,37,0,0,0.0,0,Good,Good
the rooms are standard for a courtyard its a quiet location despite proximity to a shopping center and highways but breakfast is lackluster,25,1,1,0.0,0,Good,Good
i really liked staying here,5,0,0,0.0,0,Good,Good
the hotel is in a good location right off the freeway and in a very nice quiet upscale area,22,1,0,0.0,0,Good,Good
it was very modern decorated and the rooms were neat clean and comfy,16,2,0,0.0,0,Good,Good
youre only about minutes from downtown and its a very easy painless commute,17,0,0,0.0,0,Good,Good
this area also has some pretty good stores and shopping immediately in the next parking lot literally just leave the hotel lot and pull into the next,30,0,0,0.0,0,Good,Good
the staff here was very nice and accommodating i looked forward to coming back to the hotel everyday because it was so pleasant,24,2,0,0.0,0,Good,Good
its not very big only floors so not too much traffic,15,0,0,0.0,0,Average,Average
i would highly recommend,4,2,0,0.0,0,Good,Good
great place,2,1,0,0.0,0,Good,Good
nice and friendly staff,4,1,0,0.0,0,Good,Good
only complaint is the elevator is small and theres only one,11,0,0,0.0,0,Worst,Worst
everything else is perfect,4,1,0,0.0,0,Good,Good
the interior decor is newer and looks like the property is older but has completely a completely modern and updatedhip look,21,1,0,0.0,0,Good,Good
achei agradaveis as duas noites que passei neste hotel,9,0,0,0.0,0,Average,Average
o quarto é muito bom limpo e a internet é boa e veloz,14,0,0,0.0,0,Average,Average
banheiro espaçoso,2,0,0,0.0,0,Average,Average
lobby oferece happy hour diario bem animado,7,0,0,0.0,0,Good,Good
mas a localizacao desfavorece,4,0,0,0.0,0,Average,Average
é distante do centro de austin,6,0,0,0.0,0,Average,Average
para quem vai de carro recomendo,7,0,0,0.0,0,Average,Average
muy buena opcion hotel muy limpio y personal amable siempre en muy buena disposicion y muy bien ubicado,19,0,0,0.0,0,Average,Average
lo unico que les falta es tener caja de seguridad dentro de las habitaciones y un inconveniente que tuve con la regadera pero me cambiaron de habitacion sin nungun preblema,32,0,0,0.0,0,Worst,Average
nice updated hotel,3,1,0,0.0,0,Good,Good
great location near a lot of shops and restaurants,9,2,0,0.0,0,Good,Good
günstige lage in ruhiger gegend mit dem auto braucht man etwa minuten ins zentrum batwatch usw,19,0,0,0.0,0,Average,Average
die zimmer sind groß und sauber,6,0,0,0.0,0,Worst,Worst
man sollte auf jeden fall ein zimmer im obersten stockwerk nehmen,11,0,0,0.0,0,Average,Average
denn in den unteren stockwerken hört man jeden schritt der in den zimmern oberhalb getan wird,17,0,0,0.0,0,Average,Average
der boden knackt und kracht und man kann jederzeit feststellen ob jemand im zimmer ist und wo er gerade steht oder geht,23,0,0,0.0,0,Average,Average
das frühstück im hoteleigenen starbucks ist ein witz was die auswahl oder die qualität betrifft man kann von einer winzigen karte wählen,26,0,0,0.0,0,Worst,Worst
ich habe frischen obstsalat bestellt der schmeckt als wäre er am tag davor geschnitten worden und ein oatmeal das ok war,24,0,1,0.0,0,Average,Average
der sonst übliche gratiskaffee in der lobby fehlt in diesem hotel,11,0,0,0.0,0,Average,Average
einen indoor pool gibt es,5,0,0,0.0,0,Average,Average
angeblich kann man im nachbarhotel den outdoorpool benutzen,8,0,0,0.0,0,Average,Average
buena ubicación personal amable habitaciones limpias y cómodas tiene piscina caliente abierta hasta las pm,19,0,0,0.0,0,Average,Average
solo dos observaciones por la mañana hay mucho ruido afuera del hotel el desayuno no esta incluido,21,0,0,0.0,0,Worst,Worst
por lo que ofrecen me parece caro,7,0,0,0.0,0,Average,Average
staff was very personable and friendly,6,0,0,0.0,0,Good,Good
made us feel welcomed and appreciated,6,0,0,0.0,0,Good,Good
the facilities were clean and neat,6,1,0,0.0,0,Good,Good
we had one minor problem but it was addressed and resolved quickly and effectively,14,0,0,0.0,1,Worst,Worst
thanks to all,3,0,0,0.0,0,Good,Good
spent three days here,4,0,0,0.0,0,Average,Average
this is a very nice location with a friendly staff,10,1,0,0.0,0,Good,Good
surronded by trees,3,0,0,0.0,0,Average,Average
food prices are reasonable for the meals,7,0,1,0.0,0,Average,Average
enjoyed this place,3,1,0,0.0,0,Good,Good
hotel situé au nord daustin dans le complexe de larborethum,11,0,0,0.0,0,Average,Average
