review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
Excellent service! great rooms and very clean,8,3,0,0,0,Good,3
"Ask for andrew, best front desk guy ever",9,0,0,0,0,Neutral,0
Would not stay here if I had a choice,9,0,0,0,0,Neutral,1
Should have researched more before booking,6,0,0,0,0,Neutral,0
1) No water to drink,6,0,0,0,0,Neutral,0
2) No breakfast/coffee or snacks,6,0,0,0,0,Neutral,0
I recently stayed at this Marriott hotel for 2 nights and 3 days,13,0,0,0,0,Neutral,0
"While the room itself was decent, the overall experience fell short of expectations",14,0,1,0,0,Average,0
"The bathroom door did not close properly, which should have been addressed before the room was assigned",18,0,0,0,0,Neutral,0
More concerning was the lack of housekeeping throughout my entire stay,11,0,0,0,0,Neutral,1
"When I inquired, I was told the hotel was busy due to an event — but that shouldn’t come at the expense of basic guest services",29,0,1,0,0,Average,0
"When I requested fresh towels as a minimal alternative, I was asked to come down and pick them up myself",21,0,0,0,0,Neutral,0
That’s simply not acceptable for a hotel at this price point,13,0,1,0,0,Average,0
"At around $150 per night, I expect a much higher standard of service and attention to detail",19,0,1,0,0,Average,3
"Unfortunately, this stay did not meet those expectations",9,0,0,0,0,Neutral,1
Great place to stay!,5,1,0,0,0,Good,1
"Attended an event at the hotel and I gotta say, my stay was very pleasing! The front desk was super friendly! I also saw someone filling up the water stations in the ballroom, super grateful since I don’t live in Texas and was adjusting to the warmer weather",55,1,0,0,0,Good,0
I would recommend this hotel to anyone who is staying outside of Austin Texas,14,0,0,0,0,Neutral,0
"With that being I do feel that the hotel needs some maintenance, my hotel door was very squeaky, a couple buttons on the elevator where hard to press, but other than that",35,0,0,0,0,Neutral,0
Absolutely loved my short stay at this hotel and I will be staying here if/when I do come back,19,1,0,0,0,Good,1
"If I could give this place 20 stars, it wouldn’t be enough",15,0,0,0,0,Neutral,0
Charly and Jen were so kind to myself and my boys when we unexpectedly had to stay over for a night,21,0,0,0,0,Neutral,1
Their kindness and hospitality truly helped me relax on an evening of stress,13,0,0,0,0,Neutral,0
The room was wonderful and the shower was perfect,9,2,0,0,0,Good,0
"I’m leaving this review because I was staying in the same room with my friend at Courtyard by Marriott Austin Pflugerville for a wedding, and what happened afterward has been extremely frustrating and suspicious",37,0,0,0,0,Neutral,0
We came straight from the airport to get ready for the event,12,0,0,0,0,Neutral,0
"While getting dressed, my friend hung his blazer, vest, and shirt in the room’s closet, which is hidden behind a large mirror and very easy to overlook if you’re not paying attention",40,0,0,0,0,Neutral,0
"When we checked out, we were in a rush to get to the airport and unfortunately forgot to check that closet before leaving",24,0,0,0,0,Neutral,0
"Later when he realized the clothes were left behind, we honestly weren’t worried at all",18,0,0,0,0,Neutral,0
We assumed housekeeping would obviously find them during cleaning and place them in lost and found,16,0,0,0,0,Neutral,0
The worst case scenario we expected was simply paying to have them shipped back,14,0,0,0,1,Worst,0
"However, when he contacted the hotel, management said nothing was found in the room",16,0,0,0,0,Neutral,0
"At the same time, they insisted their housekeeping team performs thorough inspections after every checkout and that their staff has high integrity and always turns in any items left behind",31,0,0,0,0,Neutral,0
The problem is these weren’t small items that could easily go unnoticed,14,0,0,0,0,Neutral,0
"It was a blazer, vest, and shirt hanging in the closet",13,0,0,0,0,Neutral,0
The vest in particular meant a lot because it was custom made for him by his grandmother from special fabric,20,0,0,0,0,Neutral,0
So the explanation doesn’t really add up,9,0,0,0,0,Neutral,0
"Either the room wasn’t actually inspected properly, or someone found the items and didn’t report them",21,0,0,0,0,Neutral,0
What should have been a simple lost-and-found situation has turned into a completely unnecessary mystery,15,0,0,0,0,Neutral,0
It’s disappointing to see this kind of situation handled this way at a Marriott property,17,0,0,0,0,Neutral,0
"If you stay here, I would strongly recommend double checking everything in your room before leaving and keeping close track of your belongings, because based on our experience, there’s no guarantee items left behind will make it to lost and found",46,0,0,0,0,Neutral,0
The hotel has a way of making you feel settled almost immediately,12,0,0,0,0,Neutral,0
"The reception team are warm, efficient, and genuinely attentive, turning arrival into something smooth and quietly reassuring rather than merely routine",24,0,0,0,0,Neutral,0
"The room is spotless and remarkably quiet, breakfast is simple but clearly prepared with care, and the peaceful surroundings make deep, restorative sleep feel like one of the hotel’s most natural comforts",37,0,0,0,0,Neutral,0
"More than anything, though, it is the value that lingers",12,0,0,0,0,Neutral,0
"The level of comfort and consideration feels distinctly beyond what the rate prepares you for, and it is that understated generosity that makes the hotel so easy to recommend and so easy to picture returning to",37,0,0,0,0,Neutral,0
I had an extremely disappointing experience with Courtyard by Marriott Austin Pflugerville and feel compelled to warn future guests,19,0,0,0,0,Neutral,0
I came directly from the airport to stay here for a friend’s wedding,15,0,0,0,0,Neutral,1
"While getting ready, I hung my blazer, vest, and shirt in the room’s closet, which is hidden behind a large mirror and extremely discreet",30,0,0,0,0,Neutral,0
"Because of how concealed it is, I unfortunately forgot to check it when leaving",15,0,0,0,0,Neutral,0
I checked out early and went straight to the airport to fly home,13,0,0,0,0,Neutral,0
"When I realized later that I had left my clothes behind, I actually felt reassured at first",18,0,0,0,0,Neutral,0
I assumed housekeeping would obviously find them and put them in lost and found,14,0,0,0,0,Neutral,0
I even expected that the worst case would simply be paying for shipping to have them returned,17,0,0,0,1,Worst,0
"Instead, the hotel management told me their housekeeping performs a “thorough inspection” of every room after checkout and that their staff always turns in lost items due to their high integrity",34,0,0,0,0,Neutral,0
Yet somehow they also claim nothing was found,8,0,0,0,0,Neutral,0
That explanation makes absolutely no sense,6,0,0,0,0,Neutral,0
"These items were not small or easy to miss — it was a full blazer, vest, and shirt hanging in the closet",24,0,0,0,0,Neutral,0
"To make matters worse, the vest had deep sentimental value because my grandmother had it custom made from special fabric for me",23,0,0,0,0,Neutral,0
So this leaves only two possible conclusions:,8,0,0,0,0,Neutral,0
"The room was not actually inspected thoroughly, despite management insisting it was",13,0,0,0,0,Neutral,0
Someone found the items and chose not to report them,10,0,0,0,0,Neutral,0
Either scenario reflects very poorly on the hotel’s operations and integrity,13,0,0,0,0,Neutral,0
What should have been a simple lost-and-found situation has turned into a completely unnecessary mystery,15,0,0,0,0,Neutral,0
"The hotel’s repeated claims about their “honest staff” and “thorough inspections” don’t line up with the reality that large, obvious items vanished from the room",34,0,0,0,0,Neutral,0
Guests staying here should be cautious,6,0,0,0,0,Neutral,0
"Keep careful track of everything you bring into your room, because if something is left behind, you may never see it again",24,0,0,0,0,Neutral,0
"This experience has left a very bad impression, and I expected far better accountability from a Marriott property",19,0,0,0,1,Worst,0
I attended a work conference at this hotel recently,9,0,0,0,0,Neutral,0
The hotel lobby and adjacent areas were very modern and decorated nicely,12,0,0,0,0,Neutral,0
"The rooms were nice, but a little dated",9,1,0,0,0,Good,0
The area where the hotel is located is a very nice area,12,1,0,0,0,Good,0
"I encountered an issue with my room and housekeeping, but hotel management seemed very concerned and tried to make things right",22,0,0,0,0,Neutral,0
I would stay again if in this area,8,0,0,0,0,Neutral,1
I was in town for a dance competition and didn't realize until I was already home that I didn't have my wedding ring,25,0,0,0,0,Neutral,0
The staff found the ring and mailed it to me,10,0,0,0,0,Neutral,2
"Not only did they mail it, they disguised the package and sent some swag! Great hotel and great staff!",22,2,0,0,0,Good,0
There for a convention,4,0,0,0,0,Neutral,0
Main ballroom is nice but the lighting is dim,9,1,0,0,0,Good,0
Excellent staff,2,1,0,0,0,Good,2
The rooms are nice spacious and well kept,8,1,0,0,0,Good,0
"Again, they failed to keep the drink stations filled during the conference",13,0,0,0,0,Neutral,0
"The food was delicious, but they did not label what was gluten-free",13,0,0,0,0,Neutral,0
They also did not take cross-contamination into consideration or provide a gluten-free dessert,13,0,0,0,0,Neutral,0
Can't speak to a human on the phone won't ever stay here,14,0,0,0,0,Neutral,1
Positive: Very Clean and comfortable,6,2,0,0,0,Good,4
Negative: N/A,3,0,0,0,0,Neutral,0
"Be prepared to pay for a mediocre breakfast, that really should be included with the hotel stay",18,0,0,1,0,Medium,1
"Positive: location t where i needed to be Negative: """"",13,0,0,0,0,Neutral,0
Since when doesn't the Bistro 'serve' food - I have to walk up myself now?  No one comes to the table to offer drinks when there is only me and one other person in the entire place?  I'm literally watching a girl stand at the register doing nothing while I sit here wondering what's going on,62,0,0,0,0,Neutral,0
Second attempt - grab something from the 'microwave' section - only to have six people in line to check in with one person manning the desk,27,0,0,0,0,Neutral,0
Going to bed hungry - and now angry,8,0,0,0,0,Neutral,0
As a Platinum Bonvoy Member - this hotel was a complete disappointment,12,0,0,0,0,Neutral,0
We stayed here during while an inside home painting job was being done at our residence,16,0,0,0,0,Neutral,0
Very convenient as it is 2 miles from our home,10,0,0,0,0,Neutral,0
"This was an incredible stay! We experienced excellent customer service and warm greetings throughout our stay! The team chemistry and culture they have developed at this property is top notch! The front desk staff, including Jennifer and Sophia were awesome",44,1,0,0,0,Good,1
Kelly and James in the Bistro catered to all of our needs,12,0,0,0,0,Neutral,0
"Charleston, the night chef, has great culinary skills and he is such a funny person! Thank you Courtyard Pflugerville for being a great hotel neighbor when we needed it!",33,2,0,0,0,Good,0
I would not recommend staying at this location,8,0,0,0,0,Neutral,0
They have no problem taking your money but then don’t give points/account activity that you paid for,19,0,0,0,0,Neutral,0
The state of the room is bad enough that I am leaving a review immediately,15,0,0,0,1,Worst,0
Not bad enough for me to leave immediately but enough that I am considering heading home early,17,0,0,0,1,Worst,0
Update: The on site restaurant was closed over 90 minutes early for lunch,14,0,0,0,0,Neutral,0
"Per the in-room menu, Lunch is 1-4 PM",9,0,0,0,0,Neutral,0
Went down after 2PM before 2:30PM and it was closed,10,0,0,0,0,Neutral,0
Not opening again until dinner,5,0,0,0,0,Neutral,0
Overall great location,3,1,0,0,0,Good,0
"The walls are thin, so you can hear people walking above you and in the hallway",17,0,0,0,0,Neutral,0
The WiFi is SLOW,4,0,0,0,0,Neutral,0
"The rooms were nice and clean, I just hated the half shower door",14,2,0,0,0,Good,4
You get water everywhere on the ground,7,0,0,0,0,Neutral,0
The bistro downstairs offers a good selection of food,9,1,0,0,0,Good,0
~$18 for a crispy chicken sandwich,8,0,0,0,0,Neutral,0
~$18 for the hot honey fried chicken sandwich,10,0,0,0,0,Neutral,0
- The breakfast burrito was delicious,6,0,0,0,0,Neutral,0
- I don’t think they actually have the herbed cream cheese indicated on the breakfast menu,18,0,0,0,0,Neutral,0
They would give me plain every time I said herbed,10,0,0,0,0,Neutral,0
Get the fries,3,0,0,0,0,Neutral,0
They were the best thicker cut fries I’ve ever had,12,0,0,0,0,Neutral,0
Really enjoyed my stay,4,0,0,0,0,Neutral,1
I wish the hotel had better exhaust as I noticed black mold when I was checking out,17,0,0,0,0,Neutral,0
Thank you for the welcome gift!,7,0,0,0,0,Neutral,0
"Traveling for the holidays, I stay in a lot of Marriotts—and I genuinely love the brand",19,0,0,0,0,Neutral,1
"But this Courtyard Marriott in Pflugerville is by far one of the cleanest, nicest, most efficient, and most pleasant properties I’ve stayed at",28,1,0,0,0,Good,0
The service professionals here are truly exceptional,7,0,0,0,0,Neutral,3
"Everyone I encountered seemed naturally happy, and the kindness they show feels sincere and effortless",16,0,0,0,0,Neutral,0
"I especially want to recognize Kelly, the barista at the Starbucks counter",13,0,0,0,0,Neutral,0
She is an absolute gem,5,0,0,0,0,Neutral,0
"She remembered my order from the day before, and she makes the perfect keto vanilla latte",17,1,0,0,0,Good,0
"More than that, her warmth and energy make you feel seen and uplifted—exactly the kind of start to your morning that inspires you to pay it forward",30,0,0,0,0,Neutral,0
This Marriott made a lasting impression,6,0,0,0,0,Neutral,0
"If you're visiting the area, this Courtyard Marriott in Pflugerville is a standout",15,0,0,0,0,Neutral,0
"Highly, highly recommend!",5,0,0,0,0,Neutral,0
This was the best experience I have had at a hotel,11,0,0,0,0,Neutral,0
The staff was very pleasant and kind,7,1,0,0,0,Good,2
I would have loved to try the pool,8,1,0,0,0,Good,0
Hopefully next time!,4,0,0,0,0,Neutral,0
"Front desk support staff, Sophia, was excellent at check in and upon check-out",15,1,0,0,0,Good,0
This hotel will be my new home away from home whenever I am in the Austin area,17,0,0,0,0,Neutral,0
Kelly and David in the Bistro are top notch,9,0,0,0,0,Neutral,0
"Superior customer service, hospitality and professionalism",7,0,0,0,0,Neutral,3
"The rooms are nice, but Kelly & David made our stay very special",14,1,0,0,0,Good,1
"Because of them, we will return often",8,0,0,0,0,Neutral,0
Closest hotel to Amazon AUS2 FC,6,0,0,0,0,Neutral,0
Easy on/off freeway access,4,0,0,0,0,Neutral,0
In house bar and food but also within just a few minutes off shops and restaurants in town,18,0,0,0,0,Neutral,0
"This location is very convenient to highway access, local restaurants, and stores",14,0,0,0,0,Neutral,0
I would recommend staying here if you're ever in Pflugerville,11,0,0,0,0,Neutral,0
"Breakfast was a little expensive, but excellent!! The food service staff members (Kelly & David) went above and beyond to make every morning delightful",29,1,0,0,1,Good,3
We had very good service froom Kelly who works in the kitchen  breakfast restaurant,14,1,0,0,0,Good,3
Denise is awesome,3,0,0,0,0,Neutral,0
Room was very clean and spacious,6,1,0,0,0,Good,4
Beautiful hotel,2,0,0,0,0,Neutral,0
Great pool area,3,1,0,0,0,Good,0
Friendly staff,2,1,0,0,0,Good,2
Went to attend a conference there and the room and food was good,13,1,0,0,0,Good,0
"Amazing experience for my first F1 weekend! The F1-themed decor was stunning, and the small F1 cars on display were such a creative touch",26,1,0,0,0,Good,0
Big kudos to the staff for making the stay so memorable,11,0,0,0,0,Neutral,1
I’ll definitely be coming back and will highly recommend this place especially knowing others paid over $1k to stay downtown,23,0,0,0,0,Neutral,1
Your team truly deserves all the appreciation!,8,0,0,0,0,Neutral,0
"My brother booked the room, and everything was perfect! I absolutely loved the F1 backdrop, especially the Marriott points car such a fun and creative idea",29,2,0,0,0,Good,0
"Shoutout to Jen, Sacor and Kristine! these ladies are amazing",12,1,0,0,0,Good,0
"Thanks to those little F1 cars, my brother even scored some extra points!",15,0,0,0,0,Neutral,0
Terrific property!  Very modern and clean,7,1,0,0,0,Good,4
Marriott set a high bar with this amazing hotel,9,1,0,0,0,Good,0
"||There were signs for a Church of Christ service on property at 10am on Sunday, so we will plan to stay for service next time",26,0,0,0,0,Neutral,3
"One of the most friendly hotels I have experienced, and I have traveled a lot in my 54 years",20,1,0,0,0,Good,0
"The front desk representative, and I'm sorry I didn't get her name, was the most welcoming and sincere person I have met",26,0,0,0,0,Neutral,0
So took a vested interest in me and I told her my significant other was flying down to Austin so we could pre celebrate her 55th birthday,27,0,0,0,0,Neutral,0
A lot of small talk but she definitely was paying attention,11,0,0,0,0,Neutral,0
The reason I know this is I left the property to pick her up at the airport,17,0,0,0,0,Neutral,0
"When I got back to the room with her, there was a bottle of wine on ice, chocolates, and a birthday card",25,0,0,0,0,Neutral,0
"Absolutely none of this was asked for, but it was just there due to truly great customer service",19,1,0,0,0,Good,3
Clay our bartender on property was fun and engaging,9,0,0,0,0,Neutral,0
We talked to him for about  an hour while warming up,11,0,0,0,0,Neutral,0
I would recommend this property to everyone and I will look Marriott in the future first!,17,0,0,0,0,Neutral,0
Brian,1,0,0,0,0,Neutral,0
"I usually try to avoid Courtyard hotels because of the paid bistro, but Kelly and her team went above and beyond and made this my favorite part of my stay",31,0,0,0,0,Neutral,0
"From bringing a little dish to my table of salt and pepper to helping me find a more cost effective way to get 3 eggs cooked how I want, the service was next level! 6/5 stars",38,0,0,0,0,Neutral,0
Would stay again,3,0,0,0,0,Neutral,1
Nice meeting spaces,3,1,0,0,0,Good,0
Friendly staff,2,1,0,0,0,Good,2
Clean,1,1,0,0,0,Good,4
Very cozy and spacious room,5,0,0,0,0,Neutral,0
I truly enjoyed my stay,5,0,0,0,0,Neutral,1
Jen (short for Jennifer) and Ursula are both very amicable and welcoming,14,0,0,0,0,Neutral,0
Highly recommend,2,0,0,0,0,Neutral,0
"Very clean rooms, well appointed and friendly staff",9,2,0,0,0,Good,2
Fancy hotel with no microwave,5,0,0,0,0,Neutral,0
It was the worst experience we had with Marriott,9,0,0,0,1,Worst,0
A maintenance guy barged in our room saying something was wrong when I was half dressed,16,0,0,0,0,Neutral,0
They offered free breakfast to make up for it but I felt violated and instead left as soon as possible,20,0,0,0,0,Neutral,0
The only highlight is that I went to this place first to check it out before I booked my event here,21,0,0,0,0,Neutral,0
We’re definitely searching a different venue for 750 people,11,0,0,0,0,Neutral,0
A bargain for the price,5,0,0,0,0,Neutral,0
On the edge of the city but really a nice facility,11,1,0,0,0,Good,0
The staff is very helpful and polite,7,1,0,0,0,Good,2
Disastrous,1,0,0,0,0,Neutral,0
Beware of fire ants in your room,7,0,0,0,0,Neutral,0
"Went for a convention and live locally, so I didn't stay in a room",16,0,0,0,0,Neutral,1
"However, their conference rooms and staff are stellar",9,0,0,0,0,Neutral,2
My only complaint was they had a very limited selection of not-coffee caffeine,13,0,0,0,0,Neutral,0
You could get their version of Starbucks coffee or original Rockstar,11,0,0,0,0,Neutral,0
"There is a convenient store within a short walking distance, though",12,0,0,0,0,Neutral,0
My go to when I have to stay in Austin area,11,0,0,0,0,Neutral,1
The team here is amazing,5,1,0,0,0,Good,0
Shout out to Clayton at the Bistro and Mike at the Bar!! Always a step ahead and so nice! Not to mention the front desk staff !!  Thanks for making it home away from home when I'm on the road!!,47,1,0,0,0,Good,0
Great service and great experience every time!,8,2,0,0,0,Good,3
"Great service, nice rooms",5,2,0,0,0,Good,3
Conferences suites well equipped,4,0,0,0,0,Neutral,0
What a great hotel,4,1,0,0,0,Good,0
Everyone was friendly from the front desk to housekeeping,9,1,0,0,0,Good,2
And I wish I would have gotten the ladies name down by the bar when I got my breakfast,19,0,0,0,0,Neutral,0
What a friendly smile and outstanding customer service,8,1,0,0,0,Good,3
When you walk in the place smells fresh,8,0,0,0,0,Neutral,0
This place definitely cares about their guests and the experience you have,12,0,0,0,0,Neutral,0
Love this location always a pleasure doing balloon installs because it’s easy to load and unload,18,0,0,0,0,Neutral,0
Beautiful spaces & good parking,5,1,0,0,0,Good,0
We attended the annual Best of Pflugerville awards ceremony put on by the Pflugerville Chamber of Commerce and our business Happy Home Storage Design won the category for Best Home Services!! It was a stacked category with many amazing businesses we respect,44,1,0,0,0,Good,0
"It was a great event, catered with a nice snack spread, drinks and cake to celebrate! Courtyard Austin won their respective field also, congrats!",29,2,0,0,0,Good,0
Good location,2,1,0,0,0,Good,0
Nice hotel,2,1,0,0,0,Good,0
Slow elevators,2,0,0,0,0,Neutral,0
"Positive: """" Negative: """"",8,0,0,0,0,Neutral,0
"If you need wifi or cell service, this isn’t the spot for you",16,0,0,0,0,Neutral,3
"Also, the room smells like mildew/mold",7,0,0,0,0,Neutral,0
I am writing to formally express my deep disappointment regarding a recent stay at the Courtyard Austin Pflugerville and Pflugerville Conference Center,22,0,0,0,0,Neutral,0
"I had reserved two rooms for my 78-year-old father, a proud U",13,0,0,0,0,Neutral,0
"Air Force veteran, along with my sister and her husband, expecting a comfortable and dignified experience for them during an important family event",25,1,0,0,0,Good,0
"Unfortunately, what we encountered was unacceptable and distressing on several levels",12,0,0,0,0,Neutral,0
Here is a summary of the issues experienced:,9,0,0,0,0,Neutral,0
Room 229: Hair found in the bed,8,0,0,0,0,Neutral,0
Room 259: Presence of bugs jumping on the bed and  countertops,12,0,0,0,0,Neutral,0
Room 244: Flying insects visible around the light fixtures,10,0,0,0,0,Neutral,0
"Room 323: No working air conditioning upon arrival, which only began to cool after some time",18,0,0,0,0,Neutral,0
Room 234: Used temporarily as a waiting area while your night manager sought alternative accommodations due to the conditions above,21,0,0,0,0,Neutral,0
"These conditions were unsanitary, uncomfortable, and completely inappropriate for any guest—let alone for a senior veteran and family who had just driven over four hours to participate in a parade in which my father was to be honored as Grand Marshal",45,0,0,0,0,Neutral,0
"As a result of these issues, my family could not rest properly, spent unexpected hours waiting to be re-accommodated, and were distressed throughout the night",28,0,0,0,0,Neutral,0
My father's participation and peace of mind were significantly impacted by concerns over cleanliness and safety in his room,20,0,0,0,0,Neutral,0
"Given the extent of these problems, I am requesting a full refund for both rooms as the stay did not meet even the most basic standards of Marriott quality or hospitality",32,0,1,0,0,Average,0
Please advise on how to proceed with this refund request,10,0,0,0,0,Neutral,0
I look forward to your prompt and considerate resolution,9,0,0,0,0,Neutral,0
FYI THE LADIES AND THE FRONT DESK WERE PHENOMENAL!!! THEY WENT ABOVE AND BEYOND TO TRY TO ACCOMMODATE THE STAY!!,25,0,0,0,0,Neutral,0
Positive: cleanliness Negative: water was out for  several hours due to line busting,15,0,0,0,0,Neutral,0
"Rooms are nice, some of them do need some work",11,1,0,0,0,Good,0
"Wallpaper, grout cracks, etc",6,0,0,0,0,Neutral,0
AC gets nice and cold,5,1,0,0,0,Good,0
Wi-Fi is hit or miss,5,0,0,0,0,Neutral,0
"Positive: """" Negative: """"",8,0,0,0,0,Neutral,0
"The Courtyard Austin Pflugerville is a wonderful clean, comfortable hotel away from the busy Austin core",17,3,0,0,0,Good,4
A great place to stay if you are in Austin or just passing through,14,1,0,0,0,Good,1
The hotel was clean,4,1,0,0,0,Good,4
"The bar, pool area and fitness center are top notch",11,0,0,0,0,Neutral,0
The rooms are clean,4,1,0,0,0,Good,4
"There are plenty of towels with body wash, shampoo & conditioner available",13,0,0,0,0,Neutral,0
There are only two things that keep this from being a ten,12,0,0,0,0,Neutral,0
"First, you will have to drive to get anywhere in the Austin area, but that is something they can't control",23,0,0,0,0,Neutral,0
"It is not near anything except a water park, so plan on using your car or car service",19,0,0,0,0,Neutral,0
"Also, you will have to use the toll road, once again not something they can control, but to be noted",23,0,0,0,0,Neutral,0
"Second, there are no fans in the bathrooms, so anything in the bathrooms will get moist and feel wet after a shower",24,0,0,0,0,Neutral,0
Just checked in,3,0,0,0,0,Neutral,0
Haven’t even seen the majority of the hotel,10,0,0,0,0,Neutral,0
But they are hosting a prom here,7,0,0,0,0,Neutral,0
Not a big deal,4,0,0,0,0,Neutral,0
"BUT, they have ZERO parking for their HOTEL GUESTS!! The entire parking lot is full",18,0,0,0,0,Neutral,0
I get it,3,0,0,0,0,Neutral,0
I’m sure the school pays you a pretty penny for the prom,14,0,0,0,0,Neutral,0
But you should have spots blocked off for your guests! Or have a valet for today and tomorrow to take their cars to the community center,27,0,0,0,0,Neutral,0
Once all these kiddos leave at midnight there will be plenty of spots,13,0,0,0,0,Neutral,0
They literally told me “they leave by midnight,9,0,0,0,0,Neutral,0
You can move your car closer after that,8,0,0,0,0,Neutral,0
” How ridiculously out of touch can you possibly be?? They also have no signs,17,0,0,0,0,Neutral,0
No one directing guests where to park,7,0,0,0,0,Neutral,0
I wasn’t the only one,7,0,0,0,0,Neutral,0
Quite a few angry people were in the lobby yelling about it,12,0,0,0,0,Neutral,0
I seldom stay at Marriott,5,0,0,0,0,Neutral,1
Usually Hilton,2,0,0,0,0,Neutral,0
This type of thing is why,6,0,0,0,0,Neutral,0
Customer is not treated very well,6,0,0,0,0,Neutral,0
Would never stay at this hotel again,7,0,0,0,0,Neutral,1
Likely won’t use Marriott again at all,9,0,0,0,0,Neutral,0
"After a long day of baseball, spending 45 minutes trying to figure out parking at a hotel where I just want to relax…completely unacceptable",25,0,0,0,0,Neutral,0
The staff and  the event planning people were very helpful and accommodating,12,1,0,0,0,Good,2
I highly recommend this facility for your next event,9,0,0,0,0,Neutral,0
The  food was excellent,4,1,0,0,0,Good,0
The whole staff are very customer friendly,7,1,0,0,0,Good,2
I am so thankful for them,6,0,0,0,0,Neutral,0
Quiet,1,0,0,0,0,Neutral,0
Clean,1,1,0,0,0,Good,4
"Great location, away from the city",7,1,0,0,0,Good,0
Staff is excellent,3,1,0,0,0,Good,2
As a DJ this hall was great! Had a great time DJing and people enjoyed it! Very cool ceiling lighting!,23,2,0,0,0,Good,0
Jenifer at the front desk was so amazing,8,1,0,0,0,Good,0
She went above and beyond,5,0,0,0,0,Neutral,0
Great service and so friendly,5,2,0,0,0,Good,3
"The entire staff is friendly and accommodating, the restaurant was very clean, professional and quick to check on you, clear your table and bring your order to you",31,2,0,0,0,Good,2
"The hotel staff took excellent care of myself and my team during our stay, I highly recommend the Pflugerville location if you are out this way and looking for a hotel during your stay",35,1,0,0,0,Good,1
Calm and Quiet,3,0,0,0,0,Neutral,0
Stayed here for a conference,5,0,0,0,0,Neutral,0
"Maricel greeted us at the register and was available throughout my experience staying here; she is wonderful! The food from the cooks, mixed with our farm fresh chicken and eggs were chefs kiss!",37,1,0,0,0,Good,0
Service was great,3,1,0,0,0,Good,3
Location was in a great spot of town,8,1,0,0,0,Good,0
Rooms were clean,3,1,0,0,0,Good,4
Staff very friendly,3,1,0,0,0,Good,2
I checked into a room at 12 midnight and it was cold and the heater wasn’t heating up,20,0,0,0,0,Neutral,0
I called the front desk at 1am several times and no answer,12,0,0,0,0,Neutral,0
I went to sleep thinking the heat will eventually come on and it didn’t so at 6am and 8am I called again and no one answered the phone,30,0,0,0,0,Neutral,0
It was like 9am before I got someone on the phone and they stated that the phone was off the hook all night,23,0,0,0,0,Neutral,0
I could have gotten up and went downstairs but I was a long distance away from the from desk so I called,22,0,0,0,0,Neutral,0
I have yet to hear back from the manager and I have called and left several messages,17,0,0,0,0,Neutral,0
This was on 11/28 and I spoke to someone on 12/3 and now I’m still waiting for a manager call back as of 12/4,26,0,0,0,0,Neutral,0
Never again!,3,0,0,0,0,Neutral,0
Perfect for my family of four - we stayed here for two nights while visiting family for Thanksgiving,18,1,0,0,0,Good,0
It was a great stay all around,7,1,0,0,0,Good,1
"Morning coffee downstairs was perfect - really nice open seating area at the bistro, and the bathrooms in the rooms themselves were awesome - specifically standing shower",28,2,0,0,0,Good,0
Great staff,2,1,0,0,0,Good,2
"Clean, modern hotel, nice amenities",7,2,0,0,0,Good,4
Outdoor pool,2,0,0,0,0,Neutral,0
Gym,1,0,0,0,0,Neutral,0
Shoutout Jennifer at the front desk - God bless!,10,0,0,0,0,Neutral,0
"Aire acondicionado defectuoso, demasiado ruidoso",6,0,0,0,0,Neutral,0
"stayed here for one night, this hotel is very nice and comfortable the beds are very luxury sheets, I would like to see the bathroom cleanliness stepped up a tad bit it was basically very clean but could use some more attention by the housekeepers",47,3,0,0,0,Good,0
The front desk employee from yesterday night was extremely respectful and kind and got us extra towels when we needed them,21,0,0,0,0,Neutral,0
Amber at the front desk is the best,8,0,0,0,0,Neutral,0
"Sweetest, caring individual",4,0,0,0,0,Neutral,0
Went above and beyond and made our stay feel like home,11,0,0,0,0,Neutral,1
"However if you’re looking for a swimming pool,they no longer have one",16,0,0,0,0,Neutral,0
Outstanding stay,2,0,0,0,0,Neutral,1
Positive: The balcony was excellent and good view,9,2,0,0,0,Good,0
The staff was extremely attentive and helpful with professionalism,9,1,0,0,0,Good,2
Negative: The room Needs a full sized mirror for sure,11,0,0,0,0,Neutral,0
"My sliding door wasn’t working properly, but the staff was immediately willing to help me, but declined cause it was no big deal",27,0,0,0,0,Neutral,0
Until I had to keep using it,7,0,0,0,0,Neutral,0
I always stay Marriott but haven’t stayed at this location,12,0,0,0,0,Neutral,1
I had the most uncomfortable stay ever! The person who stayed in the room above me sounded like an elephant,21,0,0,0,0,Neutral,1
"Early in the morning, late at night it didn’t matter when",14,0,0,0,0,Neutral,0
I could not sleep and sleep is what I was hoping for this weekend,14,0,0,0,0,Neutral,0
I can’t believe a hotel would be made so poorly that you can hear every loud step,19,0,0,0,0,Neutral,0
Very disappointing,2,0,0,0,0,Neutral,0
the sweetest front desk lady ever,6,0,0,0,0,Neutral,0
11 out of 10,4,0,0,0,0,Neutral,0
above and beyond helpful and kind,6,1,0,0,0,Good,0
Great hotel,2,1,0,0,0,Good,0
"Clean, easy to get into and helpful staff",9,2,0,0,0,Good,2
Mis-Advertised Hotel,2,0,0,0,0,Neutral,0
VERY DATED,2,0,0,0,0,Neutral,0
OLD,1,0,0,0,0,Neutral,0
SMELLS,1,0,0,0,0,Neutral,0
