review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
The good: we stayed in a newly renovated room and it was really nice,15,2,0,0,0,Good,0
Beds were comfy,3,0,0,0,0,Neutral,0
Room was nicely cleaned every day,6,0,0,0,0,Neutral,0
Water was provided daily which is nice,7,1,0,0,0,Good,0
Check in was fast,4,0,0,0,0,Neutral,0
Four pillows per bed,4,0,0,0,0,Neutral,0
Bathroom towels were large,4,0,0,0,0,Neutral,0
The not so good: weirdly our room didn't have a bathroom trash can,15,1,0,0,0,Good,0
Not a huge deal but annoying,6,0,0,0,0,Neutral,0
We also didn't have any soap in the shower,10,0,0,0,0,Neutral,0
There was a hook for it but nothing there,9,0,0,0,0,Neutral,0
So we had to move the one provided bar from the sink to the shower,15,0,0,0,0,Neutral,0
"Again, not a huge deal but weird",8,0,0,0,0,Neutral,0
We had no towel racks or hooks,7,0,0,0,0,Neutral,0
So we had to hang them over the curtain rod or over the mirror in the bathroom,17,0,0,0,0,Neutral,0
The bad: you can't access any public transportation from here on foot,14,0,0,0,1,Worst,0
But,1,0,0,0,0,Neutral,0
"the shuttle they ""provide"" doesn't start till 10 and only goes to the bus stop not back",20,0,0,0,0,Neutral,0
What kind of traveling is someone doing where 10am is the right time to start the day? They also don't mention this at all check in,28,0,0,0,0,Neutral,0
So we were wandering around with three other families trying to follow google maps which shows that you can walk to a bus stop,24,0,0,0,0,Neutral,0
"So to go or return every day, we had to call an uber",14,0,0,0,0,Neutral,0
"Additionally, one evening upon returning my mom and I thought, oh a tea sounds nice but we only were provided one bag of tea",26,1,0,0,0,Good,0
We went to the desk and asked for another,9,0,0,0,0,Neutral,0
We were very curtly told they didn't have that and we could go to the restaurant,17,0,0,0,0,Neutral,0
"When I said, but housekeeping clearly had this because it was provided , I was again curtly told no",20,0,0,0,0,Neutral,0
"This just didn't feel very ""Hilton"" to me",11,0,0,0,0,Neutral,0
It felt like they could have taken my room number and problem solved this,14,0,0,0,0,Neutral,0
"So- if you're staying and need to get to the city, uber to George Washington West bus stop and take the bus across to catch the A",29,0,0,0,0,Neutral,0
Annoying but easy,3,0,0,0,0,Neutral,0
"""Terrible experience here",4,0,0,0,1,Worst,0
"The room was clean, but that's where it ended",11,1,0,0,0,Good,4
"There was NO HOT WATER available for the shower, which is unacceptable",13,0,0,0,0,Neutral,0
"To make matters worse, the room was HOT ALL DAY as the AC wasn't working",17,0,0,0,0,Neutral,0
I was sweating all night and couldn't get any rest,11,0,0,0,0,Neutral,0
I hope the hotel management takes these issues seriously and takes immediate action to fix their hot water and AC systems,21,0,0,0,0,Neutral,0
"Until then, I would not recommend this hotel to anyone",11,0,0,0,0,Neutral,0
This is the worst hotel I have ever stayed in the US,12,0,0,0,1,Worst,0
Bar none,2,0,0,0,0,Neutral,0
"I know many hotels will indicate a 4pm check-in, but in 20 years of check-in experience I have never encountered a 4pm check-in",24,0,0,0,0,Neutral,0
But I encountered it here,5,0,0,0,0,Neutral,0
I can't say it's wrong because it was clearly written when I booked the room,17,0,0,0,0,Neutral,0
"This completely subverted my understanding of check-in time! In the hot New Jersey, the air conditioning automatically turned off after an hour",24,0,0,0,0,Neutral,0
"I searched the hotel twice, but it didn't work",11,0,0,0,0,Neutral,0
I spent an unforgettable night sweating in a room with 82 degrees Fahrenheit (about 29 degrees Celsius)!!!,22,0,0,0,0,Neutral,0
Stayed here expecting Hilton 4 star status and it was horrible,11,0,0,0,1,Worst,0
"Yellow stained pillows, holes in the curtains, bathroom had mold and a toilet that wouldn't flush",19,0,0,0,0,Neutral,0
Nothings been updated in this hotel since it was built and the current staff doesn't care to address any concerns,21,0,0,0,0,Neutral,0
Take this hotel off your list if you're ever staying in the fort Lee area of New Jersey,19,0,0,0,0,Neutral,0
Sad to see this hotel decay from it’s glory days,12,0,0,0,0,Neutral,0
"Remnants of the old world, classic remain",8,0,0,0,0,Neutral,0
"Wholes in curtains, outlets that don’t work",10,0,0,0,0,Neutral,0
Gym is not well kept,5,0,0,0,0,Neutral,0
Pool is closed permanently,4,0,0,0,0,Neutral,0
I hope they bring it back to its glory,9,0,0,0,0,Neutral,0
위치 최악!  고속도로 안의 감옥입니다 ㅋㅋㅋ,7,0,0,0,0,Neutral,0
시설도 매우 낙후되었습니다,3,0,0,0,0,Neutral,0
This hotel is very near by NY,7,0,0,0,0,Neutral,0
Very convenient to Go NY and NJ,7,0,0,0,0,Neutral,0
"Also, service is very nice and kind",8,1,0,0,0,Good,3
"Positive: """" Negative: """"",8,0,0,0,0,Neutral,0
"I rented 1 double room for the weekend, all the time there were loud noises from the room upstairs from remodeling, I mentioned this to the front desk and they refused to give me another room, it was difficult to rest at this hotel, also the location is not good at all, what a waste of money staying here",64,1,0,0,1,Good,0
Frustrating Disorganization & Poor Communication – Lost Items Mishandled,9,0,0,0,1,Worst,0
"I recently stayed here from April 10th - April 12th with a group of students, and the hotel’s handling of students lost items was shockingly disorganized and mishandled",31,0,0,0,0,Neutral,0
The staff failed to follow basic protocols,7,0,1,0,0,Average,0
"When I contacted the hotel to arrange return shipping, I was told to provide a prepaid label (unlike other locations in the same chain that handle this seamlessly)",31,0,0,0,0,Neutral,0
"Even after sending a shipping label and clear instructions, the hotel:",13,0,0,0,0,Neutral,0
"- Lost track of a confirmed item (an employee verified glasses were found, yet they weren’t shipped)",22,0,0,0,0,Neutral,0
"- Ignored follow-up emails and calls, requiring repeated explanations to staff",12,0,0,0,0,Neutral,0
- Shipped only partial items without true acknowledgment or apology of the missing item,14,0,0,0,0,Neutral,0
What should have been a simple resolution turned into days of wasted time and frustration,15,0,0,0,0,Neutral,0
"The lack of accountability from both front desk staff and management is unacceptable, especially for a hotel chain under the Hilton name",23,0,0,0,0,Neutral,0
"If you stay here, triple-check your room—and don’t expect help if anything is left behind",20,0,0,0,0,Neutral,1
The traffic near the hotel is always heavy,8,0,0,0,0,Neutral,0
Hotel ótimo,2,0,0,0,0,Neutral,0
Limpeza impecável do quarto,4,0,0,0,0,Neutral,0
Tido muito bem cuidado,4,0,0,0,0,Neutral,0
O serviço de quarto não foi feito no segundo dia,10,0,0,0,0,Neutral,0
"Voltamos do nosso dia de turismo e o quarto estava sujo e as camas não forradas e isto foi ruim, mesmo pq o valor não foi baixo",28,0,0,0,0,Neutral,0
Great remodel! Very pleased,5,1,0,0,0,Good,0
Front desk doesn’t care about the customer…omg!!!,12,0,0,0,0,Neutral,0
"""Terrible experience here",4,0,0,0,1,Worst,0
"The room was clean, but that's where it ended",11,1,0,0,0,Good,4
"There was NO HOT WATER available for the shower, which is unacceptable",13,0,0,0,0,Neutral,0
"To make matters worse, the room was FREEZING COLD as the heating wasn't working",16,0,0,0,0,Neutral,0
I was shivering all night and couldn't get any rest,11,0,0,0,0,Neutral,0
The situation was so unbearable that I had to leave the hotel at 5 am just to get out of the cold,22,0,0,0,0,Neutral,0
"I was really looking forward to a comfortable stay, but unfortunately, that wasn't the case",18,1,0,0,0,Good,1
I hope the hotel management takes these issues seriously and takes immediate action to fix their hot water and heating systems,21,0,0,0,0,Neutral,0
"Until then, I would not recommend this hotel to anyone",11,0,0,0,0,Neutral,0
Super nice and clean Hotel!,6,2,0,0,0,Good,4
"Great service, great location and great complement cookies",9,3,0,0,0,Good,3
so gross,2,0,0,0,1,Worst,0
Heat is broken,3,0,0,0,1,Worst,0
"Room directly below construction, noisy",6,0,0,0,0,Neutral,0
Poor management,2,0,0,0,1,Worst,0
No one should be checked in direly below the room with construction,12,0,0,0,0,Neutral,0
This is the worst hotel I’ve ever stayed at,11,0,0,0,1,Worst,0
"Construction started on the upper floor at 7:00 AM, the AC wasn’t working, and the manager did nothing except a sorry, and hang up the phone immediately",32,0,0,0,0,Neutral,0
Terrible experience—definitely will never come back,8,0,0,0,1,Worst,0
Not a good hotel,4,1,0,0,0,Good,0
My husband got a skin rash from the hotel,9,0,0,0,0,Neutral,0
Also very disappointed in the restaurant got food poisoning the whole family,12,0,0,1,0,Medium,0
Good,1,1,0,0,0,Good,0
"trust me, do not stay here",7,0,0,0,0,Neutral,1
"The rooms are dated, my heater unit did not work, the refrigerator was full of mold and non functional, the toilet barely flushed, the 25 dollar breakfast was reheated food that was inedible",37,0,0,0,0,Neutral,0
AVOID LIKE THE PLAGUE,4,0,0,0,0,Neutral,0
Working to improve some things which is nice to see,10,1,0,0,0,Good,0
Friendly staff and great food in the restaurant,8,2,0,0,0,Good,2
"Tenía algunas cosas rotas dentro de las habitaciones, o que funcionaban a medias",14,0,0,0,0,Neutral,0
El agua caliente no es suficientemente caliente para invierno,9,0,0,0,0,Neutral,0
"La ubicación es pésima, incluso si vas en auto, hay que dar tremenda vuelta para llegar al hotel",20,0,0,0,0,Neutral,0
Barato no es,3,0,0,0,0,Neutral,0
Confortable place to staycation,4,0,0,0,0,Neutral,0
Good hotel,2,1,0,0,0,Good,0
"I recently stayed at the DoubleTree by Hilton Hotel Fort Lee - George Washington Bridge, and I strongly advise against staying here",23,0,0,0,0,Neutral,0
"This was one of the most unpleasant hotel experiences I’ve had, and I’m shocked this property carries the Hilton name",25,0,0,0,0,Neutral,0
"The room was outdated, dark, and depressing—nothing like the photos or the 4-star rating it claims",20,0,0,0,0,Neutral,0
"It felt like stepping into a hotel frozen in time, with minimal effort to maintain or upgrade the space",20,0,0,0,0,Neutral,0
The worst part was the smell,6,0,0,0,1,Worst,0
"From the moment I entered, there was a lingering, sickening odor that only intensified when I tried to use the heater",23,0,0,0,0,Neutral,0
The smell made me physically ill,6,0,0,0,0,Neutral,0
"Turning off the heater didn’t solve the problem; the odor remained, and I was left freezing in the room",23,0,0,0,0,Neutral,0
There was no way to feel comfortable,7,1,0,0,0,Good,0
"The towels were disgusting, clearly not properly washed or replaced, and smelled foul—almost as if they had been reused from a previous guest",27,0,0,0,0,Neutral,0
"To make matters worse, I could hear conversations from other guests during the late night hours (around 2-3 a",21,0,0,0,0,Neutral,0
"), making it impossible to get restful sleep",9,0,0,0,0,Neutral,0
"Adding insult to injury, the in-room phone didn’t work, which meant that any time I needed something, I had to physically go downstairs to speak to the front desk",34,0,0,0,0,Neutral,0
"This is completely unacceptable for any hotel, let alone one branded as Hilton",14,0,0,0,0,Neutral,0
I cannot stress this enough—this hotel is a disaster,12,0,0,0,0,Neutral,0
"Until it undergoes a major overhaul, avoid it at all costs",12,0,0,0,0,Neutral,0
It does not live up to the Hilton standard and is absolutely not worth the price,16,0,1,0,0,Average,0
I had the house keeper clean the room and the girl took my wife’s earrings,17,1,0,0,0,Good,4
Breakfast is always cold,4,0,0,0,0,Neutral,0
I booked the presidential suite and I might as well stayed in a motel 6,15,0,0,0,0,Neutral,0
"The room had stains all over the carpet, the tables were broken, chairs were broken, stuff all over the windows",23,0,0,0,2,Worst,0
I went to use the gym and the door was locked,11,0,0,0,0,Neutral,0
The front desk agent told me to make a complaint against his co worker,14,0,0,0,0,Neutral,0
Instead of throwing someone else under the bus which makes everyone else look bad,14,0,0,0,1,Worst,0
They should have a checklist,5,0,0,0,0,Neutral,0
As a diamond member I would never come back to this hotel,12,0,0,0,0,Neutral,0
This place was absolutely horrible! We prepaid a 5 day stay through Expedia that was supposed to include breakfast and microwave in the room,25,0,0,0,1,Worst,0
"We arrive to learn that breakfast was an extra $25 per person, per day",16,0,0,0,0,Neutral,0
We walk into the room to see no microwave so I call downstairs,13,0,0,0,0,Neutral,0
"Again, another $15 fee per day if we want a microwave",13,0,0,0,0,Neutral,0
Then we learn the toilet doesn't flush and had to call maintenance,13,0,0,0,0,Neutral,0
The next morning I learn the coffee maker is broken,10,0,0,0,1,Worst,0
Then the refrigerator stopped working,5,0,0,0,0,Neutral,0
Noise level was also ridiculous at early morning,8,0,0,0,0,Neutral,0
I made countless attempts to address with with the hotel staff yet no one cared,15,0,0,0,0,Neutral,0
The room was semi clean and dated,7,1,0,0,0,Good,4
"Lastly, on our last night we were startled by a harsh knocking at our door at 5:50am that claimed to be responding to a ""noise complaint"" on a floor that was dead silent",36,0,0,0,0,Neutral,0
The only decent thing about this place was the location,10,0,1,0,0,Average,0
Otherwise it's a disgrace,5,0,0,0,0,Neutral,0
I will definitely be talking to my bank about the $207 per night I was charged for half of the amenities upon arrival and horrible experience,27,0,0,0,1,Worst,0
Shame on this place!,5,0,0,0,0,Neutral,0
I really enjoyed myself I will come back again and I will invite people to come,16,0,0,0,0,Neutral,0
Great place to stay,4,1,0,0,0,Good,1
"LOVE the view, very clean and comfortable",8,2,0,0,0,Good,4
The Doubletree Hotel in Fort Lee is not a 4 star hotel,12,0,0,0,0,Neutral,0
Service was poor during my stay,6,0,0,0,1,Worst,3
"Bathroom was dirty, called to have it cleaned",9,0,0,0,1,Worst,0
I have pictures and honestly not worth what they’re charging,12,0,0,0,0,Neutral,0
I’m extremely disappointed that a Hilton hotel is in this condition,13,0,0,1,0,Medium,0
힐튼 메이커를 기대하기엔 어려움,4,0,0,0,0,Neutral,0
직원들은 대체적으로 친절함,3,0,0,0,0,Neutral,0
방음이 잘되지않음,2,0,0,0,0,Neutral,0
대략 2,2,0,0,0,0,Neutral,0
5성 정도의 호텔느낌,3,0,0,0,0,Neutral,0
"The hotel is in need of renovations throughout, older building that’s rundown",15,0,0,0,0,Neutral,0
Nothing within walking distance,4,0,0,0,0,Neutral,0
Pool is condemned,3,0,0,0,0,Neutral,0
Gym is in poor condition,5,0,0,0,1,Worst,0
Continental breakfast is an extra $25,7,0,0,0,0,Neutral,0
Per person,2,0,0,0,0,Neutral,0
Second floor parking area is a local drifting spot,9,0,0,0,0,Neutral,0
Located on a very busy highway,6,0,0,0,0,Neutral,0
This is NOT a 4 star hotel as advertised,9,0,0,0,0,Neutral,0
The photos are VERY misleading,5,0,0,0,0,Neutral,0
From the carpet to the bathroom tile and countertops this property is very outdated,14,0,0,0,0,Neutral,0
Upon arrival at 2am I had to switch rooms due to lack of cleaning,14,0,0,0,0,Neutral,0
"The room was dusty, food crumbs were left near the refrigerator and the sheets were stained",17,0,0,0,0,Neutral,0
I attempted to call downstairs and to no avail,9,0,0,0,0,Neutral,0
The phone was inoperable,4,0,0,0,0,Neutral,0
"Water stains were spotted throughout the ceiling in the second room,  the iron did not work, the toilet was extremely low, hair particles were left in the sink and the water did not properly drain from the sink causing it to fill with water",47,0,0,0,0,Neutral,0
It was noted at the front desk that the property will undergo renovations in 2025,15,0,0,0,0,Neutral,0
Until then be advised and book accordingly,7,0,0,0,0,Neutral,0
"To add, the cookies were hard as a rock",10,0,0,0,0,Neutral,0
"Very cold, very nasty, very much not like Hilton",11,0,0,0,0,Neutral,0
#HiltonHonorsMember,2,0,0,0,0,Neutral,0
False advertising,2,0,0,0,0,Neutral,0
Part of the reason we chose this hotel was because it says there is a shuttle service for transportation directly to manhattan,22,0,0,0,0,Neutral,0
"This is not true, the shuttle brings you to the bus stop right next to the bridge",18,0,0,0,0,Neutral,0
Just need a community microwave for people that bring their own food,12,0,0,0,0,Neutral,0
"El hotel esta en NJ y cuenta con traslado al paradero de buses que van a Manhattan… no es una buena alternativa para quienes visitan NY por primera vez ya que demora como 30 minutos por parte baja, y a la salida de camino de ese hotel se hace un taco tremendo",53,0,0,0,0,Neutral,0
"Nos recibieron muy bien, nos regalaron una galleta",9,0,0,0,0,Neutral,0
"El hotel se nota que tiene muchos años pero esta bien mantenido, muy limpio",15,0,0,0,0,Neutral,0
Las habitaciones son espaciosas y tienen buen olor,8,0,0,0,0,Neutral,0
"El baño es grande, hay un mini refrigerador y la tv tiene netflix",14,0,0,0,0,Neutral,0
Cuenta con desayuno buffett que tiene  un costo de 12 usd aprox,12,0,0,0,0,Neutral,0
"y vale la pena pagarlos porque es muy completo, y todo fresco",13,0,0,0,0,Neutral,0
I want to like it because of the location but with the traffic and the twists and turns to get there no way! The hotel is old and creepy,30,0,0,0,0,Neutral,0
The guy at breakfast was nice but I would only stay again if I had to,16,1,0,0,0,Good,1
It's not worth me paying the bridge especially,9,0,0,0,0,Neutral,0
"The man at check in was not nice, he had a very bad attitude, he is not customer friendly",21,2,0,0,2,Good,0
"The location of the hotel is not for people coming by foot, that was very disappointing",17,0,0,0,0,Neutral,0
I went to the hotel restaurant and that was a big mistake,12,0,0,0,0,Neutral,0
"I ordered a veggie burger, the guy just came and dropped it on the table and went back to talk to his coworkers",24,0,0,0,0,Neutral,0
I needed some mayo and it took 6 minutes for them to stop talking and turn around,17,0,0,0,0,Neutral,0
I wouldn't recommend this hotel if the workers are not properly trained in customer service,16,0,0,0,0,Neutral,3
I also would not recommend this hotel if you don't have a car,14,0,0,0,0,Neutral,0
Nice hotel being remodeled great price,6,2,0,0,0,Good,0
Extremely disappointed,2,0,0,1,0,Medium,0
I had booked ahead of time and was ready for my trip,12,0,0,0,0,Neutral,0
Due to the loss of a family member I was not able to make my trip,16,0,0,0,0,Neutral,0
Expedia was extremely helpful in contacting the hotel regarding a cancellation for a full refund which they denied,18,1,0,0,0,Good,0
This was something unexpected and it is such a difficult time that we are going through and the hotel did not care,22,0,0,0,0,Neutral,0
They cared more about them making their money,8,0,0,0,0,Neutral,0
Extremely disappointed,2,0,0,1,0,Medium,0
Perfect location to walk the GW Bridge to Manhattan,9,1,0,0,0,Good,0
Friendly service and decent breakfast,5,1,1,0,0,Good,3
Rooms are dated but water pressure in shower was great,10,1,0,0,0,Good,0
Sheets are soft and pillows are comfortable as well as the beds,12,1,0,0,0,Good,0
Cable TV nice selections,4,1,0,0,0,Good,0
Love the warm cookies you get at check in,9,0,0,0,0,Neutral,0
Staff exceptionally nice!,4,1,0,0,0,Good,2
Rooms where incredibly dirty and when I called down to the front desk to mention it and try to get a suite that I wasn't asking them to cover they ignored my request,34,0,0,0,1,Worst,0
Asked for Watters that I should get for free for being a diamond member and they told me there was 2 in the room,24,0,0,0,0,Neutral,0
They charged 3 dollars each for them,7,0,0,0,0,Neutral,0
Horrible experience and was very expensive,6,0,0,0,2,Worst,0
I read a lot of reviews about the hotel prior to coming in and decided to give it the benefit of the doubt,23,0,0,0,0,Neutral,0
The location or how to get there wasn't an issue as I took an Uber from NY to the hotel,21,0,0,0,0,Neutral,0
"Once there, we were greeted and given our room key within 5 minutes",14,0,0,0,0,Neutral,0
I paid for a King size bed however I got a Queen size,13,0,0,0,0,Neutral,0
"I went to take a shower, and the water was less than warm",14,0,0,0,0,Neutral,0
I was looking forward to hot water as I enjoy my showers,12,0,0,0,0,Neutral,0
This issue prompted us to ask for a room switch,10,0,0,0,0,Neutral,0
"We were switched promptly, the water was hot when we tried it prior to leaving the first room, but when I got in to take a shower, it was again less than warm",36,0,0,0,0,Neutral,0
Disappointed to say the least,5,0,0,1,0,Medium,0
"This second room was super hot, so we changed the thermostat to 70, as it was at 80",20,0,0,0,0,Neutral,0
"It seemed to change the number on the thermostat, however, we were tired and went to sleep hoping it will change the room temperature",26,0,0,0,0,Neutral,0
It was super hot,4,0,0,0,0,Neutral,0
The temperature never changed,4,0,0,0,0,Neutral,0
"By morning we notified it and it was almost time to checkout, and they offered to send someone to take a look at it, which we declined due to the time and we were already getting ready to leave",41,0,0,0,0,Neutral,0
"I chose this place because it's a ""4-star"" hotel",12,0,0,0,0,Neutral,0
It should be,3,0,0,0,0,Neutral,0
But it isn't,4,0,0,0,0,Neutral,0
It was more like a 2-star,6,0,0,0,0,Neutral,0
I've been at 3-star hotels and the experience has been better than this,14,0,0,0,0,Neutral,0
A Doubletree by Hilton should never receive reviews like this one,11,0,0,0,0,Neutral,0
"Not sure if it's the location, but whatever it is, isn't deserved by anyone hoping to enjoy a hotel stay",24,0,0,0,0,Neutral,1
I was celebrating my husband's birthday and wanted a nice place to end the night,16,1,0,0,0,Good,0
I suppose I'm lucky we were both tired,9,0,0,0,0,Neutral,0
"He was definitely disappointed which ruined my mood, because I go above and beyond to celebrate his life",19,0,0,1,0,Medium,0
And this was definitely a wrench in my surprises,9,0,0,0,0,Neutral,0
Luckily he enjoyed everything prior to the stay,8,0,0,0,0,Neutral,1
"If you still choose to go there despite the reviews, because you can't afford better or because you'd give it the benefit of the doubt",28,0,0,0,0,Neutral,0
be prepared for it; so that it doesn't infuriate you,12,0,0,0,0,Neutral,0
Good luck,2,1,0,0,0,Good,0
This is Mrs Simone,4,0,0,0,0,Neutral,0
"I have to say that George, Fernando and William went above and beyond for me",16,0,0,0,0,Neutral,0
My husband had surgery and the staff really put me at ease even when i thought they would keep my husband an extra night at hospital,26,0,0,0,0,Neutral,0
"It was World Series and hotel was booked up yet they told me if i need a room during my emergency, they’ll find a room for me",30,0,0,0,0,Neutral,0
They made me feel wonderful,5,1,0,0,0,Good,0
God bless them - truly special ppl,7,0,0,0,0,Neutral,0
The view from my window was so pretty in daytime and at night,13,0,0,0,0,Neutral,0
The food at the restaurant was very good plus they had gluten free pasta for my shrimp scampi,18,1,0,0,0,Good,0
"My room was clean, shower had good pressure and plenty of hot water",14,2,0,0,0,Good,4
I would stay here again and i recommend this hotel,10,0,0,0,0,Neutral,1
Night manager Mr Wyka is the best,7,0,0,0,0,Neutral,0
Best hotel in tri state,5,0,0,0,0,Neutral,0
Best place to stay customer service beyond expectations,8,0,0,0,0,Neutral,3
I hope you don't have leftovers from lunch/dinner because there are no microwaves in the entire building,18,0,0,0,0,Neutral,0
Otherwise the place was nice for the price,8,1,0,0,0,Good,0
Khách sạn đã xây dựng lâu rồi,7,0,0,0,0,Neutral,0
"If you want a place that you can’t physically walk to, then DoubleTree by Hilton is the place to go!",24,0,0,0,0,Neutral,0
"Maps told us it’s walkable, but it isn’t",13,0,0,0,0,Neutral,0
Getting in touch with this hotel without calling is a nightmare,11,0,0,0,0,Neutral,0
"They were unresponsive via our booking service, the information was incorrect on the service site about check-in times and we couldn’t get in touch, even after messaging the Hilton official chat, who gave us the wrong email (shout out to DoubleTree Jersey)",49,0,0,0,0,Neutral,3
"We had a pretty rude experience with room service, who also didn’t give us towels (to our surprise) and our keycards (twice in our three days) deactivated and we had to go back to reception to get this sorted",46,0,0,0,1,Worst,0
And then walked back down to reception again because there were no towels in our room,16,0,0,0,0,Neutral,0
They had been taken but not replaced,7,0,0,0,0,Neutral,0
"After our intrepid journey through the bank down the back to be able to walk into the hotel, we did have several positive experiences",25,0,0,0,0,Neutral,0
Cookies and a free shuttle to the bus stop that runs every hour,13,0,0,0,0,Neutral,0
"In summary, stay here if you have a rental/lots of money for ride shares, and also stay here if you don’t shower and want to be constantly locked out of your room 🫶 we definitely won’t be staying here again",46,0,0,0,0,Neutral,1
It was nice to stay,5,1,0,0,0,Good,1
I will stay again for my next trip,8,0,0,0,0,Neutral,1
S  Can I get the receipt in English?,9,0,0,0,0,Neutral,0
There are no walking areas nearby,6,0,0,0,0,Neutral,0
Very quiet location,3,0,0,0,0,Neutral,0
Nice bar and restaurant on the premises,7,1,0,0,0,Good,0
Decent breakfast buffet,3,0,1,0,0,Average,0
For a Hilton 4 star hotel we're incredibly disappointed with our stay and actually cut it short,18,0,0,1,0,Medium,0
Stayed 1 night with an 18 month old and 4 year old,12,0,0,0,0,Neutral,0
AC is not working! Like at all,8,0,0,0,0,Neutral,0
Our room was set to 70° (couldn't set it any lower) but stayed at a steady 78° all night,22,0,0,0,0,Neutral,0
"They offered us a new room, which was set to 68° but stayed at 75° so not helpful and otherwise their excuse was ""it's an older hotel""",31,1,0,0,0,Good,0
I normally stay at Marriott brand hotels and this is a good reminder as to why,16,1,0,0,0,Good,1
Update: despite being assured the manager would call when we checked out that never happened,16,0,0,0,0,Neutral,0
I've contacted Hilton directly and filed a complaint and requested a refund,13,0,0,0,0,Neutral,0
This hotel hung up when corporate tried to call them directly,11,0,0,0,0,Neutral,0
가격대비 완전 비추,3,0,0,0,0,Neutral,0
단체관광객 전용 호텔 느낌,4,0,0,0,0,Neutral,0
이런 호텔이 어떻게 4성인지 의문스러움,5,0,0,0,0,Neutral,0
미국 전역에 널린 holiday Inn보다 못함,6,0,0,0,0,Neutral,0
시설노후,1,0,0,0,0,Neutral,0
비누는 빨래비누 수준,3,0,0,0,0,Neutral,0
하루 숙박에 수백불하는 호텔에 물도 제공안함,6,0,0,0,0,Neutral,0
카운터 불친절(이건 캐바캐),6,0,0,0,0,Neutral,0
위치는 최악,2,0,0,0,0,Neutral,0
차없이는 접근불가,2,0,0,0,0,Neutral,0
고속도로 가운대 호텔있다고 보면됨,4,0,0,0,0,Neutral,0
버스 타고 내려서 눈앞에 보이는 호텔을 택시불러서 돌아서 들어가야됨,9,0,0,0,0,Neutral,0
걸어서 호텔 절대 진입불가,4,0,0,0,0,Neutral,0
아 주변에 머 없음,4,0,0,0,0,Neutral,0
관광객이면 미리 머든 사서 호텔들어가야됨,5,0,0,0,0,Neutral,0
Hello,1,0,0,0,0,Neutral,0
I just come in the hotel for check in but the lady at front desk her name is triffany she was soo rude and she give my Q/A reply very rude i was really really disappointed i will never chose hilton again i feel like I’m living in the room like free the way she talked to me,60,0,0,1,2,Worst,0
Hilton should be ashamed of themselves to rent these rooms,10,0,0,0,0,Neutral,0
To say its dated is an understatement,7,0,0,0,0,Neutral,0
The room was dirty I could write my name in the dust on the alarm clock cord,17,0,0,0,1,Worst,0
There were piles of debris around the bed,8,0,0,0,0,Neutral,0
Curtains dirty sheets stained,4,0,0,0,1,Worst,0
Icing on the cake was the yellow jacket hornet in my shower,12,0,0,0,0,Neutral,0
If you can avoid it DONT stay here,8,0,0,0,0,Neutral,1
Dirty dirty dirty,3,0,0,0,3,Worst,0
"It's too bad we can't give half stars, because I'd give this place a 3",19,0,0,0,1,Worst,0
"The staff is very good, very friendly and supportive, given the location they work in",17,2,0,0,0,Good,2
A few points:,4,0,0,0,0,Neutral,0
"- the food at the restaurant is quite good, and the portions are quite large",16,1,0,0,0,Good,0
The wait staff is also very good and exceptionally attentive,10,1,0,0,0,Good,0
No complaints with that at all,6,0,0,0,0,Neutral,0
- the cookies are a nice touch,7,1,0,0,0,Good,0
They're warm and pretty good,6,1,0,0,0,Good,0
I don't feel so bad for them giving me diabetes because they're so tasty,16,0,0,0,1,Worst,0
"- the rooms are relatively clean, with the exception of the wall plugs/usb outlets, which, for lack of a better way of explaining it, are hairy (I've attached a picture)",37,1,0,0,0,Good,0
I almost feel my USB cord needs protection being plugged into this,12,0,0,0,0,Neutral,0
- the showers are terrible,5,0,0,0,1,Worst,0
The water pressure is as strong as cat piss,9,0,0,0,0,Neutral,0
I've had better water pressure at a $20/night hostel in Peru,13,0,0,0,0,Neutral,0
"The shower head looks like it hasn't been cleaned since the Obama administration, and it's starting to compete with Lady Liberty for deepest copper green",28,0,0,0,0,Neutral,0
"On top of that, the faucet is falling off",10,0,0,0,0,Neutral,0
"- I forgot to bring a UV light, so couldn't check for stains, but the room looks pretty clean, and no major stinks or anything",29,1,0,0,0,Good,0
- the elevators sound like they're about to die,10,0,0,0,0,Neutral,0
"Not one of them, all of them",8,0,0,0,0,Neutral,0
The sounds don't really inspire confidence going up,9,0,0,0,0,Neutral,0
"Video attached, turn on the sound",7,0,0,0,0,Neutral,0
Hopefully the Hilton sees this and fixes these problems,9,0,0,0,0,Neutral,0
"If it helps, I was at room 1106 on October 8, 2024",14,0,0,0,0,Neutral,0
Sam (working the late night at the front desk) was very helpful and apologetic and handled it well,20,1,0,0,0,Good,0
"He and the Latino host/waiter at the restaurant (older gentleman) were the service highlight of the stay, give these guys raises, they're good people you should keep",32,1,0,0,0,Good,3
I recently stayed at DoubleTree Hilton Fort Lee and was extremely disappointed with my experience,15,0,0,1,0,Medium,0
"The room I was assigned was incredibly noisy due to poorly sealed windows, and the heating/AC system was completely non-functional",21,0,0,0,0,Neutral,0
"The overall condition of the room was poor, with furniture that appeared to be falling apart",17,0,0,0,1,Worst,0
"Despite emailing the hotel manager about these issues over a month ago, I have yet to receive a response",20,0,0,0,0,Neutral,0
