review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
very clean rooms great location friendly staff and reasonable prices,12,4,1,0.0,0,Good,Good
i will definitely be back again to visit new york and when i do this hotel will definitely be on the top,22,0,0,0.0,0,Good,Good
of my list to stay at,6,0,0,0.0,0,Average,Average
our stay was globally very pleasant,6,1,0,0.0,0,Good,Good
the hotel is perfectly located and well maintained,8,0,0,0.0,0,Good,Good
we were very satisfied of our stay until we checked out and discovered the policy for luggage storage we were charged per extra luggage the first are free… we were pretty surprised by this policy first time an hotel ever applied it to us and it was not a great experience to discover this pretty unusual practice at the last minute especially when we were expecting to share our satisfaction with them,84,1,0,0.0,0,Good,Good
in addition when we shared our surprise to be charged for carryon luggages and backpacks no jumbo suitcases the only embarrassed response we received was that it was a usual practice in nyc… again not our first visit in nyc… it could have been so elegant to waive these costs even if they are now part of the hotel policy,67,0,0,0.0,0,Good,Worst
la ubicación es excelente tienes una estación de metro a unos pasos de la puerta del hotel,18,0,0,0.0,0,Average,Average
la habitación con espacio suficiente limpio baño amplio,10,0,0,0.0,0,Average,Average
el punto malo es que aun tienen alfombras lo que genera un olor a viejo,15,0,0,0.0,0,Average,Average
el servicio por parte del personal es bueno nos ayudaron en lo que fue necesario el único detalle un día no hicieron el aseo y otro no dejaron toallas que pudimos tomar en el pasillo porque estaba el carrito de limpieza sin embargo estos puntos no generaron una incomodidad real en nuestra estancia,56,0,0,0.0,0,Worst,Worst
recomiendo que te hospedes en este hotel para explorar la ciudad,11,0,0,0.0,0,Average,Average
mi habitación aunque estaba en piso no tenia una vista que presumir,14,0,0,0.0,0,Worst,Worst
great experience with this hotel and the hotel manager ramon is very friendly he check with me almost every day to make sure everything is going well or if i need anything from the hotel,36,1,0,0.0,0,Good,Good
this is a block and half from the empire building few minutes walk to the time square,18,0,0,0.0,0,Worst,Worst
also there are a lot of good restaurants around the hotel,12,0,0,0.0,0,Good,Good
great location,2,2,0,0.0,0,Good,Good
friendly staff,2,1,0,0.0,0,Good,Good
rooms are ok,3,0,1,0.0,0,Average,Average
beds are nice but the bathrooms in the room leave a lot to be desired,16,0,0,0.0,0,Good,Good
club night next door until,6,0,0,0.0,0,Average,Average
i think every guest should get a free breakfast after one of those events,14,0,0,0.0,0,Good,Good
i couldnt work on my documentary due to the noise and i know they can do it party until,22,0,0,0.0,1,Worst,Worst
chambres familiales très petites personnel désagréable chambres pas nettoyées très déçue je déconseille,13,0,0,0.0,0,Average,Average
presenta una situación muy buena para desplazarse y conocer el entorno,11,0,0,0.0,0,Average,Average
el personal es muy amable y eficiente,7,0,0,0.0,0,Average,Average
great location right in the middle of downtown,8,2,0,0.0,0,Good,Good
rooms were good nice and clean but having a closet would be a plus,16,1,0,0.0,0,Good,Good
hôtel très bien placé personnel accueillant nous avons passé un très bon séjour,15,0,0,0.0,0,Average,Average
le hall daccueil moderne avec des espaces détente des journaux et des idées de visite,16,0,0,0.0,0,Average,Average
les chambres sont dune superficie convenable un peu petite pour avec les valises un peu juste,20,0,0,0.0,0,Average,Average
très bonne qualité de nettoyage journalier,6,0,0,0.0,0,Average,Average
très jolie salle de petit déjeuner esprit ranch avec des écrans partout,14,0,0,0.0,0,Average,Average
beaucoup de choix en salé et sucré de très bonne qualité,12,0,0,0.0,0,Average,Average
personnel très agréable et très serviable ils sont tous très sympathiques,13,0,0,0.0,0,Average,Average
nous reviendrons dans cet hotel sans hésiter,8,0,0,0.0,0,Average,Average
merci davoir contribué à rendre notre voyage exceptionnel,11,0,0,0.0,0,Average,Average
neat place love it,4,1,0,0.0,0,Good,Good
we were so pleased with this hotel the location was perfect the staff were friendly and helpful and the room was pretty big considering we were in the heart of nyc,35,2,0,0.0,0,Good,Good
richard checked us in and he was so amazing and friendly he was our first point of contact and kicked off our night stay on a great start,30,2,0,0.0,0,Good,Good
when we first walked into the room we saw the staff had decorated it for my birthday with balloons and streamers how cool is that the staff also signed a happy birthday card for me,39,0,0,0.0,0,Good,Good
these little details are so appreciated and helped make our stay even better,13,0,0,0.0,0,Good,Good
whenever we needed anything i,6,0,0,0.0,0,Average,Average
more towels toilet paper sheets changed etc,10,0,0,0.0,0,Average,Average
it was done quickly and everything was done by the time we returned to our room,17,0,0,0.0,0,Average,Average
the only thing that would’ve made this review stars would be different pillows in the room as we all had some very flat and uncomfortable pillows and the beds weren’t the best either,40,1,0,0.0,1,Good,Good
but it worked for the time being,8,0,0,0.0,0,Average,Average
the restaurant attached to the hotel is expensive but the food is tasty,13,1,0,0.0,1,Good,Good
we will definitely be staying here again if we come to nyc,14,0,0,0.0,0,Good,Good
excellent location and good view of empire state building from our nd floor room window,15,1,0,0.0,0,Good,Good
breakfast was very good as well,6,0,0,0.0,0,Good,Good
we enjoyed our days stay here,7,1,0,0.0,0,Good,Good
posizione eccezionale si è un passo dallempire sulla th evenue,11,0,0,0.0,0,Average,Average
stanza pulita lenzuola e cuscini candidi,7,0,0,0.0,0,Average,Average
cambio biancheria giornaliero,3,0,0,0.0,0,Average,Average
personale molto gentile e disponibile,5,0,0,0.0,0,Average,Average
unica cosa che non mi è piaciuta è stata vedere gente dormire sui divanetti nella hall e visto laria condizionata sono state date loro delle copertine,26,0,0,0.0,0,Average,Average
non so se sia stata una situazione eccezionale certo è che non era bello da vedersi,17,0,0,0.0,0,Average,Average
masterclass juste la transition température de laccueil ° à dehors ou tout le reste de lhôtel ° ma achevé mais trkl sinon parfait,29,0,0,0.0,0,Worst,Worst
un hôtel très bien placé un personnel au petit soin propreté irréprochable petit déjeuner excellent et serveur très sympathique je recommande vivement,27,1,0,0.0,0,Good,Good
the location was great,4,1,0,0.0,0,Good,Good
very centrally located to most of the tourist attractions,9,0,0,0.0,0,Good,Good
however the room was filthy,6,0,0,0.0,1,Worst,Worst
a used insulin test strip on the carpet bathroom floor a mess and a chair that has seen better days for sure,24,0,0,0.0,0,Good,Good
the staff seemed friendly but never really apologized for the messy room,13,0,0,0.0,0,Worst,Good
une très bonne expérience,5,0,0,0.0,0,Average,Average
cet hôtel a joué un rôle central dans notre visite de new york puisquil est placé au centre de tout la rue est calme aucun bruit dans les chambres adjacentes nous avons donc bien dormi literie très qualitative,43,0,0,0.0,0,Worst,Worst
il y a une salle dexercice avec quelques machines jai pu men servir pour ne pas perdre la main,20,0,0,0.0,0,Worst,Average
personnel au top malgré que notre famille ne parlait pas du tout la langue nous avons été très bien accueilli,21,0,0,0.0,0,Good,Good
nous avons même eu droit à des remerciements pour notre bienveillance au dernier jour de notre séjour le sentiment est partagé ahah,23,0,0,0.0,0,Average,Average
le petit déjeuner inclus était plus que suffisant il faut sattendre à un petit déjeuner chaud à base de viandes de toasts et doeufs brouillés dautres choses sont également proposées,34,0,0,0.0,0,Average,Average
le service de chambre est passé tout les jours tout était niquel propre rien à redire làdessus,19,0,0,0.0,0,Worst,Worst
merci beaucoup de nous avoir hébergés et davoir participé à rendre notre séjour inoubliable,15,0,0,0.0,0,Average,Average
bonne continuation,3,0,0,0.0,0,Average,Average
was given a room with no air conditioning,8,0,0,0.0,0,Worst,Worst
had someone go up to the room twice and did not fix it,13,0,0,0.0,0,Average,Average
got moved rooms,3,0,0,0.0,0,Average,Average
wasn’t pleasant for stay,0,0,0,0.0,0,Neutral,Neutral
wielkość pokoju całkiem niezła jak na nowy jork łóżka bardzo wygodne śniadanie za dolarów naprawdę smaczne,19,0,0,0.0,0,Average,Average
windy sprawne i szybkie,4,0,0,0.0,0,Average,Average
update it wasnt a matter of their guest services “not being friendly”,15,0,0,0.0,0,Average,Worst
they were unhelpful lacked human decency and made several major mistakes during our stay with zero acknowledgement or accountability,20,0,0,0.0,0,Worst,Average
the hotel’s response reflects the same energy,9,0,0,0.0,0,Good,Average
stayed here for nights and they only changed the sheets once,12,0,0,0.0,0,Average,Average
the service representatives couldn’t be bothered to look up from their computers while speaking with you so to no surprise they don’t hear youdeliver when you ask for something,34,0,0,0.0,0,Worst,Worst
this place should be a star hotel at best i’ve truly never experienced more useless staff in my life,23,1,0,0.0,0,Good,Good
excluding the friendly gents helping with bagstheir security,8,0,0,0.0,0,Good,Good
even when requesting a cab to newark they automatically set you up with a limo service but don’t bother to mention to the driver which airport you’re headed to,33,0,0,0.0,0,Worst,Average
would’ve gone to jfk and missed our flight if i didn’t confirm with the driver which i only did because you can’t count on their staff to doing anything right,37,0,0,0.0,0,Worst,Worst
also their bathrooms don’t have fans,8,0,0,0.0,0,Average,Average
i’m pretty sure motels have bathrooms with fans,10,0,0,0.0,0,Good,Good
not to mention our stay was extremely pricey when i’ve stayed in a star in times square during the same dates for half the cost,28,0,0,0.0,0,Average,Average
never again,2,0,0,0.0,1,Worst,Worst
it needs updating and a complete overhaul,7,0,0,0.0,0,Average,Average
i was also a bit disgusting finding hair in our shower upon arrival,13,0,0,0.0,0,Worst,Worst
it was little strange to also find our tv on when we opened the door,15,0,0,0.0,0,Worst,Worst
the location was great but i will not stay here again,12,1,0,0.0,0,Good,Good
excelente hotel,2,0,0,0.0,0,Average,Average
el desayuno un desastre,5,0,0,0.0,0,Average,Average
es mejor desayunar afuera,4,0,0,0.0,0,Average,Average
la habitación estaba muy bien limpia y cómoda,9,0,0,0.0,0,Average,Average
cuenta con heladera microondas y cafetera,7,0,0,0.0,0,Average,Average
la ubicación es buena a la vuelta sobre park ave está la línea de metro verde con la cual podés moverte cómodamente hacia el sur te deja muy cerca del puente de brooklyn y también podés ir hacia el norte,43,0,0,0.0,0,Average,Average
en la mañana hasta las h ponen una mesa con cafeteras donde se puede servir libremente,16,0,0,0.0,0,Average,Average
el personal de recepción muy cordial y amable,8,0,0,0.0,0,Average,Average
good location and noise control,5,0,0,0.0,1,Worst,Worst
comfortable bed and clean shower,5,3,0,0.0,0,Good,Good
only downside is the breakfast option not too much variety for the price,15,0,0,0.0,0,Worst,Worst
great location 👌,3,2,0,0.0,0,Good,Good
staff was great 👍,4,1,0,0.0,0,Good,Good
this hotel was a pleasant surprise,6,1,0,0.0,0,Good,Good
clean and nice,3,1,0,0.0,0,Good,Good
this is the worse hotel i have ever stayed the rooms are dirty unclean smells bad the air conditioner is not working and the staff are inconsiderate,30,0,0,0.0,2,Worst,Worst
stayed there for night because of a flight delayed request a transportation to the airport,16,0,0,0.0,0,Worst,Average
they booked an unprofessional driver who is rude first he said they did not tell him how many luggages we have but the front desk agent who checked our bags booked the transportation,36,0,0,0.0,1,Worst,Worst
secondly he make us pay before destination because he wanted to drop us off at the arrival so he could get out the airport easily by letting my family and i in the parking lot for some one who is in the hotel business that’s so wrong i have been quiet to watch to let wify dealt with him,62,1,0,0.0,0,Good,Good
but that’s really i never gave a bad reviews but this one i have too communication is the key rudeness would never take you anywhere,28,0,0,0.0,0,Good,Worst
thanks,1,0,0,0.0,0,Good,Good
gill made this our absolute favorite hotel,7,0,0,0.0,0,Good,Good
he’s the best and we will return because of him,12,1,0,0.0,0,Good,Good
we miss him already,5,0,0,0.0,0,Worst,Worst
check in was easy lots of retail restaurants and bars in walking distance,14,0,0,0.0,0,Good,Good
the rooms are a bit small as expected in new york,12,0,0,0.0,0,Average,Average
excellent front desk customer service especially from ninda during my day stay at the hotel,16,1,0,0.0,0,Good,Good
the only reason i gave this hotel a star was because the room i was in was very small,20,0,0,0.0,0,Average,Average
the negatives include,4,0,0,0.0,0,Average,Average
i paid more money for a room on the nd floor for quiet away from traffic noise below which im not used to hearing when i sleep but the refrigerator in the room buzzed loudly,38,1,0,0.0,1,Good,Good
the room had a king size bed that took over the entire room,13,0,0,0.0,0,Average,Average
i only had one midsized piece of luggage and i was tripping all over myself because there was no space in the room,23,0,0,0.0,0,Worst,Worst
the bathroom door wouldnt stay open because it is too close to the room entrance door so for safety reasons the door always closes shut,28,0,0,0.0,0,Good,Good
i had to prop the door open with the trash can just to get rid of steam fogging the mirror after a shower and to get some ventilation,28,0,0,0.0,0,Average,Average
i had to tell housekeeping to only clean the bathroom and not the bedroom because my personal stuff was everywhere,20,1,0,0.0,0,Good,Good
i would literally have to pack up my things and put them in my suitcase every day in order for them to clean the room,25,1,0,0.0,0,Good,Good
other negatives very small loud,7,0,0,0.0,0,Average,Average
refrigerator and construction view from my window,7,0,0,0.0,0,Average,Average
positives about the room,5,0,0,0.0,0,Good,Average
cleanliness and ac worked very well,6,0,0,0.0,0,Good,Good
recommendations,2,0,0,0.0,0,Average,Average
pick a room with queen size beds these rooms are larger,13,0,0,0.0,0,Average,Average
do not pick a room with a king size bed,10,0,0,0.0,0,Average,Average
these rooms are smaller,4,0,0,0.0,0,Average,Average
if youre staying for nights or less this room may be adequate,15,0,0,0.0,0,Good,Good
more days than that and the larger your luggage this size room is not appropriate,16,0,0,0.0,0,Average,Average
its too small,4,0,0,0.0,0,Average,Average
when i asked to be moved to a larger room minutes after checking in i was told that all rooms with queen beds were sold out,29,0,0,0.0,0,Average,Average
i was not offered another room during my stay which was disappointing especially since i had asked about it,19,0,0,0.0,1,Worst,Worst
im pretty sure larger rooms were available sometime during my days,13,0,0,0.0,0,Good,Good
we were only here for one night visiting my niece for our th wedding anniversary,15,0,0,0.0,0,Average,Average
this hotel is a great find,6,1,0,0.0,0,Good,Good
i’ve stayed at many hotels but this one takes the cake all the upgraded amenities in the rooms wonderful we understand space is limited in new york city but this hotel was pretty greatlocation was pretty good for the time that we were here,48,1,0,0.0,0,Good,Good
lugar con una buena ubicación el resto aceptable como para descansar,12,0,0,0.0,0,Average,Average
kohtuuhintainen hotelli aivan keskustassa,4,0,0,0.0,0,Average,Average
sisäänkirjautuminen oli helppoa mutta vastaanottovirkailija ei kertonut mitään ohjeita tai neuvoja hotellista,13,0,0,0.0,0,Average,Average
huone melko pieni jo hieman kulunut mutta todella siisti,11,0,0,0.0,0,Average,Average
näkymä oli ainoastaan sisäpihalle jossa oli paljon roskaa ja huonokuntoisia rakennuksia,12,0,0,0.0,0,Average,Average
ilmastointi toimi mutta se oli todella kovaääninen ja puhalti automaatilla aivan liian lujaa häiritsi jopa nukkumista,18,0,0,0.0,0,Average,Average
suihku ja wc hyväkuntoiset ja siistit,6,0,0,0.0,0,Average,Average
aamulla veloituksetta kahvia tarjolla,4,0,0,0.0,0,Average,Average
todellä lähellä metroasemaa aivan empire state buildingin vieressä kävelymatka times squarelle,13,0,0,0.0,0,Average,Average
nice hotel good restaurant and bar,7,0,0,0.0,0,Good,Good
wolfgang’s next door is awesome,8,1,0,0.0,0,Good,Good
very small rooms digital card not always working no usb charging at all great view if you pay extra,22,1,0,0.0,0,Good,Good
hola viaje con mi hija,6,0,0,0.0,0,Average,Average
todo estuvo muy bien a nivel general,7,0,0,0.0,0,Average,Average
súper la ubicación,3,0,0,0.0,0,Average,Average
algo oscura la habitación,4,0,0,0.0,0,Average,Average
the rooms are incredibly small but clean and well maintained,10,1,0,0.0,0,Good,Good
it’s extremely close to the metro,8,0,0,0.0,0,Average,Average
went down for breakfast buffet at stops at and there was nothing left to eat other than the person making omelets to order,27,0,0,0.0,0,Worst,Average
decided to not eat breakfast there because everything else was empty and the staff didn’t seem keen on refilling things for a party of five,27,0,0,0.0,0,Good,Good
good hotel clean and great location,7,3,0,0.0,0,Good,Good
i stay at this hotel often since its easy fit me to get to where i need to go and distance to one if my favorite coffee shops to work from felix roasting,35,0,0,0.0,0,Good,Good
although all that staff are wonderful the stars in my opinion are arlene gil and boss man jose,19,1,0,0.0,0,Good,Good
cockroaches in room,6,0,0,0.0,0,Average,Average
i recently stayed here with my partner for nights since it was her birthday,15,0,0,0.0,0,Average,Average
the first night i had two cockroaches in my bathroom,10,0,0,0.0,0,Average,Average
i requested a room change and was told there werent any other rooms and staff can go look in the room to remove the roaches,26,0,0,0.0,0,Average,Average
they did not find them and then i was offered another room,12,0,0,0.0,0,Average,Average
the room i was moved to was not a king bed i paid for and the room did not have air conditioning so i had to keep opening and closing the window to have comfortable room temperature,37,1,0,0.0,0,Good,Good
staff was helpful but did not get to enjoy the room i paid for,14,1,0,0.0,0,Good,Good
overall was very disappointed and brought in my partner birthday in a lobby waiting for roaches to be exterminated,19,0,0,0.0,2,Worst,Worst
update general manager reached out by email and offered a free night that will be sent in mail in weeks,23,0,0,0.0,0,Good,Good
well see 🤞,0,0,0,0.0,0,Neutral,Neutral
very easy check in,4,0,0,0.0,0,Good,Good
very secure hotel,3,0,0,0.0,0,Good,Average
estoy alojado ahora mismo,4,0,0,0.0,0,Average,Average
el hotel es muy cómodo con habitaciones muy amplias,9,0,0,0.0,0,Average,Average
todo el personal es muy cálido y servicial cada vez que necesité algo tanto del hotel como del rest de al lado me han atendido muy amablemente,30,0,0,0.0,0,Average,Average
felizmente habiendo olvidado la tarjeta dentro de la habitación tuve una mejor experiencia que otro comentario leído tanto jorge como tia me ayudaron rápidamente para darme una nueva,31,0,0,0.0,0,Good,Average
también richard gill y otra chica de la mañana que no recuerdo el nombre muy alta han sido muy serviciales con nosotros,25,0,0,0.0,0,Worst,Worst
lamentablemente por precio y disponibilidad no podemos quedarnos más pero recomiendo mucho el alojamiento por la calidad de servicio de su personal,23,0,0,0.0,0,Worst,Worst
reste una estrella en servicio dado que un día no hicieron la habitación,13,0,0,0.0,0,Worst,Worst
needed directions as grand niece is planning to stay there in may,12,0,0,0.0,0,Good,Good
it was expensive but i dont regret new york is a wonderful place,15,1,0,0.0,1,Good,Good
excellent location,2,1,0,0.0,0,Good,Good
fantastic front counter service very friendly,8,1,0,0.0,0,Good,Good
clean room with a view,5,2,0,0.0,0,Good,Good
key card floor access in the elevator for added security,10,0,0,0.0,0,Good,Good
what more could you ask for good stuff,10,0,0,0.0,0,Good,Good
great location close to empire state building and metro access,10,2,0,0.0,0,Good,Good
however the employees at the front desk were not very pleasant to speak with,14,1,0,0.0,0,Good,Good
also the housekeeping services are not consistent on what they clean or replenish,13,1,0,0.0,0,Good,Good
very good hotel,3,0,0,0.0,0,Good,Good
the only reason i do not put stars is because they charged a storage fee of dollars for each piece of luggage after checkout they only store pieces per room free of charge,39,0,0,0.0,0,Good,Good
my luggage were carry on size not jumbo bags and only need storage for a couple of hours,20,0,0,0.0,0,Average,Average
i have never been charged for this before so i do not agree with this hotel creativity plus they never told me in advance about this charge,28,0,0,0.0,0,Good,Worst
we stayed at rooms and the latter had a partial view of the empire state building,19,0,0,0.0,0,Average,Average
this was a large room for nyc,7,0,0,0.0,0,Average,Average
the towels were soft pillows were great and it was clean,12,2,0,0.0,0,Good,Good
my room had a great view of the empire state building,11,1,0,0.0,0,Good,Good
die größe des zimmers war ok,6,0,1,0.0,0,Average,Average
es gab kaffee machine der café schmeckt halt nicht so gut aber es ist in ordnung,17,0,0,0.0,0,Average,Average
kühlschrank war da,3,0,0,0.0,0,Worst,Worst
safe und haartrockner auch da gewesen,6,0,0,0.0,0,Good,Good
fernseher war groß und genug sender,6,0,0,0.0,0,Worst,Worst
es gab genug stecker und eine der lampen hat sogar usb gehabt das ist gut wenn man adapter vergessen hat,22,0,0,0.0,0,Average,Average
bett war für unsere geschmack ein wenig hart,8,0,0,0.0,0,Worst,Worst
die decken waren zu klein für erwachsene leute,9,0,0,0.0,0,Worst,Worst
personal freundlich aber reinigung wurde nicht so ernst genommen,9,0,0,0.0,0,Average,Average
siehe bilder,2,0,0,0.0,0,Average,Average
staub unterm bett,3,0,0,0.0,0,Average,Average
das hat man gesehen und gerochen,6,0,0,0.0,0,Average,Average
aber standort war für uns sehr gut,7,0,0,0.0,0,Worst,Worst
fussläufig kann man überall hin,5,0,0,0.0,0,Average,Average
wir sind x bis financial district gelaufen aber zurück sind wir mit der bahn,15,0,0,0.0,0,Average,Average
dafür gibts mehrere möglichkeiten in der nähe des hotels,9,0,0,0.0,0,Average,Average
gegend empfand ich es als sicher,6,0,0,0.0,0,Average,Average
es gibt mehrere lebensmittel läden zum obst 🍉 🍇 wasser oder so zu kaufen,15,0,0,0.0,0,Average,Average
nagyon jo helyen lévő szálloda,5,0,0,0.0,0,Average,Average
kedves segitőkész személyzetminden nap takarîtás,7,0,0,0.0,0,Average,Average
ágyból kivàló kilátás volt a summit toronyra,7,0,0,0.0,0,Average,Average
reggeli nem jó nincs kinálat csak édes sütik,8,0,0,0.0,0,Average,Average
kávégép es mikrosütő viszont van a szobában,7,0,0,0.0,0,Average,Average
összességében jó szálloda,3,0,0,0.0,0,Average,Average
great hotel location however for double rooms the beds are small especially for families,16,1,0,0.0,0,Good,Good
great location,2,2,0,0.0,0,Good,Good
powerful ac,2,0,0,0.0,0,Good,Average
spacious room,2,1,0,0.0,0,Good,Good
staff wasnt super attentive,5,1,0,0.0,0,Good,Good
tv settings were terrible,4,0,0,0.0,1,Worst,Worst
the bed was uncomfortable,4,0,0,0.0,1,Worst,Worst
nice clean hotel,4,1,0,0.0,0,Good,Good
not too many amenities in the building but cant beat the location,13,0,0,0.0,0,Average,Average
free street parking available after pm,6,0,0,0.0,0,Good,Good
very good location,3,0,0,0.0,0,Good,Good
have stayed here times now and every time my experience has been better and better,16,0,0,0.0,0,Good,Good
what really makes this hotel so great is the staff,10,1,0,0.0,0,Good,Good
huge shout out to gil he went above and beyond going out of his way to provide us with top service he definitely deserves a raise or to be the manager of this place,34,0,0,0.0,0,Good,Good
rooms were clear and the service was excellent,8,1,0,0.0,0,Good,Good
will be coming back and staying here again,8,0,0,0.0,0,Average,Average
enjoyed my stay shout out to gill he is the best,11,2,0,0.0,0,Good,Good
very welcoming accommodated us well whole staff had good energy will def come back next visit thank you,20,1,0,0.0,0,Good,Good
perfect location rooms are quiet once you figure out the window wasnt properly closed by the last guest beds are very comfortable and staff was very nice and helpful,32,5,0,0.0,0,Good,Good
abbiamo soggiornato per gg la camera aveva due letti a una piazza e molto comodi ampio bagno televisore frigo,26,0,0,0.0,0,Average,Average
tutto il necessario,3,0,0,0.0,0,Average,Average
è stata rifatta tutti i giorni,6,0,0,0.0,0,Average,Average
unica pecca qualche spiffero di troppo dalle finestre,9,0,0,0.0,0,Average,Average
molto disponibili alla reception,4,0,0,0.0,0,Average,Average
posizione eccellente con fermata della linea proprio davanti lhotel,10,0,0,0.0,0,Average,Average
prezzo nella media,3,0,0,0.0,0,Average,Average
sicuramente da tenere in considerazione per un prossimo viaggio a ny,11,0,0,0.0,0,Average,Average
consigliatissimo,5,0,0,0.0,0,Average,Average
stayed here a bunch of times,6,0,0,0.0,0,Average,Average
rooms were spacious,3,1,0,0.0,0,Good,Good
restaurants nearby including a wolfgang steakhouse if you are do inclined and a favorite for me is the murray hill diner one block away on lexington ave,27,0,0,0.0,0,Average,Worst
subway is across the street,5,0,0,0.0,0,Average,Average
for me its a great location,7,2,0,0.0,0,Good,Good
grand central is about a minute walk,8,0,0,0.0,0,Good,Good
penn station about the same,5,0,0,0.0,0,Average,Average
pros great location literally in front of green subway line two blocks away from empire state building and two blocks away from korean town,26,2,0,0.0,0,Good,Good
service is amazing they can watch your luggages for free,11,1,0,0.0,0,Good,Good
cons small room but its given for ny hotel,10,0,0,0.0,0,Average,Average
bathroom door creaks so loud no whole body mirror,10,0,0,0.0,0,Worst,Worst
lo que puedo decir es un lugar muy bonito y muy excepcional para todo tipo de eventos socialesmuy bonito para mí gracias,24,0,0,0.0,0,Average,Average
friendly staff,2,1,0,0.0,0,Good,Good
i ordered food for delivery and they brought it to the front desk and i never received a call from the desk or anyone my food was downstairs for more than mins,32,0,0,0.0,0,Average,Average
common courtesy is to let your guest know they have food downstairs specially when its been there for more than mins my food is cold who loves a cold pizza,34,0,0,0.0,0,Good,Average
during the evenings i noticed that the current dark yellow lamp shades in the room didnt allow much light to pass through resulting in a rather dim ambiance,31,0,0,0.0,0,Worst,Average
this made it somewhat challenging for me to engage in activities or read comfortably in the room after sunset,19,0,0,0.0,0,Good,Average
don’t stay here,5,0,0,0.0,0,Average,Average
the staff was undoubtedly some of the most friendly i’ve come across in the location is topnotch for midtown,23,0,0,0.0,0,Good,Good
but this property has not been updated clearly since it was built everything was so outdated and smelled outdated,20,1,0,0.0,2,Worst,Worst
for a hilton garden and i was shocked at the local quality of this property,15,0,0,0.0,0,Worst,Average
mediano,1,0,0,0.0,0,Average,Average
great value,2,2,0,0.0,0,Good,Good
safe neighborhood,2,0,0,0.0,0,Good,Good
walk or uber to broadway,5,0,0,0.0,0,Average,Average
friendly staff,2,1,0,0.0,0,Good,Good
we had a wonderful experience,5,1,0,0.0,0,Good,Good
good location,3,0,0,0.0,0,Good,Good
great service,2,2,0,0.0,0,Good,Good
i was in the area for a convention and this was one of the closer options for a hotel,19,0,0,0.0,0,Average,Average
parking was insanely expensive and there are no options associated with the hotel,13,0,0,0.0,1,Worst,Worst
price of the room was very high also and for the size of the room i did not see it being worth the stay,24,1,0,0.0,0,Good,Good
the room however had a refrigerator which was nice,9,0,0,0.0,0,Good,Good
this hotel made us late to our flight due to them losing our bags,14,0,0,0.0,0,Worst,Average
service was terrible and they did not seem to care,11,0,0,0.0,1,Worst,Worst
abbiamo prenotato una stanza per giorni per adulti e un bambino di anni,16,0,0,0.0,0,Average,Average
nella camera non manca nulla lasciugacapelli è molto potente ci sono asse e ferro da stiro oltre a shampo balsamo bagnoschiuma e crema per il corpo di ottima qualità,31,0,0,0.0,0,Average,Average
non posso dire che le stanze siano nuovissime ma sono pulite e non manca nulla,15,0,0,0.0,0,Worst,Average
staff sorridente e gentile avevamo la colazione inclusa e cè molta scelta sia di dolce che di salato,21,0,0,0.0,0,Average,Average
ad un passo dallempire state building mi sento di consigliarlo,11,0,0,0.0,0,Average,Average
bedroom is tired very tired,6,0,0,0.0,0,Worst,Worst
drapes dirty not one glass plastic or otherwise for bathroom use,12,0,0,0.0,1,Worst,Worst
lounge bar not open,4,0,0,0.0,0,Average,Average
in my opinion owners need to invest in upgrading,10,0,0,0.0,0,Average,Average
great service richard helped with check in very kind,9,3,0,0.0,0,Good,Good
breakfast buffet was great,4,1,0,0.0,0,Good,Good
i loved staying here on my business trip,8,1,0,0.0,0,Good,Good
everything was so clean and fresh,6,2,0,0.0,0,Good,Good
some of the best hotel breakfast too,8,1,0,0.0,0,Good,Good
i recently had the pleasure of staying at the hilton garden inn midtown park ave and i couldnt be more pleased with my experience,26,0,0,0.0,0,Good,Good
the hotels location is perfect – situated in the heart of midtown it strikes the ideal balance of being close to everything without the hustle and bustle that can sometimes overwhelm in nyc,35,1,0,0.0,0,Good,Good
the standout aspect of my stay was the exceptional service provided by the staff particularly tay,17,1,0,0.0,0,Good,Good
from the moment i checked in tay went above and beyond to ensure my comfort and satisfaction,18,0,0,0.0,0,Good,Good
her welcoming demeanor and attention to detail truly made my stay memorable,12,1,0,0.0,0,Good,Good
additionally id like to extend my gratitude to ramon and ron or rob for their assistance in helping me secure dinner reservations,26,0,0,0.0,0,Good,Good
their knowledge of the area and willingness to go the extra mile made my evening plans effortless,17,0,0,0.0,0,Good,Average
while im not one to frequently write reviews the exceptional service i received at hilton garden inn midtown park ave compelled me to share my positive experience,29,1,0,0.0,0,Good,Good
kudos to the team for making my stay truly enjoyable,10,0,0,0.0,0,Good,Good
i highly recommend this hotel to anyone seeking a delightful and comfortable stay in the heart of new york city,20,4,0,0.0,0,Good,Good
stayed there this weekend,4,0,0,0.0,0,Average,Average
staff was great,3,1,0,0.0,0,Good,Good
room was great with a great view,7,2,0,0.0,0,Good,Good
room was small but not as small as other nyc hotel rooms,12,0,0,0.0,0,Average,Average
room was updated and a pleasure to stay in,9,1,0,0.0,0,Good,Good
very close to two subway lines empire state building restaurants and macys,14,0,0,0.0,0,Average,Average
would definitely stay there again,5,0,0,0.0,0,Good,Good
muy mal servicio,3,0,0,0.0,0,Average,Average
durante días solo sirvió un elevador así que duraba uno años para subir o bajar,16,0,0,0.0,0,Average,Average
