review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
we have a and year old and they enjoyed the stay,13,1,0,0.0,1,Good,Good
we saw elk and deer right outside of our window in september,12,0,0,0.0,0,Average,Average
the room was very clean,5,1,0,0.0,0,Good,Good
ive always enjoyed staying there as the location is very convenient,12,2,0,0.0,0,Good,Good
the staff was friendly for the most part,8,0,0,0.0,0,Good,Good
we had a great time had everything we needed for my wife and two kids,17,1,0,0.0,0,Good,Good
we originally booked the ridgeline for our wedding block and rehearsal dinner and became initially nervous when they were bought by holiday inn shortly after,25,0,0,0.0,0,Worst,Worst
our gut feeling was right and we should have canceled when we had the chance,15,0,0,0.0,0,Good,Good
it is safe to say that we were left extremely disappointed and really the only thing that went wrong with our wedding was dealing with holiday inn,27,0,0,0.0,1,Worst,Worst
the saving grace of the holiday inn was daniel and the catering team,13,0,0,0.0,0,Good,Good
i have detailed out our review below,8,0,0,0.0,0,Average,Average
rebecca was our group sales manager and communication was virtually absent,11,0,0,0.0,0,Average,Average
we were told that she was wearing multiple hats since the change of ownership,14,0,0,0.0,0,Average,Average
as a result her management should be recognizing these issues and helping her,14,0,0,0.0,1,Worst,Worst
instead she was left to handle dozens of things and stretched too thin which caused us significantly more stress,20,0,0,0.0,0,Worst,Worst
i will add that when we finally met with her days before the event took place she stepped up into high gear and created a terrific event for us,30,0,0,0.0,0,Good,Average
i have all the faith in the world that if rebecca gets the opportunity to spread responsibility around a bit more that she could be very successful in her position,30,0,0,0.0,0,Good,Average
room block and front desk tyson was the front desk manager,12,0,0,0.0,0,Worst,Worst
his attitude to hotel work is probably the same that i would have which is why i dont work in hospitality,23,0,0,0.0,0,Average,Average
i brought our gift bags to the front desk and the clerks were unsure what to do so they got tyson from the back,25,0,0,0.0,0,Good,Average
he had a clear expression of annoyance and treated us as such,12,0,0,0.0,0,Good,Good
furthermore some of the gift bags were not handed out and i had to go bring them to people directly,21,0,0,0.0,0,Good,Average
we had multiple issues with room scheduling for some of our vendors although i was told it was handled when on the phone with their staff it was not,31,0,0,0.0,1,Worst,Worst
one of our vendors had to use their own credit card on an already paid for room and another vendor got assigned a room belonging to my brides brothers resulting in them having to rebook a room when they arrived at a higher rate,45,0,0,0.0,0,Good,Good
as a result i had to go to the front desk two more times because every time i was on the phone i was told no manager was available and that the clerks could not resolve the problem without manager approval,43,0,0,0.0,2,Worst,Worst
unfortunately if we had more communication with holiday inn from the start these issues would not have arose,20,0,0,0.0,2,Worst,Worst
we were initially told about a free shuttle at the ridgeline which went away with holiday inn which required us to rent a bus last minute from noco bus rentals which were great,35,1,0,0.0,0,Good,Good
breakfast is just shy of a plate but the food is good i was told,0,0,0,0.0,0,Neutral,Neutral
daniel was the nicest and kindest clerk that we met,10,0,0,0.0,0,Good,Average
he was incredibly helpful and it was apparent he tried his hardest to help us with our issues,18,1,0,0.0,1,Good,Good
it is hotel work and it is not glamorous i imagine but daniel had knack for enjoying people and it showed,22,0,0,0.0,0,Good,Average
all compliments to him,5,0,0,0.0,0,Good,Average
the saving grace of the holiday inn was the catering,10,0,0,0.0,0,Good,Good
i wish i would have written down the names of each person from the catering department because they exemplified the definition of customer service and incredible food,27,0,0,0.0,0,Good,Good
many of our guests commented how unique and incredible the food options were and the staff were attentive,18,1,0,0.0,0,Good,Good
when my grandmother didnt have her martini makings and our favorite whiskey wasnt at their bar they took the steps to resolve it immediately and i was left more than impressed,34,1,0,0.0,0,Good,Good
regrettably we did not have a great experience with the management team at holiday inn,16,1,0,0.0,0,Good,Good
each issue that arose was settled with us paying more money or debating what the emails we had said,19,0,0,0.0,1,Worst,Worst
i will say that issues were resolved but it took extended time,12,0,0,0.0,1,Worst,Worst
our guests did not find their rooms special and unique to a tourist destination instead a bit dirty and on par with a budget motel,26,0,0,0.0,1,Worst,Worst
unfortunately the holiday inn is not a budget motel,10,0,0,0.0,0,Good,Worst
rooms were over dollars a night even with a room block rate,14,0,0,0.0,0,Worst,Worst
we had to go and visit the hotel in person on about occasions to actually make anything happen after we had already booked everything,25,0,0,0.0,0,Average,Average
i would not personally use holiday inn estes park in the near future,14,0,0,0.0,1,Worst,Worst
spent two nights in the hotel for a friends wedding,11,0,0,0.0,0,Average,Average
it was my first time in the are so it was really great to be in a pretty central location downtown was a minute walk away,29,1,0,0.0,0,Good,Good
the hotel itself was fairly standard fair though the common area was cozy and the firepit and complementary smores are a great idea,24,2,1,1.5,0,Good,Good
didnt spend much time in my room but it was clean and a nice place to retire to after a long day,24,1,0,0.0,0,Good,Good
each room comes with binoculars and a walking stick to borrow too,13,0,0,0.0,0,Average,Average
i am an ihg silver elite member,7,0,0,0.0,0,Average,Average
i have stayed at many ihg properties but i will not return to this one unless they notify me that the problems have been corrected,26,0,0,0.0,0,Worst,Worst
i stayed in room on september,0,0,0,0.0,0,Neutral,Neutral
without a desk chair and either a desk or a table it was very uncomfortable to check email or do anything on my laptop,25,0,0,0.0,1,Worst,Worst
i tried kneeling in front of the table but my yearold knees started hurting,16,0,0,0.0,0,Worst,Average
trying to get wet by taking a shower is very difficult in this room,14,0,0,0.0,0,Worst,Worst
the shower head only points in one direction and is not adjustable,12,0,0,0.0,0,Average,Average
however the direction it points is where some idiot contractor installed a grab bar in the exact same space,20,0,0,0.0,0,Worst,Average
that contractor had no plans to take a shower in that room,12,0,0,0.0,0,Worst,Worst
the grab bar needs to be moved out of the way,11,0,0,0.0,0,Average,Average
the breakfast and the room are both overpriced,8,0,0,0.0,0,Average,Average
the hotel setting is great… the fire pits are a good place to relax in the evening,17,0,0,0.0,0,Good,Good
the bedding on one of the beds was not clean so it felt like a cheap rate motel at that point,22,1,0,0.0,1,Good,Good
be prepared to pay for your amenities too,8,0,0,0.0,0,Good,Worst
staff was very helpful,4,1,0,0.0,0,Good,Good
ive stay in a couple of other places in estes similar priced,13,0,0,0.0,0,Average,Average
holiday inn was by far my best choice,8,1,0,0.0,0,Good,Good
the staff was great,4,1,0,0.0,0,Good,Good
the room is very dark i had to use my flashlight to see,13,0,0,0.0,0,Average,Average
pillows were very hard and pillowcase was on inside out,10,0,0,0.0,0,Worst,Worst
food and drink are very expensive,6,0,0,0.0,1,Worst,Worst
a night for amenities which we didnt use anything except one bag of smores,17,0,0,0.0,0,Average,Average
for the price paid to stay at this property i would have expected it to be more than mediocre at best,22,1,0,1.5,0,Medium,Medium
we stayed in the annexed part where the rooms were dated drains didnt work air conditioner was extremely loud neighbors could be heard clearly and things were held together with tape,36,0,0,0.0,0,Good,Good
the loccation was nice but i have honestly never been more dissapointed with a hotel stay,17,0,0,0.0,0,Good,Good
much like the rest of estes park this property is just a cash grab,15,0,0,0.0,0,Good,Good
nice and clean hotel but note that they do charge an extra amenity fee each day,19,1,0,0.0,0,Good,Good
ive never seen holiday inn do this previously,9,0,0,0.0,0,Worst,Good
staff was unwilling to refund the fee even though i arrive late in the evening and checked out early the next day stating we fully disclose this fee online which i simply do not remember seeing,38,0,0,0.0,0,Average,Average
this place is old and rundown,6,0,0,0.0,1,Worst,Worst
i cant believe its part of the ihg family,11,0,0,0.0,0,Average,Average
it certainly isnt up to the ihg standards of the majority of their locations,15,0,0,0.0,0,Good,Good
our original room was pool view little did we know that the hotel blared nickleodeon cartoons poolside with epilepticinducing strobe lights every night until p,28,0,0,0.0,0,Good,Good
we booked this place because of the proximity to rmnp,10,0,0,0.0,0,Average,Average
we are early hikers and get to bed early to get an early start,14,0,0,0.0,0,Average,Average
after getting relocated to a petfriendly room we dont have pets that is all they would offer us we learned that our new room didnt have elevator access,35,0,0,0.0,0,Average,Average
what ihg hotel doesnt have elevators to their guest rooms estes park thats who,18,0,0,0.0,0,Average,Average
our new room in the kennel hallway was a disaster,13,0,0,0.0,0,Worst,Average
hallways to the rooms were filthy the whole time we were there,12,0,0,0.0,1,Worst,Worst
a dirty fork and knife sat outside one room for over three days before it was removed,17,0,0,0.0,1,Worst,Worst
exterior doors were never locked,5,0,0,0.0,0,Average,Average
anyone can access the building,5,0,0,0.0,0,Average,Average
ceiling texture in the room falling down in the bedroom area near the window by what appeared to be water damage,21,0,0,0.0,0,Worst,Worst
telephone not functional,3,0,0,0.0,0,Average,Average
bathroom vent fan looked like it hadnt been wiped off or cleaned ever,14,0,0,0.0,0,Good,Good
we did that our selves,5,0,0,0.0,0,Average,Average
no television remote when we arrived,6,0,0,0.0,0,Worst,Worst
took one in person request and another on my personal cell phone after an hour waiting to finally get one delivered,21,0,0,0.0,0,Average,Average
major water leak in the wall behind the shower every time it was turned on,15,0,0,0.0,0,Worst,Average
flooded the bathroom floor,4,0,0,0.0,0,Average,Average
cant imagine what the room below us looks like,10,0,0,0.0,0,Good,Good
yes we told the front desk,7,0,0,0.0,0,Good,Average
finally every other holiday inn weve stayed at has angel soft multiply toilet paper in their bathrooms,19,0,0,0.0,0,Good,Good
not estes park,3,0,0,0.0,0,Average,Average
they have the cheapest singleply tp that they could find in theirs,12,0,0,0.0,0,Average,Average
and we paid over for a sevennight stay at this dump,0,0,0,0.0,0,Neutral,Neutral
i wish i had read the reviews of this old rundown location before booking,14,0,0,0.0,1,Worst,Worst
i just figured it was a typical holiday inn,9,0,0,0.0,0,Good,Good
its not,3,0,0,0.0,0,Average,Average
i learned the hard way,5,0,0,0.0,0,Worst,Worst
never again will i stay at this place,8,0,0,0.0,1,Worst,Worst
one good note is that the restaurant isnt bad,10,0,0,0.0,0,Good,Good
but you have to pay for your own breakfast,9,0,0,0.0,0,Worst,Worst
a head,0,0,0,0.0,0,Neutral,Neutral
perfect location for the hotel close to estes and to rocky mountain national park,14,2,0,0.0,0,Good,Good
onsite amenities such as the fire pits and restaurant were great but the rooms left a little to be desired and were a tad out dated,26,1,0,0.0,0,Good,Good
i paid for night for an old musty dated room in the basement of the hotel,21,0,0,0.0,1,Worst,Worst
they called it the first floor,6,0,0,0.0,0,Average,Average
no it was in a dingy basement with about rooms down there,14,0,0,0.0,0,Average,Worst
talk about it price gouging,5,0,0,0.0,0,Average,Average
i wouldn’t have done it if i didn’t need to find a room last minute,19,0,0,0.0,0,Average,Average
the staff were all very friendly,6,0,0,0.0,0,Good,Good
able to make an instant reservation on the fly and the restaurant was great the staff were super nice and helpful,22,2,0,0.0,0,Good,Good
it had a really nice pool area which i did not use,12,0,0,0.0,0,Good,Good
the room felt a little dated and the bathroom could use a little bit more deeper cleaning but overall for being outside rocky national it was a really good place to rest and shower after a long drive,40,0,0,0.0,0,Good,Good
the staff was friendly and efficient,6,1,0,0.0,0,Good,Good
the property is very dated,5,0,0,0.0,0,Average,Average
the doors are heavy and hard to open,8,0,0,0.0,0,Worst,Worst
the inside is a maze of hallways with some stairs,10,0,0,0.0,0,Average,Average
the bathroom is simply not okay by today’s standards,11,0,1,0.0,0,Average,Average
the rooms are not designed for comfort,7,0,0,0.0,0,Worst,Average
i liked the location of the property and its proximity to the national park i think the room needs a bit more attention to show better upkeep,28,0,0,0.0,0,Good,Good
the beds were comfortable and the room clean but new lighting fixtures fix the curtain panel the tub handle was quite loose and having a microwave oven in the room would have been nice,38,2,0,0.0,0,Good,Good
nice rooms beautiful pool fire pits game room…all great,12,2,0,0.0,0,Good,Good
would definitely recommend this hotel,5,1,0,0.0,0,Good,Good
friendly staff,3,1,0,0.0,0,Good,Good
sheets has hair all over them when calling the front desk the employee said that this was normal and from the dryer,24,0,1,0.0,0,Average,Average
when asking the attendant who came to the room to change the sheets he said this was not normal and the sheets were not originally changed,27,0,1,0.0,0,Average,Average
the main hotel and lobby area are beautiful,8,1,0,0.0,0,Good,Good
we received a room in the building behind the hotel,10,0,0,0.0,0,Average,Average
it is old run down and poor quality,10,0,0,0.0,1,Worst,Worst
the bed was uncomfortable and the shower had no water pressure,11,0,0,0.0,1,Worst,Worst
the remodeling was poorly done parts of the subfloor showing where the new floor doesnt meet the wall,19,0,0,0.0,0,Average,Average
the building smells and is creepy,6,0,0,0.0,0,Average,Average
not the quality expected for the price,7,0,0,0.0,0,Average,Average
not what expected when booking a holiday inn hotel,9,0,0,0.0,0,Good,Good
i will not stay at this location again,8,0,0,0.0,0,Average,Average
experience was terrible,3,0,0,0.0,1,Worst,Worst
we stayed for nights,5,0,0,0.0,0,Average,Average
they refused to service our room for the entire stay,10,0,0,0.0,0,Worst,Worst
the bed was extremely uncomfortable,5,0,0,0.0,1,Worst,Worst
the mattress was not secured on the frame which was easily exposed,13,0,0,0.0,0,Average,Average
im leaving with bruises on both my shins because of this,12,0,0,0.0,0,Average,Average
pool had disco lights over it that had no way of turning them off so it is not good for sensory children,23,0,0,0.0,1,Worst,Worst
hot tub didnt work,5,0,0,0.0,0,Average,Average
the conference room was too cold many people attending had to go purchase warmer clothing,16,0,0,0.0,0,Good,Average
breakfast buffet was a terrible value even with kids eat free,12,1,0,0.0,1,Good,Good
very modern hotel late arrival but check in was easy and friendly desk clerk and good customer care to room,21,1,0,0.0,0,Good,Good
did not do as promised and refund room difference in price,11,0,0,0.0,0,Worst,Average
i loved the amenities provided at this hotel it was a great place to stay while visiting rocky mountain national park,22,2,0,0.0,0,Good,Good
the front desk staff was very friendly and helpful,9,1,0,0.0,0,Good,Good
i loved the smores kit provided that we could enjoy in the fire pit area and loved that there was an indoor pool,23,2,0,0.0,0,Good,Good
the room was a bit outdated but not a huge issue,11,0,0,0.0,2,Worst,Worst
the hotel is in a good location close to the main street without being right on it,18,0,0,0.0,0,Good,Good
lobby was nice,3,0,0,0.0,0,Good,Good
annoyed at the a night extra fee which i dont even know what it covers wifi maybe maybe the free marshmallow,28,0,0,0.0,0,Good,Good
i read that it had a breakfast buffet but when we went down it was per person,21,0,0,0.0,0,Average,Average
looking at the food it looked like the same bulk made food thats included at all the other hotels for free nothing special,28,0,1,0.0,0,Average,Average
if youre going to spend on breakfast may as well make it a quality one in town,21,0,0,0.0,0,Good,Good
our mountain view room had a nice view and was quiet but was not exactly the cleanest room weve been in,23,1,0,0.0,0,Good,Good
we noticed multiple finger nails on the carpet when we first arrived and they were still there after our room was cleaned,23,0,0,0.0,0,Average,Average
bathroom vents could use some clearing too as visible gunk of was on the vent fins,16,0,0,0.0,0,Average,Average
the toilet paper was paper thin and very low quality something my gf was annoyed about,17,0,0,0.0,0,Worst,Worst
in all it was quiet but overpriced for what it is,13,1,0,0.0,1,Good,Good
with so many other choices im not sure id stay here again,15,0,0,0.0,0,Worst,Worst
don’t be fooled by the outside of this place it’s absolutely beautiful when you walk in we just stayed night here so we could shower and not sleep in the car,38,1,0,0.0,0,Good,Good
free starbucks sparkling water and pinball right when you walk in everyone was nice the pool was huge and deep ft room was clean and updated,32,2,0,0.0,0,Good,Good
we ate in the restaurant in the lobby late night food was out literally within minutes of ordering and was very good got a burger and a quesadilla which is huge,36,0,0,0.0,0,Good,Good
hotel is pretty close to downtown walking maybe like a minute walk,13,0,0,0.0,0,Good,Good
would definitely stay here again,7,0,0,0.0,0,Good,Good
this is probably one of the best holiday inn hotels ive stayed,13,1,0,0.0,0,Good,Good
the lobby was inviting for adults and children with the swings pinball machine and coffee readily available,19,0,0,0.0,0,Good,Average
there was a fullsized game room with ping pong billiards and more arcade games,15,0,0,0.0,0,Average,Average
pool was a nice large area,6,0,0,0.0,0,Good,Good
my only slight disappointment was the size of my room,10,0,0,0.0,0,Worst,Worst
im in a wheelchair but can walk someshort distances,10,0,0,0.0,0,Average,Average
bathroom was nice and big with a seat in the large shower and adjustableremovable shower head which i appreciated,19,0,0,0.0,0,Good,Good
a on the bathroom,4,0,0,0.0,0,Average,Average
the check in clerk was great,6,1,0,0.0,0,Good,Good
we ate supper at the hotel restaurant,7,0,0,0.0,0,Average,Average
it was above average and we thought was a good price,11,0,0,1.5,0,Medium,Medium
our room was on the small side,7,0,0,0.0,0,Average,Average
the handicap bathroom did not have a sit down shower seat all of the brackets were there for it,20,0,0,0.0,0,Average,Average
the breakfast buffet was grossly over priced for the quality of the food,13,0,0,0.0,0,Worst,Average
all of the hot food was cold except for the bagel that i toasted,15,0,0,0.0,0,Average,Average
the check out did not go so smooth though,9,0,0,0.0,0,Average,Average
i booked well in advance of our stay and specifically asked for a mountain view,15,0,0,0.0,0,Good,Good
the view was the parking lot courtyard a huge metal electrical tower and a sliver of the mountains,21,0,0,0.0,0,Good,Good
we were placed right next to the elevator which was extremely loud when in use which was many times throughout the night,24,0,0,0.0,0,Average,Average
after checking into the room i went to front desk to ask for a different room had to tell them i was a rewards member and explained why i wanted to switch,34,0,0,0.0,0,Good,Average
i was sarcastically told all the rooms are mountain view of some sort,15,0,0,0.0,0,Worst,Average
i was then provided an extra smores coupon to make up for it we were originally given one ticket for two of us,25,0,0,0.0,0,Average,Average
never been treated as poorly at a holiday inn as at this one,13,0,0,0.0,0,Good,Good
thank heavens the bartenders were awesome,6,1,0,0.0,0,Good,Good
good quiet location comfortable beds decent amenities a lot of parking available,15,2,1,0.0,0,Good,Good
when checking in the counter person seemed insistent on finding us a king room and we told him we were content to have a queen bed room,29,0,0,0.0,0,Average,Average
he said he would keep looking and would notify if a king room came available,15,0,0,0.0,0,Average,Average
well once stepped into the hallway that took us to our room we felt a change in the appearance of the otherwise elegant hotel,26,0,0,0.0,0,Good,Good
carpet old and there was a musky smell,9,0,0,0.0,2,Worst,Worst
our room wasnt any better,6,0,0,0.0,0,Worst,Good
it was dark with poor lighting the bathroom very small the adjoining room door did not completely close the air conditioner was not working well and it was off the indoor pool with no windows to the outside,42,0,0,0.0,0,Worst,Worst
for the price we paid for two nights we were definitely not happy,14,0,0,0.0,0,Worst,Good
that counter person never got back to us,8,0,0,0.0,0,Average,Average
others we knew stayed on upper floors where they seemed very content with their rooms,15,0,0,0.0,0,Average,Average
if you stay at this hotel do not stay on the main floor,14,0,0,0.0,0,Average,Average
pulled into town on a thursday was able to walk in a get a room for the night,19,0,0,0.0,0,Average,Average
easy drive to all you want to see in the area,11,0,0,0.0,0,Good,Good
clean rooms quiet place slept like a baby,11,2,0,0.0,0,Good,Good
all over my experience is great customer service is good and clerk are all nice the price a little higher compared others,24,1,0,0.0,0,Good,Good
we stayed nights and enjoyed the playing ping ping and pool in the game room,16,1,0,0.0,0,Good,Good
we did not have a chance to swim but noticed that other guests were watching a show while in the pool,22,0,0,0.0,0,Worst,Average
that looked like fun,4,0,0,0.0,0,Good,Good
they also offer free smores kits to make smores by the fire,12,0,0,0.0,0,Good,Good
we enjoyed the friendly service and staff and the breakfast buffet was ok,13,1,1,0.0,0,Good,Good
it was nice to wake up and see elk and deer right across the street,16,0,0,0.0,0,Good,Good
our pet friendly room was clean but the hallway leading to it was dark and felt like it needed a refresher,21,1,0,0.0,0,Good,Good
everything was wonderful from the moment we walked in from the greeting at checkin to the breakfast foods smores freebies awesome dinner options,27,2,0,0.0,0,Good,Good
the only thing i believe could have made this hotel stay better would be an update to the building itself furniture bed pillows,26,0,0,0.0,0,Good,Good
they were all pretty dated,5,0,0,0.0,0,Good,Good
this is a typical holiday inn,6,0,0,0.0,0,Good,Good
the lobby is well decorated and welcoming,7,1,0,0.0,0,Good,Good
there are a few free games which my daughter enjoyed,10,1,0,0.0,0,Good,Good
there is complimentary sparkling water and starbucks coffee,8,0,0,0.0,0,Good,Good
the food at the restaurant was consistently good,8,0,0,0.0,0,Good,Good
our room was in the back building which was a little hike to the lobby,15,0,0,0.0,0,Average,Average
the room walls are thin and we could hear the conversations of the guests in the adjoining room,18,0,0,0.0,0,Average,Average
the pool and the pool area was clean and had plenty of seating,13,1,0,0.0,0,Good,Good
there are several fees added to the room rate and for two nights i paid over and thats with my ihg member rate,26,0,0,0.0,0,Average,Average
if i return to estes park i would most likely stay somewhere else,13,0,0,0.0,0,Average,Average
avoid this place at all costs—its a complete nightmare,12,0,0,0.0,1,Worst,Worst
i booked a onenight stay through priceline and upon arrival they hit me with a resort fee plus tax which supposedly covers a walking stick binoculars and taffy,35,0,0,0.0,0,Average,Average
really priceline is usually clear about extra fees but this one wasnt mentioned,16,0,0,0.0,0,Good,Average
i asked them to remove it but they refused,10,0,0,0.0,0,Worst,Worst
the moment you step inside youre hit with the smell of a musty mens locker room,19,0,0,0.0,1,Worst,Worst
my room had holes in the walls and was absolutely filthy,11,0,0,0.0,1,Worst,Worst
the place is old outdated and not wellmaintained,10,0,0,0.0,2,Worst,Worst
to make matters worse the tv in the room was broken and i had to fix it myself,20,0,0,0.0,1,Worst,Worst
to top it off i was woken up repeatedly by a dog barking loudly,15,0,0,0.0,0,Good,Good
the customer service is the absolute worst,7,0,0,0.0,1,Worst,Worst
the bar was already low in my mind—i never stay at a holiday inn because well its the holiday inn,25,0,0,0.0,0,Good,Good
but they still managed to give me a terrible experience,10,0,0,0.0,2,Worst,Worst
i couldnt wait to leave,6,0,0,0.0,0,Average,Average
the place is a disaster—stay away,8,0,0,0.0,0,Average,Average
the owners or managers are dishonest and seem intent on taking advantage of tourists,14,0,0,0.0,0,Worst,Average
the whole experience was awful,5,0,0,0.0,1,Worst,Worst
great overall,2,1,0,0.0,0,Good,Good
the handicapped access is limited but thats to be expected being in the mountains,15,0,0,0.0,0,Worst,Worst
staff is nice place is clean amenities are awesome,11,2,0,0.0,0,Good,Good
i didn’t like how far away my room was and it was very confusing to get to as i attended for work conference and the same hotel,29,0,0,0.0,0,Good,Good
i however had to park around the hotel and walk to and from i was woken up at am by the continuous noises of people slamming their doors probably going in and out of their rooms i would think they would have a better sound barrier being a hotel,52,0,0,0.0,0,Good,Good
i enjoyed this hotel so much that im going back again,12,1,0,0.0,0,Good,Good
great services and friendly staff,5,2,0,0.0,0,Good,Good
its the perfect location for a visit to the rocky mountain national park,14,2,0,0.0,0,Good,Good
the customer service at the hotel was top notch,9,0,0,0.0,0,Good,Good
i would gladly recommend anyone who is hosting a conference to have it at the holiday inn at estes park,21,1,0,0.0,0,Good,Good
ac unit surges and made noise all night,8,0,0,0.0,1,Worst,Worst
didnt really cool the room,6,0,0,0.0,0,Worst,Good
the room was decent size though bathroom is a bit small,12,0,1,0.0,0,Average,Average
good space to store things,5,0,0,0.0,0,Good,Good
bed was comfortable but pillows were very lacking and some of the worst ive had in a hotel in a while,22,1,0,1.5,1,Medium,Medium
the common areas are nice and kids enjoyed the game room and super large pool,15,1,0,0.0,0,Good,Good
there are no microwaves in the room which was kind of a bummer,14,1,0,0.0,0,Good,Good
we had to reheat leftovers using the common microwave in the lobby,12,0,0,0.0,0,Average,Average
we would stay here again hoping theyve upgraded the pillows,12,0,0,0.0,0,Good,Average
this is a great hotel for families,7,1,0,0.0,0,Good,Good
its a great price for its location and what it provides,13,1,0,0.0,0,Good,Good
parking provides enough room for big vehicles and trailers,9,0,0,0.0,0,Average,Average
convenient location to be able to head to any destination without hassle,12,1,0,0.0,0,Good,Good
the amenities are fantastic at this property the location was also very convenient and right in the middle of everything,21,2,0,0.0,0,Good,Good
i liked this place,4,0,0,0.0,0,Good,Good
overall very decent bathrooms very well stocked with toiletries there are fire pits where they provide a smores kit pool was nice,28,0,1,0.0,0,Average,Average
a few dings they need to get more bubbles going in the hot tub,15,0,0,0.0,0,Average,Average
the breakfast buffet was just ok and was an upcharge,10,0,1,0.0,0,Average,Average
elevator is a slow,4,0,0,0.0,1,Worst,Worst
location is great with central access to all of town,10,1,0,0.0,0,Good,Good
this hotel is so beautiful they have a pool that is pretty deep and has a tv playing a good sized hotel a game room a restaurantbar and they even provide smores for you to make and enjoy,42,1,0,0.0,0,Good,Good
the services was top notch the rooms were clean and comfortable,12,2,0,0.0,0,Good,Good
i will definitely stay here when visiting estes park in the future,12,0,0,0.0,0,Good,Good
this hotel is a great choice if traveling with kids,10,1,0,0.0,0,Good,Good
the poolhot tub area is a great place to hang out,11,1,0,0.0,0,Good,Good
they also have a game room that is open all the time,12,0,0,0.0,0,Average,Average
we’ll be back,6,0,0,0.0,0,Average,Average
amenities were great kids loved the hotel especially the pool area,13,2,0,0.0,0,Good,Good
i would recommend this hotel for families of all ages,10,1,0,0.0,0,Good,Good
the staff was very accommodating with our requests,8,1,0,0.0,0,Good,Good
my only complaint was the pillows,6,0,0,0.0,0,Worst,Worst
i only use feather at home and cannot sleep on hard foam that does not conform to my head,20,0,0,0.0,0,Good,Worst
the room was very clean beautiful mountain view,9,2,0,0.0,0,Good,Good
close to the rmnp and all the goodness of estes park,11,0,0,0.0,0,Good,Average
the lodging gem was perfect,5,1,0,0.0,0,Good,Good
the staff is genuine in their cheer and helpfulness,9,0,0,0.0,0,Good,Average
the accomodations roomy and updated with cool mtn themes,9,1,0,0.0,0,Good,Good
the walking stick binoculars were perfect touch,7,1,0,0.0,0,Good,Good
not to mention the nightly fires and smores kit,9,0,0,0.0,0,Average,Average
well done,2,0,0,0.0,0,Good,Good
good location hotel is free game room nice coffee machine and water station and fire pits are wonderful,20,1,0,0.0,0,Good,Good
rooms can be noisy and difficult to access with multiple doors and people trying to get in and out getting stuck,21,0,0,0.0,1,Worst,Worst
very nice hotel and close by everything,7,0,0,0.0,0,Good,Good
walking distance for those in shape,6,0,0,0.0,0,Average,Average
anyway from one mile to miles to most anything,10,0,0,0.0,0,Average,Average
my only complaint was that on the st day that we arrived it was at in the morning and the front desk person checking a sin told us they were still serving breakfast so me and my granddaughter walked over there but breakfast ended at so there was only spoonfuls of different things left so we scooped a spoonful of eggs one slice a bacon and and a slices of a french toast triangle and while we were eating the not even a full serving of food a waitress came and gave us a bill for,102,0,0,0.0,0,Worst,Worst
i told her i assumed the breakfast was included with the hotel stay because the front receptionist said they were still serving breakfast but never mentioned that there was a fee plus what we ate was literally one slice of bacon spoonful of eggs and and a slice of a triangle french toast,56,0,0,0.0,0,Average,Average
there was literally no milk no juices no muffins or anything else left because breakfast at end it so i was pretty upset that i pay for that little bit of leftover food that we ate,38,0,0,0.0,0,Good,Worst
depth and as checked us in obviously she knew we were just getting there and unfamiliar with how anything operated and she should have mentioned that there was a fee for breakfast but the restaurant should not have even charged us because they were already putting all the food up and there was not even enough food left to make one complete plate of food,65,0,0,0.0,0,Good,Good
so that is my one complaint with the hotel but other than that the hotel itself and the stay was nice,22,0,0,0.0,0,Good,Good
now the hotel does offer a bag of smores to make in the evening time but it does not matter how many are in your family you only get one bag which consists of enough for making one smore,40,0,0,0.0,0,Average,Average
so if you have more than one child you know there is going to be a fight because you only get the bag,24,0,0,0.0,0,Worst,Average
great hotel amazing pool area,6,2,0,0.0,0,Good,Good
nice location to rmnp and other areas in estes park,10,0,0,0.0,0,Good,Good
in my opinion this holiday inn doesn’t meet holiday inn standards,13,0,0,0.0,0,Good,Good
it ranks as a poor motel but the price is at one of the highest holiday inn we’ve stayed at,22,0,0,0.0,0,Good,Good
don’t spend the extra money,7,0,0,0.0,0,Average,Average
find the local motel i’m sure the service cleanliness would be better can’t be any worse,21,0,0,0.0,0,Good,Good
location was wonderful,3,1,0,0.0,0,Good,Good
very cleanquiet loved the fire pits and smores kits,12,2,0,0.0,0,Good,Good
breakfast was,4,0,0,0.0,0,Average,Average
and not worth it,0,0,0,0.0,0,Neutral,Neutral
it was like the free breakfast bars that most hotels have,11,0,0,0.0,0,Good,Good
for free,2,0,0,0.0,0,Good,Good
if you stay dont eat there and pay the high cost of that go into town,19,0,0,0.0,0,Worst,Worst
the holiday inn at estes park was a great getaway it was located within easy walking distance to the river walk which made going out to dinner possible without a car,32,1,0,0.0,0,Good,Good
the hotel was also close to rocky mountain national park lake estes and the big thompson and st,20,0,0,0.0,0,Average,Average
vrain canyons which made easy access to boulder and fort collins,12,0,0,0.0,0,Good,Good
i would highly recommend this hotel,6,2,0,0.0,0,Good,Good
we really enjoyed the whole experience especially the added touches as s’more kits fire pits and walking sticks,22,1,0,0.0,0,Good,Good
holiday inn needs to train staff to smell beds or change the mattress to avoid other guests from smelling urine,20,0,0,0.0,2,Worst,Worst
