review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
She was always greeting you with a smile and saying good morning or good evening,15,2,0,0,0,Good,0
"Additionally, the house keeping staff does an outstanding job with the overall cleanliness and upkeep of the hotel",19,0,0,0,0,Neutral,0
Location was incredible with easy walking access to dining and theater,11,0,0,0,0,Neutral,0
Shopping was also within walking distance and staff was very professional and friendly,13,1,0,0,0,Good,2
"Facility was clean and comfortable, would definity recommend to anyone",11,2,0,0,0,Good,4
Love this hotel,3,0,0,0,0,Neutral,0
Will stay here every time I visit,7,0,0,0,0,Neutral,1
"This location had great staff, and the check-in and check-out process was easy",14,1,0,0,0,Good,0
Breakfast was tasty and the coffee was good,8,1,0,0,0,Good,0
"Facilities are a bit worn, but overall good stay",10,1,0,0,0,Good,1
"overall, it was a fantastic experience",7,0,0,0,0,Neutral,0
"The hotel is well-maintained, and cleanliness is evidently a top priority",12,0,0,0,0,Neutral,0
"The rooms were spotless, and the housekeeping staff did an excellent job of keeping everything in perfect order throughout my stay",22,2,0,0,0,Good,0
"The facilities are well-designed and comfortable, providing a relaxing atmosphere",11,1,0,0,0,Good,0
"The location is convenient, making it easy to explore the surrounding area",13,0,0,0,0,Neutral,0
The only area for improvement is the breakfast selection,9,0,0,0,0,Neutral,0
"While what was offered was tasty and fresh, I would have appreciated a bit more variety to choose",19,0,0,0,0,Neutral,0
"This hotel is a great place to stay with excellent service, clean rooms, and a welcoming environment",19,3,0,0,0,Good,3
I look forward to visiting again and hope to see an expanded breakfast menu in the future!,18,0,0,0,0,Neutral,0
One of the best experiences I have had at a hotel,11,0,0,0,0,Neutral,0
The location has lots to offer (shopping and food within walking distance),14,0,0,0,0,Neutral,0
The grounds/facility itself were all very clean,7,1,0,0,0,Good,4
The breakfast was amazing; food tasted great and everything was clean and organized,14,3,0,0,0,Good,4
The beds were very comfortable!,6,1,0,0,0,Good,0
"Friendly staff, very clean plus a very convenience location",10,2,0,0,0,Good,2
Great property in good location close to shopping,8,2,0,0,0,Good,0
The hotel is guite new and great guest rooms,9,1,0,0,0,Good,0
The breakfast was good but some selections were missing,9,1,0,0,0,Good,0
"Stay in here, U don’t need to use UBER to go dining and shopping",17,0,0,0,0,Neutral,1
"Great staff, very informative about surrounding area",8,1,0,0,0,Good,0
"Room was great, comfortable and very clean",8,3,0,0,0,Good,4
This location was within walking distance of many shops and good restaurants,12,1,0,0,0,Good,0
"Breakfast was good, ample selection of items",8,1,0,0,0,Good,0
Floor Staff very courteous and accommodating,6,0,0,0,0,Neutral,2
Room needs better sound proofing,5,0,0,0,0,Neutral,0
Good breakfast options,3,1,0,0,0,Good,0
Nice staff,2,1,0,0,0,Good,2
Comfortable beds,2,1,0,0,0,Good,0
Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxzzxxxzzzxzzxzxzxzx,1,0,0,0,0,Neutral,0
The newly remodeled rooms are so nice and clean!  The bed was very comfortable!  The staff was friendly and very helpful!,24,5,0,0,0,Good,2
"The hotel itself is typical Holiday Inn Express - clean, reasonable breakfast, nice beds, etc",18,2,0,0,0,Good,4
The location is in an outside mall with chain restaurants and shopping,12,0,0,0,0,Neutral,0
There is a also a movie theatre nearby,8,0,0,0,0,Neutral,0
Our main complaint is that the weekend we were there several cars with add-on loud exhaust pipes in the parking lots of the mall that the hotel is in,29,0,0,0,0,Neutral,0
It continued from 10pm-midnight,4,0,0,0,0,Neutral,0
"Again, not the hotel's fault, and it could have just been the 4th of July weekend, but it was loud at times",26,0,0,0,0,Neutral,0
We had the chance to stay at this hotel and will consider it any time we’re in the area,21,0,0,0,0,Neutral,1
"We were greeted promptly upon checkin, the checkin process was quick and the room was clean and the bed comfortable",21,2,0,0,0,Good,0
Breakfast the next morning was good and hot,8,1,0,0,0,Good,0
The additional staff we encountered were all friendly as well,10,1,0,0,0,Good,2
"From the desk to the housekeeper, everyone was so friendly and helpful",13,2,0,0,0,Good,2
I always stay here when in town,7,0,0,0,0,Neutral,1
They are why,3,0,0,0,0,Neutral,0
I'm a disabled veteran and had some jack wagon run up to me today questioning if I had a room here because I had a blanket on my shoulder,30,0,0,0,0,Neutral,0
He was wearing a hat that wasn't a uniform hat and never said who he was,17,0,0,0,0,Neutral,0
he was just aggressive and overstepping boundaries,7,0,0,0,0,Neutral,0
The hotels elevator was put in the most idiotic place because there's absolutely ZERO ROOM to get off the elevator if anyone is waiting to get on,28,0,0,0,0,Neutral,0
My service animal was kicked yesterday trying to get off the elevator,12,0,0,0,0,Neutral,3
"The woman who checked me in was really nice,and Ryan, the breakfast person, was helpful and made good food",23,3,0,0,0,Good,0
"He was on top of making sure nothing went bare,   but I can't say the same for any of the other employees",24,0,0,0,0,Neutral,0
A female cleaning lady parked in a handicap spot(that's illegal under hotel policy),17,0,0,0,0,Neutral,0
"Lucy, the general manager, came to my room, and we had a great conversation about the way the  jackwagon acted",23,1,0,0,0,Good,0
He was there and acted like a 2 year old,10,0,0,0,0,Neutral,0
He stormed off after giving his boss an ultimatum,9,0,0,0,0,Neutral,0
That situation shouldn't have happened if the employee with a hat handled it correctly,15,0,0,0,0,Neutral,0
The bedding was excellent quality,5,1,0,0,0,Good,0
Bathroom a little dated,4,0,0,0,0,Neutral,0
This is a very nice establishment,6,1,0,0,0,Good,0
It's close to shopping and not too far off the highway,12,0,0,0,0,Neutral,0
We stayed here because it was close to 7 falls and Garden of the God's and was a short drive between each,23,0,0,0,0,Neutral,0
The bed was extremely comfortable,5,1,0,0,0,Good,0
Great location with many food options near by,8,1,0,0,0,Good,0
Breakfast was outstanding everyday and the staff was always present,10,0,1,0,0,Average,0
Definitely a location I will stay at again,8,0,0,0,0,Neutral,1
Thanks,1,0,0,0,0,Neutral,0
"The location is beautiful! The rooms smell clean, are nice, and comfortable",15,3,0,0,0,Good,4
Hotel itself is clean with friendly and helpful staff,9,3,0,0,0,Good,2
Would stay here again,4,0,0,0,0,Neutral,1
"The room was clean, the bathroom was very well kept, the space provided was beyond adequate for my family and I",23,1,0,0,0,Good,4
Great place to stay,4,1,0,0,0,Good,1
Easy to find and caring staff,6,0,0,0,0,Neutral,2
No complaints,2,0,0,0,0,Neutral,0
Easy and affordable,3,0,0,0,0,Neutral,0
The beds were super comfortable and I got a great nights sleep,12,2,0,0,0,Good,0
All in all it was a great experience,8,1,0,0,0,Good,0
We were visiting family in the area and needed places to sleep,12,0,0,0,0,Neutral,0
"This was a wonderful facility, beautiful, clean and peaceful, and nearby our family",16,2,0,0,0,Good,0
Staff were friendly & polite,5,1,0,0,0,Good,2
Breakfast buffet met our needs,5,0,0,0,0,Neutral,0
The room was clean and spacious,6,1,0,0,0,Good,4
The staff was professional & friendly,6,1,0,0,0,Good,2
I would much prefer a step in shower for safety reasons,11,0,0,0,0,Neutral,0
Started my stay due to an issue at with a water leak in my apartment,15,0,0,0,0,Neutral,1
"Upon arrival there were several alarming issues to begin with the bathtub was full with stagnant water, and the bed looked layed in",24,0,0,0,0,Neutral,0
Front desk could care less,5,0,0,0,0,Neutral,0
Many issues with staff additionally and when reported to management I was discriminated against,14,0,0,0,0,Neutral,0
Than days after check out I was charged from an odor coming from the hallway and near by room; the same odor I had orginally complained about to management along with other issues,34,0,0,0,0,Neutral,0
This entire stay was a nightmare,6,0,0,0,0,Neutral,1
I was held by staff for additional personal information multiple mornings causing tardiness with my employer in which I also faced heavily open discrimination for my occupation by the hotel throughout my entire stay,34,0,0,0,0,Neutral,0
I made several attempts to reach out for resolutions however I was repeatedly disrespected and hung up on and cursed at,21,0,0,0,0,Neutral,0
I'm appalled by the service or lack there of I received,12,0,0,0,0,Neutral,3
Great hotel!  Big nice room,6,2,0,0,0,Good,0
Walking distance to eat and shopping,6,0,0,0,0,Neutral,0
The beds seemed kinda flat not as comfortable as other Holiday Inn Express,13,1,0,0,0,Good,0
Great location with a great staff,6,2,0,0,0,Good,2
It’s conveniently placed to an assortment of food options,11,0,0,0,0,Neutral,0
My only real complaint was the comfort of the bed,10,0,0,0,0,Neutral,0
It was a little too stiff for my taste but overall a great stay,14,1,0,0,0,Good,1
"This was a nice hotel, and we enjoyed the stay",11,1,0,0,0,Good,1
Would recommend,2,0,0,0,0,Neutral,0
We really enjoyed our stay! The rooms were clean and the beds were comfortable,15,2,0,0,0,Good,4
"They have full bottles of dove branded shampoo and conditioner and two-ply toilet paper, which I prefer",18,0,0,0,0,Neutral,0
I hate the cheap soaps some hotels have!,9,0,0,0,0,Neutral,0
"The breakfast seemed good,but we ended up not staying for it because they didn't have much remaining",20,1,0,0,0,Good,0
"We got in really late the night before and came down at 9am for brkfst and cinnamon rolls were already  gone, alongwith eggs with cheese, biscuits and gravy",30,0,0,0,0,Neutral,0
So go to brkfst early b/c they don't restock towards the end,13,0,0,0,0,Neutral,0
"We were in room #213 and it was pretty loud with dishes, creaking, and banging",18,0,0,0,0,Neutral,0
That might just be our location,6,0,0,0,0,Neutral,0
Everything was great and thank you for your service,9,1,0,0,0,Good,3
Friendly staff,2,1,0,0,0,Good,2
They accommodated an early check in and late check out but the hotel is loud in general and there was a fire alarm that went off two nights in a row,31,0,0,0,0,Neutral,0
"Modern, clean, super comfortable beds, great location to walk to shopping and dining",16,3,0,0,0,Good,4
"Not sure why, but without fail, every time I check out of this hotel (stayed numerous times), they always fail to email me my receipt",30,0,0,0,0,Neutral,0
even though I ask each time and have verified my information,11,0,0,0,0,Neutral,0
I look for this hotel when traveling,7,0,0,0,0,Neutral,0
I would definitely recommend this place,6,0,0,0,0,Neutral,0
Very pleased with room,4,0,0,0,0,Neutral,0
"Our room was very clean and although we  only stayed two nights, we found our room cleaned when we returned from our day of sight seeing",27,1,0,0,0,Good,4
The free breakfast was very good and the front desk employees were very helpful in giving directions,17,2,0,0,0,Good,0
We will definitely search for Holiday Inn Express & Suites on our next trip,14,0,0,0,0,Neutral,0
I've stayed her MANY times,6,0,0,0,0,Neutral,0
Nice and clean,3,2,0,0,0,Good,4
Breakfast is better than most,5,0,0,0,0,Neutral,0
Staff is the sweetest,4,0,0,0,0,Neutral,2
Breakfast items are cleared out by 6:45 AM,8,0,0,0,0,Neutral,0
"Don't expect much from a ""free breakfast""",10,0,0,0,0,Neutral,0
Excellent place to stay excellent location excellent breakfast every morning rooms are spotlessly clean,14,4,0,0,0,Good,1
"This hotel is ""renovated""",6,0,0,0,0,Neutral,0
The renovations have turned it into a real low budget quality hotel,12,0,0,0,0,Neutral,0
"Hard as a rock chairs and sofas in room, no full length mirror, no bedside table or light on one side of the bed, poor lighting in general, and absolutely no character",36,0,0,0,1,Worst,0
The breakfast buffet has taken a downturn and it shows by how few people bother to eat it,18,0,0,0,0,Neutral,0
The 24 hour little store is very poorly stocked,9,0,0,0,0,Neutral,0
Empty shelves during a two week stay,7,0,0,0,0,Neutral,1
"I don't get greeted with ""Thanks for being an IGH member"" anymore",15,0,0,0,0,Neutral,0
The location is excellent,4,1,0,0,0,Good,0
Lots of shops within walking distance and near Powers for access to nearly anywhere,14,0,0,0,0,Neutral,0
The hotel is under renovation and is noisy during the day,11,0,0,0,0,Neutral,0
However the staff is nice and breakfast is filling,9,1,0,0,0,Good,2
"Despite the renovation, there is access to pool and gym",11,0,0,0,0,Neutral,0
Really nice central area as well,6,1,0,0,0,Good,0
We used our stay as a stop and go but they were very organized and accommodating,16,0,0,0,0,Neutral,1
The room was very nice and clean,7,2,0,0,0,Good,4
The staff was nice in all interactions,7,1,0,0,0,Good,2
The halls were quiet even on a holiday weekend,9,0,0,0,0,Neutral,0
Good location in town for staying busy,7,1,0,0,0,Good,0
Didn't eat there my review says great its an assumption,11,1,0,0,0,Good,0
"The room was nice, the location was great",9,2,0,0,0,Good,0
I have one warning to share,6,0,0,0,0,Neutral,0
"If you want to book a room with any hotel, do not do so on their website",18,0,0,0,0,Neutral,0
I was routed by the website to Priceline who charged me taxes and fees that cost half the price of the room itself,23,0,0,0,0,Neutral,0
They also charged me for the room immediately instead of charging me upon checkout like I am used to,19,0,0,0,0,Neutral,0
I was unable to get a military discount through the third party as well,14,0,0,0,0,Neutral,0
I went round and round with priceline and the hotel trying to at least get my military discount and perhaps to get a small discount for the inconvenience of their pool being closed due to renovations,36,0,0,0,0,Neutral,0
The hotel kept pointing me to Priceline and Priceline kept deferring to the hotel,14,0,0,0,0,Neutral,0
"Finally, I spoke to the general manager, Lucy who was wonderful and was able to help me to resolve the issue",23,1,0,0,0,Good,0
"The lesson I have learned from all this is to call the hotel directly to book and if you are not satisfied, always ask to speak to the manager",30,0,0,0,0,Neutral,0
I booked this stay a few months back knowing we wanted a pool commodity during our visit,17,0,0,0,0,Neutral,1
"Was told at time of booking, pool was open with no plans for closure",15,0,0,0,0,Neutral,0
Exactly what we wanted so everything moved forward,8,0,0,0,0,Neutral,0
"Fast forward on arrival (couple months later), we show up for check in",16,0,0,0,0,Neutral,0
"Walked in to front desk for check-in and there hung a huge sign, “POOL CLOSED TO RENOVATION”",20,0,0,0,0,Neutral,0
"Wow, this was a huge disappointment",7,0,0,0,0,Neutral,0
"So, started visiting with front clerk about the booking",10,0,0,0,0,Neutral,0
"Response, “We wouldn’t of told you the pool would be open, we knew it was getting reconstructed for several months”",26,0,0,0,0,Neutral,0
"I calmly responded, “ I’m going across the street to stay”",15,0,0,0,0,Neutral,1
"Not mentioned their competitor, I was booked in, no problem with the commodities we were looking for",19,0,0,0,0,Neutral,0
Just so frustrating with their communication,6,0,0,0,0,Neutral,0
It would have been a different outcome if the pool would have been out of commission due to being broke,20,0,0,0,0,Neutral,0
That’s uncontrollable,4,0,0,0,0,Neutral,0
"Under renovation when we arrived, but understood",8,0,0,0,0,Neutral,0
Room was great and breakfast is always a treat!,10,1,0,0,0,Good,0
Thank you to the staff for taking care of my reservations issues,12,0,0,0,0,Neutral,0
I had to make changes and they took care of me,11,0,0,0,0,Neutral,0
Great customerservice,2,1,0,0,0,Good,0
I was unaware the hotel was being grossly remodeled during my stay,12,0,0,0,0,Neutral,1
The lobby was a construction zone and the breakfast area was in a temporary configuration and there was alot of noise during the day,24,0,0,0,0,Neutral,0
Hopefully this is only a temporary difficulty,7,0,0,0,0,Neutral,0
The room was in great condition,6,1,0,0,0,Good,0
"The room was comfortable and clean, unfortunately it was located above the hotel front entrance",16,2,0,0,0,Good,4
We could hear the entrance sliding doors below us whenever they were activated,13,0,0,0,0,Neutral,0
"The renovation in the lobby was well managed, but came as a complete surprise",15,0,0,0,0,Neutral,0
"IHG should post current status of construction projects, or provide compensation in nightly rates",15,0,0,0,0,Neutral,0
"Pool closures (seasonal or not) remodels, etc",10,0,0,0,0,Neutral,0
Even back to COVID days when breakfast is advertised but not available when onsite,14,0,0,0,0,Neutral,0
Getting tired of over promise and under deliver,8,0,0,0,0,Neutral,0
Even though they were in the process of an upgrade I had a pleasant stay and the hotel has easy access to everything I needed,25,1,0,0,0,Good,1
I rather not have breakfast as carpets are being pulled up just a few feet away,16,0,0,0,0,Neutral,0
"This was an abysmal experience, and I checked out immediately",11,0,0,0,0,Neutral,0
The staff was kind and efficient in letting me check out,11,0,0,0,0,Neutral,2
"But really, the fresh breath of carpet must and dust in my face the first morning was enough for me",21,0,0,0,0,Neutral,0
I can't believe it's legal to remain open and serve food so close to a renovation,18,0,0,0,0,Neutral,0
"The 3mm thick plastic tarp isolates the particulate matter in the air, but who are we kidding, it was still an atrocious experience",25,0,0,0,0,Neutral,0
I advised my entire directorate to change their stay,9,0,0,0,0,Neutral,1
Also the wifi was incredibly slow,6,0,0,0,0,Neutral,0
I sent screenshots to my coworkers and they claim it was just as bad at the Holiday Inn in Hawaii,20,0,0,0,1,Worst,0
"I think for suite-style rooms, having dial-up speed internet and essentially forcing the guest to pay for an internet upgrade speaks volumes about how you do business and how you treat customers",33,0,0,0,0,Neutral,0
"Again, very kind staff, it's just unfortunate that a once reliable IHG has fallen to such levels",20,0,0,0,0,Neutral,2
"The Front Desk Clerk was very nice and helpful but our Internet did not work in our first room so we had to switch rooms, Breakfast was okay until the Construction Forman was arguing with the cook and mentioned that the Breakfast was gross and he was tired of eating the same breakfast day after day, so I threw my breakfast away and checked out",67,2,1,0,1,Good,0
I am sure once the Remodeling is done the hotel will be nicer to stay at and the Pool will be open,22,0,0,0,0,Neutral,1
"Great location, great stay, great customer service!",10,3,0,0,0,Good,3
No issues,2,0,0,0,0,Neutral,0
The hotel was clean and it was nice to stay at,11,2,0,0,0,Good,4
Even though there were renovations being done the staff was very responsive and I had a great stay,18,1,0,0,0,Good,1
I would recommend this location for it's overall look and great location,13,1,0,0,0,Good,0
Thanks for another great stay at one of your hotels,10,1,0,0,0,Good,1
"Perfect hotel, location is great staff is awesome",9,2,0,0,0,Good,2
They are currently doing renovations however we had no issues,10,0,0,0,0,Neutral,0
Very quiet and comfortable hotel,5,1,0,0,0,Good,0
I like the bed ar confit and room clean and it didn’t small to cigarettes,17,1,0,0,0,Good,4
"Friendly staff and very clean rooms, breakfast selection was average but well done",14,2,0,1,0,Good,2
I have stayed at this hotel every time I visit the area,12,0,0,0,0,Neutral,0
Only negative was hotel was going through updates and under construction while I was there,15,0,0,0,0,Neutral,0
When we first walked in the room it was very clean and spacious,13,1,0,0,0,Good,4
We were able to enjoy the whole room without having any issues or complaints,14,0,0,0,0,Neutral,0
Staff was kind and accommodating,5,0,0,0,0,Neutral,2
Great location and they are doing a renovation so it will be even better,14,1,0,0,0,Good,0
The location is excellent because it is inside an open shopping mall with movie theater and some restaurants and cafes,20,1,0,0,0,Good,0
In general was good the downside was the ongoing renovation works that were little annoying,15,1,0,0,0,Good,0
New firm pillows would be a bonus,7,0,0,0,0,Neutral,0
Staff was very polite,4,0,0,0,0,Neutral,2
Always enjoy staying at a holiday inn express,8,0,0,0,0,Neutral,0
The ladies at the front counter were very nice,9,1,0,0,0,Good,0
The breakfast was a typical hotel breakfast,7,0,0,0,0,Neutral,0
It's a convenient location near a target and an outside mall with many food options around,17,0,0,0,0,Neutral,0
The only bummer was the gym being remodeled,8,0,0,0,0,Neutral,0
Thank you,2,0,0,0,0,Neutral,0
"Enjoyed our stay, great location to walk to restaurants, quiet, clean",14,2,0,0,0,Good,1
"So nice I took a bath! Book ahead, no vacancy when we tried to lengthen our stay",19,1,0,0,0,Good,1
Staff was very friendly and accommodating,6,1,0,0,0,Good,2
Room was decent in cleanliness but the bathroom was not thoroughly cleaned and restocked,14,0,1,0,0,Average,0
The most shocking thing was that initially I was going to be charged a ridiculous pet fee for “the stay” which if I had accepted would have been more than the stay for 2 humans,37,0,0,0,0,Neutral,1
The front desk did lower it by 50% since we were only staying 1 nite but even then it was “almost” as much as the room rate,30,0,0,0,0,Neutral,0
Not very “pet friendly” for sure,8,1,0,0,0,Good,0
I would have not accepted the reduced fee if I had not booked the stay on points,17,0,0,0,0,Neutral,1
Won’t stay there again as I usually have my dog with me when I travel within Colorado,19,0,0,0,0,Neutral,1
Great place to stay,4,1,0,0,0,Good,1
Very comfortable,2,1,0,0,0,Good,0
Wi-Fi was great,3,1,0,0,0,Good,0
Staff were great,3,1,0,0,0,Good,2
Would stay here again,4,0,0,0,0,Neutral,1
Nothing bad to say about this,6,0,0,0,1,Worst,0
Looking forward to visiting again in the future,8,0,0,0,0,Neutral,0
You have everything around the hotel walking distance you have shopping stores entertainment and a lot of restaurants to choose from is like being home,25,0,0,0,0,Neutral,0
Great Place to stay,4,1,0,0,0,Good,1
Management is doing a great job,6,1,0,0,0,Good,0
Rooms are very clean and the staff is happy to be there,12,1,0,0,0,Good,4
Kudos to this staff for giving me a new place to stay,12,0,0,0,0,Neutral,1
Oh the breakfast is out of this world,8,0,0,0,0,Neutral,0
Cleanest hotel I have been to in a very long time,11,0,0,0,0,Neutral,0
Keep it up,3,0,0,0,0,Neutral,0
0 stars! I stayed here with a colleague last weekend,11,0,0,0,0,Neutral,0
"The hotel staff is very untrustworthy, dishonest, & rude",11,0,0,0,1,Worst,2
"The housekeeper went into our room to clean, before we were checked out, while we were at the gym",21,1,0,0,0,Good,4
My colleague exchanged words with the housekeeper,7,0,0,0,0,Neutral,0
After notifying the lady at the front desk,8,0,0,0,0,Neutral,0
Heavyset lady with glasses,4,0,0,0,0,Neutral,0
"She informed us that we can speak to management, when management returned on the following weekday",17,0,0,0,0,Neutral,0
After notifying management,3,0,0,0,0,Neutral,0
"Management (Lucy) was very rude, said it was her first time hearing of the altercation",18,0,0,0,1,Worst,0
Refused to give names and the number to cooperate or someone higher than herself,14,0,0,0,0,Neutral,0
"She said, I could go online to look for the number",12,0,0,0,0,Neutral,0
The staff is very rude and unprofessional,7,0,0,0,1,Worst,2
"Very biased, doesn’t believe in customer service",10,0,0,0,0,Neutral,3
"More so, this is a person I work with and have worked with and I believe my employee, not the customer",23,0,0,0,0,Neutral,0
We will stick together,4,0,0,0,0,Neutral,0
The manager was very argumentative and took the staff’s word over the customer/guest,15,0,0,0,0,Neutral,0
The only thing good about this hotel is the location,10,1,0,0,0,Good,0
With the mixed reviews,4,0,0,0,0,Neutral,0
"I think the hotel staff discriminate against certain people and people are treated differently according to their status, reason they’re there, or appearance",27,0,0,0,0,Neutral,0
That’s my opinion and that’s what I took from this experience,15,0,0,0,0,Neutral,0
I will report the situation to someone higher,8,0,0,0,0,Neutral,0
There’s no reasoning with the staff,8,0,0,0,0,Neutral,2
They’re all friends,5,0,0,0,0,Neutral,0
"I think someone from corporate should come and disguise as a guest or go undercover, to actually see how the staff at this particular hotel operate",27,0,0,0,0,Neutral,0
The  location of this hotel is convenient & a nice area,11,1,0,0,0,Good,0
Easy access to restaurants and stores to shop,8,0,0,0,0,Neutral,0
"The staff here is very rude, unfriendly, and unwelcoming",11,0,0,0,1,Worst,2
The staff act like they’re in high school,10,0,0,0,0,Neutral,0
"While staying here , my granddaughter walked pass the janitor gossiping with a housekeeper about a guest",17,0,0,0,0,Neutral,0
I also overheard the janitor (guy who mop the lobby & take out the trash) gossiping about guests,20,0,0,0,0,Neutral,0
The heavy set lady at the front desk with the dark brown hair is extremely rude and unwelcoming,18,0,0,0,1,Worst,0
Location wise this is a great hotel,7,1,0,0,0,Good,0
"Staff friendliness and hospitality, if I could give this hotel 0 stars based off of hospitality I would do so",21,0,0,0,0,Neutral,0
The staff here is very rude and treat their work environment as if it’s high school with all the gossiping and bad mouthing the guests,27,0,0,0,2,Worst,0
Very unprofessional,2,0,0,0,0,Neutral,0
This is my favorite hotel! It is up the street from where I work and sometimes I need to stay if the weather is bad,26,0,0,0,1,Worst,1
"Breakfast is always amazing, everyone is so friendly, the location has so many things to do and places to eat! Sometimes the price can get a little big for its britches, then I have to try another location or another chain, but this is always my preferred location!",54,2,0,0,0,Good,0
A great place to stay whether it’s business or pleasure,12,1,0,0,0,Good,1
Highly recommend this property,4,0,0,0,0,Neutral,0
Family of 5,3,0,0,0,0,Neutral,0
Have stayed at this location a handful of times visiting relatives,11,0,0,0,0,Neutral,0
Its in a good safe location,6,1,0,0,0,Good,0
Clean and fair pricing,4,1,0,1,0,Good,4
Can accommodate children,3,0,0,0,0,Neutral,0
"Clean pool, and spacious",5,1,0,0,0,Good,4
Id stay here again,4,0,0,0,0,Neutral,1
"I am giving this Holiday Inn Express a zero rating,  within hours of checking in housekeeping went in and “cleaned “ the room, why would you go clean the room when you checked in 2 hours  prior Are shopping bags we’re all missing, went down stairs and lady behind desk said housekeeping had turned them in thinking we had checked out and left them behind",71,1,0,0,0,Good,0
Our luggage was still in room,6,0,0,0,0,Neutral,0
When we got home some of our purchases  were missing like isotoner gloves and bundle Nike baby socks,18,0,0,0,0,Neutral,0
Housekeeping staff or someone there are thieves,7,0,0,0,0,Neutral,2
Zero stars don’t stay here,7,0,0,0,0,Neutral,1
While we were there my children and I were sitting in the common area having nice family time,18,1,0,0,0,Good,0
At one point a very large group of people arrived and had a camera and lights,16,0,0,0,0,Neutral,0
A lot of them also had guns out and it made us extremely uncomfortable,14,0,0,0,0,Neutral,0
They were there for hours and it forced us to stay in our room for that time as we felt unsafe,21,0,0,0,0,Neutral,1
I don't believe a common area should be used to gatherings like those when other people will also be using the space,23,0,0,0,0,Neutral,0
That should've been reserved for a conference room,9,0,0,0,0,Neutral,0
I got charged (understandable) even though I didn't stay (last minute change in business plans) but couldn't get a receipt from the hotel,29,0,0,0,0,Neutral,0
You can't ask for a better location,8,0,0,0,0,Neutral,0
"Walking distance to food, shopping, liquor and entertainment",10,0,0,0,0,Neutral,0
"The hot breakfast was really good ( instead of the weird scrambled eggs all hotels have, there were bacon cheese or veggie eggwhite omlets, 2 choices of breakfast meats and lots more) and I was tempted to try the automatic pancake maker",45,1,0,0,0,Good,0
"Excellent wifi, and good cable too",7,2,0,0,0,Good,0
Would definitely recommend!,4,0,0,0,0,Neutral,0
Hotel doing renovations,3,0,0,0,0,Neutral,0
No notice until check in,5,0,0,0,0,Neutral,0
Still charge same price,4,0,0,0,0,Neutral,0
Breakfast was cold and served the same exact food multiple days,11,0,0,0,0,Neutral,0
"I was leaving from our stay and I walked into the lobby carrying my suitcase, waiting for my husband to leave the room, and less than 30-seconds of standing there and THEY KICKED ME OUT!! They asked if I was with a guest, which I said I am, and they said then I need to leave immediately",63,0,0,0,0,Neutral,0
I was so flabbergasted that they aggressively kicked me out of the lobby for standing there with my luggage for less than a minute,24,0,0,0,0,Neutral,0
"This was early morning, well before check-out time",9,0,0,0,0,Neutral,0
Terrible service AVOID!,4,0,0,0,1,Worst,3
We have stayed here many times,6,0,0,0,0,Neutral,0
It is a great property and we will continue to go back,12,1,0,0,0,Good,0
The rooms are clean and the staff is very friendly,10,2,0,0,0,Good,2
We had one issue this time and that was the breakfast,11,0,0,0,0,Neutral,0
"Other than that, we were happy with our stay",10,0,0,0,0,Neutral,1
Well I’m stuck in Colorado Springs so the location sucks,12,0,0,0,0,Neutral,0
The pantry is bare the room is fine I guess but getting into it was nearly impossible due to the fact that the key cards don’t work,29,0,1,0,0,Average,0
I’d say even for the price it’s not great the bonus is they don’t have bead bugs so that’s something,28,1,0,0,0,Good,0
The Team is friendly and knowledgeable,6,1,0,0,0,Good,0
They were available and responsive to my needs,8,0,0,0,0,Neutral,0
The housekeeping team members were courteous and efficient,8,0,0,0,0,Neutral,0
"The room temperature was perfect, for me this is unusual as I always need to adjust the temperature to avoid getting too cold",24,1,0,0,0,Good,0
Overall a great experience and location,6,1,0,0,0,Good,0
"We stayed here for a night to take my mother-in-law to the airport and to shop, and upon checking in the hotel staff was extremely welcoming, our rooms were clean",32,1,0,0,0,Good,0
"The only thing lacking was breakfast options, but it was still a great stay",15,1,0,1,0,Good,1
"There was an issue with my first room, but the staff was able to resolve it and I was quite pleased",22,0,0,0,0,Neutral,0
We had a nice room on the first floor very close to the check in and breakfast center,18,1,0,0,0,Good,0
It was a lovely room beautifully appointed,7,0,0,0,0,Neutral,0
It was located almost in the center of a big shopping mall so perfect for those who want to come shop and then relax,24,1,0,0,0,Good,0
It is surrounded by lovely restaurants and bars,8,0,0,0,0,Neutral,0
Very relaxing,2,0,0,0,0,Neutral,0
Great location,2,1,0,0,0,Good,0
The front desk was super nice,6,1,0,0,0,Good,0
Lots of restaurants near by,5,0,0,0,0,Neutral,0
"The staff was great, and the hotel was centrally located around food and shopping experiences",16,1,0,0,0,Good,0
Many of which are within walking distance would definitely stay again next time I’m at the springs,19,0,0,0,0,Neutral,1
"Overall fine stay, staff responded to a scenario that I feel was unethical",14,0,1,0,0,Average,1
The staff was very friendly,5,1,0,0,0,Good,2
They welcomed me to the property and my departure was very easy,12,0,0,0,0,Neutral,0
"I wish that there was an ability to see my account so the staff would be able to say, ""Welcome back""  I have stayed at this property several times  however, it has been since COVID hit in early 2020",43,0,0,0,0,Neutral,0
The location is excellent,4,1,0,0,0,Good,0
Most anywhere in Colorado Springs is easy to drive to and takes only a few minutes,16,0,0,0,0,Neutral,0
