review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
This hotel staff has always been courteous and helpful,9,2,0,0,0,0.7269,Good
Hotel is always clean and well stocked,7,1,0,0,0,0.5859,Good
"Very good service, front desk was very accommodating and welcoming",11,2,0,0,0,0.7474,Good
Check in was smooth and very easy,7,0,0,0,0,0.4927,Good
The rooms are nice and big,6,0,0,0,0,0.4215,Good
Cleanliness was on point and the beds were very comfortable,10,1,0,0,0,0.5563,Good
Was an EXCELLENT stay!,5,1,0,0,0,0.6932,Good
"Great location close to restaurants, shopping, and gas stations",11,2,0,0,0,0.6249,Good
Also very nice place I’ll be staying there whenever I’m going through Colorado,17,0,0,0,0,0.4754,Good
Positives - Beds were comfortable,5,1,0,0,0,0.7717,Good
"|Guest service were polite & kind, Lobby area was modern & clean",13,4,0,0,0,0.7351,Good
|The area is great with lots of good restaurants & good shopping,12,1,0,0,0,0.872,Good
|Negatives - We booked a king suite with 2 additional queens,11,0,0,0,0,0.0,Average
"Beware when you book this, it is not what you get! We were in a suite but it had 3 queens instead of 1 king & 2 queens",30,0,0,0,0,0.0,Average
My husband & I have a king at home so it was obvious that it was a queen,18,0,0,0,0,0.0,Average
"We can sleep in a queen, that’s not the issue",13,0,0,0,1,0.0,Worst
"I think they should advertise correctly, it’s false advertising",12,0,0,0,0,0.0,Average
"Another oddity about this suite, there is only 1 mirror in the 2 bedroom suite & it’s in the bathroom",23,0,0,0,0,0.0,Average
"So while someone is showering, you cannot be getting ready with another mirror, like putting on makeup or putting in contact lenses",25,0,0,0,0,0.1002,Good
There is no full length mirror either,7,0,0,0,0,-0.296,Worst
"The bathroom shower had hair in it, I do not think it was cleaned out properly",17,0,0,0,0,0.0,Average
"The breakfast hours ended at 9:30am (we literally stayed in an ihg the night before & theirs ended at 10am) The breakfast attendant started shutting down at 9:12, I looked at my phone to see the time, because my son wanted pancakes & what seemed like a custodian/maintenance person told us, we couldn’t get pancakes because the machine was broken & they were shutting down anyways",73,0,0,0,1,-0.1531,Worst
We literally just saw a man getting pancakes for his family less than 5 minutes prior,16,0,0,0,0,0.0,Average
I believe they just turned the machine off early,9,0,0,0,0,0.0,Average
"|Basically, this hotel was not terribly awful but it didnt stand out as great, we loved it and we will be back either",25,2,0,0,1,0.9403,Good
Positives - Beds were comfortable,5,1,0,0,0,0.7717,Good
"Guest service were polite & kind, Lobby area was modern & clean",13,4,0,0,0,0.7351,Good
The area is great with lots of good restaurants & good shopping,12,1,0,0,0,0.872,Good
Negatives - We booked a king suite with 2 additional queens,11,0,0,0,0,0.0,Average
"Beware when you book this, it is not what you get! We were in a suite but it had 3 queens instead of 1 king & 2 queens",30,0,0,0,0,0.0,Average
My husband & I have a king at home so it was obvious that it was a queen,18,0,0,0,0,0.0,Average
"We can sleep in a queen, that’s not the issue",13,0,0,0,1,0.0,Worst
"I think they should advertise correctly, it’s false advertising",12,0,0,0,0,0.0,Average
"Another oddity about this suite, there is only 1 mirror in the 2 bedroom suite & it’s in the bathroom",23,0,0,0,0,0.0,Average
"So while someone is showering, you cannot be getting ready with another mirror, like putting on makeup or putting in contact lenses",25,0,0,0,0,0.1002,Good
There is no full length mirror either,7,0,0,0,0,-0.296,Worst
"The bathroom shower had hair in it, I do not think it was cleaned out properly",17,0,0,0,0,0.0,Average
"The breakfast hours ended at 9:30am (we literally stayed in an ihg the night before & theirs ended at 10am) The breakfast attendant started shutting down at 9:12, I looked at my phone to see the time, because my son wanted pancakes & what seemed like a custodian/maintenance person told us, we couldn’t get pancakes because the machine was broken & they were shutting down anyways",73,0,0,0,1,-0.1531,Worst
We literally just saw a man getting pancakes for his family less than 5 minutes prior,16,0,0,0,0,0.0,Average
I believe they just turned the machine off early,9,0,0,0,0,0.0,Average
"Basically, this hotel was not terribly awful but it didnt stand out as great, we loved it and we will be back either",25,2,0,0,1,0.9403,Good
All aspects of our stay at Holiday Inn Express were above standards,12,0,0,0,0,0.4019,Good
I would highly recommend this property,6,2,0,0,0,0.4201,Good
They do most things right,5,0,0,0,0,0.0,Average
They lied about breakfast being available on the 25th!,10,0,0,0,0,-0.4389,Worst
New and very clean,4,1,0,0,0,0.4576,Good
Great hotel,2,1,0,0,0,0.6249,Good
My TV & refrigerator didnt work,6,0,0,0,0,0.0,Average
I could NOT sleep due to refrigerator squealing noises all night,11,0,0,0,1,0.0,Worst
Staff was very responsive but talked to me like I was a freeloader looking for a handout,17,0,0,0,0,0.476,Good
"satisfied with the stay, will stay at this establishment again, thank you for the stay, merry christmas, and a happy new year, I hope that all of you know Jesus Christ as your personal Lord and Savior",42,0,0,0,0,0.9371,Good
This was a good hotel,5,0,0,0,0,0.4404,Good
"Staff was nice, even after check in",8,0,0,0,0,0.4215,Good
"Oven was out, so no hot breakfast, which is understandable, but would have been nice to know ahead of time",23,0,0,0,0,0.4151,Good
I'd come back,4,0,0,0,0,0.0,Average
Very roomy,2,0,0,0,0,0.0,Average
"Rooms and accommodations were nice, modern, clean and staff was friendly",13,2,0,0,0,0.8271,Good
This was my third stay here and the experience every time has been great,14,1,0,0,0,0.6249,Good
"Well kept, great free breakfast and coffee all day, nice fitness center; close to restaurants, shopping, USAFA, and downtown Colorado Springs",27,1,0,0,0,0.9246,Good
Stayed here while attending a friend's wedding,8,0,0,0,0,0.0,Average
Felt nicer than the hotel I stayed at the prior weekend that was more than twice the price,18,0,0,0,0,0.4404,Good
Staff very nice and helpful,5,1,0,0,0,0.7316,Good
"The room was great, very comfortable",7,2,0,0,0,0.8268,Good
The only negative would be the breakfast,7,0,0,0,0,-0.5719,Worst
"Not very good, was kind of like McDonald's breakfast that had been out on the hot tray for hours",21,1,0,0,0,-0.1068,Good
"Maybe just rotate out some older food for fresh stuff here and there through breakfast hours, and it would be the perfect stay",24,2,0,0,0,0.7184,Good
We loved this hotel! Will totally go back and stay here again,13,1,0,0,0,0.636,Good
"Everything here was excellent! Breakfast was awesome! Breakfast view fantastic! Friendly staff, clean, comfortable! Close to many local activities!",26,6,0,0,0,0.9711,Good
Very friendly staff hotel was very quiet with comfortable beds The breakfast could of had more variety and options,19,3,0,0,0,0.7939,Good
"Very friendly staff, great breakfast, good location to I-25",11,3,0,0,0,0.8947,Good
New property,2,0,0,0,0,0.0,Average
"Very clean, comfortable room, and professional & service focused staff",12,3,0,0,0,0.847,Good
Breakfast was good with multiple items to choose from,9,0,0,0,0,0.4404,Good
We stayed here on the first portion of our trip and loved it,13,1,0,0,0,0.5994,Good
"Great breakfast, great customer service, clean rooms",9,4,0,0,0,0.8979,Good
We went to stay elsewhere on our second half and left that hotel and reservation (was absolutely unacceptable as far as safety and cleanliness) to return here,29,0,0,0,0,-0.1263,Worst
We were greeted with compassion and understanding,7,0,0,0,0,0.6249,Good
So thankful there were rooms available when we got here late at night and not sure where else to try,20,0,0,0,0,0.4644,Good
Wishing the pool was indoors but location is close to all kinds of awesome places,15,1,0,0,0,0.7964,Good
Thank you to the staff here!!!!!,0,0,0,0,0,0,Neutral
The hotel is in a good location,7,0,0,0,0,0.4404,Good
Lots of restaurants and things to do near by,9,0,0,0,0,0.0,Average
The breakfast is decent and the rooms are comfortable,9,1,1,0,0,0.5106,Good
The staff is friendly and helpful,6,1,0,0,0,0.7184,Good
This hotel was great! The beds were so comfortable! The shower was great and the view was breathtaking! The breakfast was pretty good as well,28,3,0,0,0,0.9764,Good
The only thing I would complain about would be one of the washers in the guest laundry,17,0,0,0,0,-0.3612,Worst
I almost didn’t get the machine working,9,0,0,0,0,0.0,Average
The front desk clerk had to come help me and even she had to climb on the dryer and unplug the washer to raven work,25,0,0,0,0,0.4019,Good
The machine was locked so I couldn’t even get my clothes out and there was no way to get them out,23,0,0,0,0,-0.296,Worst
Thankfully the machine started after she plugged it back in,10,0,0,0,0,0.4215,Good
Overall it was a great visit,6,1,0,0,0,0.6249,Good
"We were well rested, comfortable, and very well taken care of!!!",16,1,0,0,0,0.9028,Good
Excellent stay experience as always,5,1,0,0,0,0.5719,Good
Convenient to highway,3,1,0,0,0,0.0,Good
Lovely views of the mountains,5,0,0,0,0,0.5859,Good
I highly recommend this location,5,2,0,0,0,0.4201,Good
Great hotel in a great location,6,3,0,0,0,0.8481,Good
They have a fairly good size conference room with plenty of natural light,13,0,0,0,0,0.6597,Good
Employees are kind and personable,5,1,0,0,0,0.5267,Good
I always enjoy when I stay in this hotel!,10,0,0,0,0,0.5411,Good
Wonderful long weekend experience at this hotel,7,1,0,0,0,0.5719,Good
"Great location near restaurants, garden of the gods, manitou springs, and other attractions",16,2,0,0,0,0.7845,Good
Staff was friendly and attentive,5,1,0,0,0,0.4939,Good
Rooms clean and spacious,4,2,0,0,0,0.4019,Good
Very comfortable stay,3,1,0,0,0,0.5563,Good
Would definitely recommend to others and would stay again for sure,11,2,0,0,0,0.7579,Good
"Great view, great staff and very good proximity to United States Air Force Academy",15,3,0,0,0,0.9348,Good
Will pass on similar feedback to others,7,0,0,0,0,0.0,Average
Nice calm atmosphere and friendly staff,6,1,0,0,0,0.8074,Good
Convenient to Colorado Springs and a lot of the tourist attractions available in the area,15,1,0,0,0,0.4215,Good
"Stayed in Holiday Inn Express Suites all along route on Vacation, Ease of booking,Clean Rooms, Comfortable Beds, relaxing atmosphere, Ease of Checkout, and breakfast included",32,2,0,0,0,0.9217,Good
Holiday Inn Express Suites will be our go to road trip stop,12,0,0,0,0,0.128,Good
We had a nice overnight stay in Colorado Springs as we transitioned camping locations and visited Focus on the Family,20,0,0,0,0,0.4215,Good
It was nice to swim in the heated pool (although it was unseasonably cold outside),17,0,0,0,0,0.4215,Good
"Fridge was not on/ broken, too bad because we brought a 12 pack of beer",16,0,0,0,1,-0.2373,Worst
"Front desk was to the point, and the location is great",12,1,0,0,0,0.6249,Good
Cute hotel and clean rooms,5,1,0,0,0,0.6908,Good
If it hadn’t been late when we checked in I’m sure someone would’ve fixed the fridge or got us a new room,28,0,0,0,0,0.3182,Good
"Bonus points for the smart tv, since cable/ hotel tv SUCKS!",13,0,0,0,1,0.5038,Worst
Clean and affordable with decent breakfast,6,2,1,0,0,0.4019,Good
Stinky room and the evening host was difficult to deal with,11,0,0,0,0,-0.6124,Worst
The morning hisses was very friendly and switched our room to a better one,14,0,0,0,0,0.7501,Good
I stayed here Sun-Thurs with my son while in COS,10,0,0,0,0,0.0,Average
The gentleman at the counter when we walked in was very nice,12,0,0,0,0,0.4754,Good
Helped answer my questions as they came about,8,0,0,0,0,0.0,Average
At one point I heard his encounter with an upset guest and he was very polite and tried his best to be accommodating,23,3,0,0,0,0.3818,Good
"A different person the following morning was also very helpful as my son left his eye glasses at the pool, he helped me get in during off hours to grab them, so thankful they were still there",39,1,0,0,0,0.8331,Good
"The breakfast and breakfast staff was incredibly helpful, I had my hands full and without asking a lady brought me a tray to help me out",27,1,0,0,0,0.6997,Good
I was so thankful for her help,7,0,0,0,0,0.8147,Good
This hotel also spoiled me a little with a water bottle refill station,13,0,0,0,0,0.0,Average
Now not sure I can stay anywhere else without one ;),12,0,0,0,0,-0.3875,Worst
This hotel was conveniently located near lots of food some walkable others not but still very close to many options,20,0,0,0,0,0.0,Average
Close to highway for quick access and I felt very safe here,12,1,0,0,0,0.4927,Good
I think this was a business park area,8,0,0,0,0,0.0,Average
It was a nice and clean and a safe area,10,1,0,0,0,0.8126,Good
My only bad comment is the pool,7,0,0,0,0,-0.5423,Worst
It is outside so I can’t expect anything different but it was full and I mean full of bugs,21,0,0,0,1,0.0,Worst
"Only reason I’m not taking off a star for it is because again it’s outside but mainly because as we were there new management asked how our experience was, I commented about the bugs and she advised that was one thing they were going to work to fix right away",55,0,0,0,1,0.0,Worst
I have confidence they will fix it,7,0,0,0,0,0.5106,Good
Besides I know I’ll be back and if still an issue then I may change my review,19,0,0,0,1,0.0,Worst
We chose this location because my father was having a ceremony at the air force academy,16,0,0,0,0,0.0,Average
"Hotel was clean, check in was easy, and the drive up to the academy was very easy",19,1,0,0,0,0.8313,Good
I would definitely recommend this to any parents or other relatives of personnel studying or working at the academy who are coming in for a visit,26,1,0,0,0,0.6369,Good
I’ve stayed at a few Holliday Inn Express hotels and this one is as you would expect,19,0,0,0,0,0.0,Average
"Clean, convenient and reasonably priced",6,2,0,0,0,0.4019,Good
Checked in after a long days travel on 7/27 and the lady at the front desk was wonderful! Very polite and courteous,23,3,0,0,0,0.8203,Good
She was able to look up options for our family size,11,0,0,0,0,0.0,Average
Thanked us for being IHG members as well and put a late check down for us even asked if we prefer a certain floor,24,0,0,0,0,0.7269,Good
I personally haven't usually been given the option,9,0,0,0,0,0.0,Average
Our room was good it just had an odd perfume smell to it,13,0,0,0,1,0.1531,Worst
The location was a bit off the main road & took a little looking but once we got our bearings was fine as well,24,0,1,0,0,0.5927,Average
Breakfast grab & go was offered early in the morning otherwise complimentary breakfast was great had a little bit of everything,21,1,0,0,0,0.7906,Good
Didnt get to try the pool or hot tub so cannot comment on those,15,0,0,0,0,0.0,Average
"Small selection of drinks, snacks and laundry soaps next to the check in",14,0,0,0,0,0.0,Average
Would stay here again if we are in the area or passing through,13,0,0,0,0,0.0,Average
"Wonderful,spacious, modern rooms",6,3,0,0,0,0.0,Good
Very comfortable beds! Full size Dove products are an awesome touch,12,2,0,0,0,0.8395,Good
Love the options of different pillows breakfast was excellent with a lot of different options,15,2,0,0,0,0.836,Good
Overall great hotel,3,1,0,0,0,0.6249,Good
"With all due respect to the new management, this is the only response I received in three weeks, and because it’s in the public’s eye it only took 24 hours",36,0,0,0,0,0.4767,Good
I’m impressed,4,1,0,0,0,0.4767,Good
IHG said all of there locations have insurance for this exact instance,12,0,0,0,0,0.0,Average
I would not recommend staying at this location,8,1,0,0,2,-0.2755,Worst
Room not cleaned till 6pm only because I called front desk(3days) stolen watch and ear buds,19,0,0,0,1,-0.4939,Worst
Be warned,2,0,0,0,0,-0.2732,Worst
"My recent stay at the AFA North on Colorado Springs, Co was enjoyable and stress free",17,0,0,0,0,0.5267,Good
"The front desk was very helpful, and the room decor allowed me to easily relax and enjoy my short stay",21,1,0,0,0,0.8908,Good
I would have loved to have had more time to enjoy the property and sit back and relax,18,1,0,0,0,0.8824,Good
Thanks for allowing me to provide the feedback (I don't usually do this),16,0,0,0,0,0.4404,Good
"Rooms and lobby LOOKED nice, but very little sleep was had, as the walls just be paper thin",20,0,0,0,0,0.2382,Good
"Our initial neighbors were apparently partying most of the night, as we were subjected to loud music (like, speaker could’ve been in our room loud), and things crashing into the wall that sounded like we might have something come through",47,0,0,0,0,0.765,Good
"Front desk was notified, but nothing changed",8,0,0,0,0,0.0,Average
"Called again an hour later when trying to go to sleep, and were assigned a new room",18,0,0,0,0,0.0,Average
Had to move our three half-asleep kids down a floor after having unpacked things/gotten into bed…the offenders didn’t have to stop…we had to move,26,0,0,0,0,-0.3612,Worst
"We could still hear the pounding of the music in the other room, as well as kids/talking from the NEW room next door…and the hallway",26,0,0,0,0,0.2732,Good
Apparently no one gets kids in bed before midnight here,10,0,0,0,0,-0.296,Worst
Wore ear plugs to bed but could still hear drum of music,12,0,0,0,0,0.0,Average
At least the rooms were clean…but sleep quality was terrible,10,0,0,0,1,-0.4767,Worst
Always my go to place when traveling for work! Nice clean spacious rooms and bathrooms,16,2,0,0,0,0.6996,Good
Good breakfast available nice and early,6,0,0,0,0,0.6908,Good
Nice clean,2,1,0,0,0,0.6705,Good
I've stayed at this hotel several times and have no issues,12,0,0,1.5,1,-0.296,Medium
The two issues this stay were with the cleanliness of the pool and fitness center,15,0,0,0,1,0.2732,Worst
Pool was dirty,3,0,0,0,1,-0.4404,Worst
Fitness center equipment needed attention - equipment was broken and dirty,11,0,0,0,2,-0.5994,Worst
No wipes to clean the machines,6,1,0,0,0,0.128,Good
Good safe location,3,0,0,0,0,0.7003,Good
Room was nice,3,0,0,0,0,0.4215,Good
Only issue we had was noise from people above but I have kids so I understand it could of been that but I was so tired I didn’t even care or notice after I fell asleep,38,0,0,0,2,-0.2052,Worst
Staff was nice,3,0,0,0,0,0.4215,Good
"Overall, this hotel met everything I needed for the week that I was there for business",17,0,0,0,0,0.0,Average
"However, I think I will find an alternate one when I am back out there next time",18,0,0,0,0,0.0,Average
Pros: The location was close to where I was working and it was quiet being off the main road,20,1,0,0,0,0.0,Good
"The pool / hot tub were small but nice on the days it wasn't storming, as it is outside",21,0,0,0,0,0.5719,Good
The king bed room was spacious and had everything I needed,11,1,0,0,0,0.0,Good
The view with a room facing the mountains was great to wake up to (see pics),18,1,0,0,0,0.6249,Good
The fitness room was equipped well enough,7,0,0,0,0,0.4939,Good
Areas for improvement: Breakfast my first day pretty much just consisted of fridge items or bread,17,0,0,0,0,0.7351,Good
"There were no hot dishes, but the lady said she was just filling in and didnt know",18,0,0,0,0,-0.1531,Worst
The pancake machine was down or empty the entire week,10,0,0,0,0,-0.2023,Worst
There were at least hot food choices the rest of the week,12,0,0,0,0,0.0,Average
I had housekeeping come every other day during my week stay,11,0,0,0,0,0.0,Average
"The first time they replaced the towels, but didn't empty trash or do anything with the bed",19,0,0,0,0,0.2235,Good
"The second time, made the bed and emptied trash, but didn't replace towels",16,0,0,0,0,-0.09,Worst
So I had to go down and get an extra wash cloths since I was out,16,0,0,0,0,0.0,Average
I am not sure why some days they cleaned/restocked some things and not others,14,0,0,0,0,-0.2411,Worst
"While this one is more personal preference, the bed was so firm that my bag was killing me by morning",21,0,0,0,0,-0.6597,Worst
I had to sleep on the extra pillows to make it more comfortable,13,1,0,0,0,0.5563,Good
"Beds were very comfortable, room was a great size and very clean",13,3,0,0,0,0.893,Good
"There were a few light switches and outlets in the room that didn’t work but overall, we had a great stay",24,1,0,0,0,0.7684,Good
"Wonderful hotel! We were disappointed when we first arrived that the outdoor pool was closed for maintenance since that was our drawing point to that particular hotel but they discounted our rooms that first night for the inconvenience, then fortunately the pool opened the next day",48,1,0,0,1,-0.4482,Good
It was our favorite part! Loved the outdoor pool with the gorgeous Mountain View’s! The breakfast area was very clean and well stocked,27,2,0,0,0,0.9504,Good
Rooms were clean and comfortable,5,2,0,0,0,0.7184,Good
Lots of restaurants nearby and conveniently located to many attractions! Highly recommend!,14,2,0,0,0,0.7333,Good
"I was greeted nicely on arrival, but didn’t establish my reward status",15,0,0,0,0,0.8201,Good
Hotel lobby was nice looking,5,0,0,0,0,0.4404,Good
The room was very nice,5,0,0,0,0,0.4754,Good
"Clean, big and comfortable",5,2,0,0,0,0.7184,Good
Great location lots of food choices surrounding the hotel,9,2,0,0,0,0.6249,Good
I would recommend this hotel,5,1,0,0,0,0.3612,Good
We had an awesome stay here,6,1,0,0,0,0.6249,Good
Our room had a beautiful view of Pikes Peak and pilots from the Air Force Academy training,17,2,0,0,0,0.5994,Good
Gliders were also in tow along the front range of the Rockies every morning,14,0,0,0,0,0.0,Average
The staff here was very friendly and helpful when we needed them,12,1,0,0,0,0.762,Good
The pool is heated and nice and warm,8,0,0,0,0,0.5719,Good
Food every morning was great,5,1,0,0,0,0.6249,Good
Thank you to the staff for helping to make our stay in the area memorable and relaxing,17,0,0,0,0,0.7845,Good
"Even though it was 4th of July weekend, it was still rather quite and a clean room",18,2,0,0,0,0.4522,Good
The attention is very good,5,0,0,0,0,0.4927,Good
the people at the front desk are very nice,9,0,0,0,0,0.4754,Good
always attentive and eager to help,6,1,0,0,0,0.6369,Good
the rooms are very clean,5,1,0,0,0,0.4576,Good
the pool is very clean and the location of the place is very good,14,1,0,0,0,0.734,Good
I will definitely return to the hotel,7,0,0,0,0,0.4019,Good
"Treated their supervisor like trash, rooms trashed, horrible service",11,0,0,0,1,-0.25,Worst
Room nice,2,0,0,0,0,0.4215,Good
Fix the AC issues and make sure bathroom is stocked and dressed like it should be,16,0,0,0,1,0.5859,Worst
Breakfast is great,3,1,0,0,0,0.6249,Good
Staff does not respond to issues as they should but overall it was a nice stay,16,0,0,0,1,0.5719,Worst
It was clean,3,1,0,0,0,0.4019,Good
Nice e place to lay your head,7,0,0,0,0,0.4215,Good
Wonderful view of Pikes Peak,5,1,0,0,0,0.5719,Good
Very friendly staff! Quiet area and very close to numerous restaurants and stores,14,2,0,0,0,0.5838,Good
Pool and fire pit are nice additions to the mountain side of the hotel,14,0,0,0,0,0.1027,Good
"Good breakfast buffet, includes hot meat",7,0,0,0,0,0.4404,Good
Small patio area off lobby with mountain views,8,0,0,0,0,0.0258,Average
Pool water needed some attention (a suspicious shade of green),12,0,0,0,0,-0.3612,Worst
"EXTREMELY walkable to restaurants, movie theatre, fast food",10,0,0,0,0,0.0,Average
Staff was attentive,3,1,0,0,0,0.0,Good
I would stay here again,5,0,0,0,0,0.0,Average
Photo is view from 4th floor room,7,0,0,0,0,0.0,Average
Our “daily” room refresh happened less than half of our 13 day stay,15,0,0,0,0,0.0,Average
"We ran out of clean towels, toilet paper and shower soap",12,1,0,0,0,0.4019,Good
Had to get those at front desk as no one available to bring them to room,16,0,0,0,0,-0.296,Worst
Reported issues to front desk several times but nothing changed,10,0,0,0,1,0.0,Worst
In 13 days we never got clean bed sheets,9,1,0,0,0,-0.3089,Good
"Hot breakfast was inedible…dry, overcooked omelets and sausage",9,0,0,0,0,0.0,Average
"No written info about hotel amenities, breakfast hours or tv guide available",13,0,0,0,0,-0.296,Worst
Very poor value for what we paid and expect from this hotel chain,13,1,0,0,0,-0.1815,Good
Don’t recommend it at all!!,9,1,0,0,0,0.4738,Good
We loved our stay at this property,7,1,0,0,0,0.5994,Good
"The staff is amazing, especially Acting GM Taylor",9,1,0,0,0,0.5859,Good
"Great pool, breakfast and location",6,1,0,0,0,0.6249,Good
We will be back,4,0,0,0,0,0.0,Average
"We stayed here last week n 1st night our room was cleaned the next day, after that no room service,  had dirty wet towels in the room for 3 days, constantly had to go to front desk to get supplies,  our garbage was full n so we had garbage on the floor, complained when we checked otlut and was told management will Email or call, got nothing",73,0,0,0,1,-0.7783,Worst
Rediculious u pay good money for a nice hotel n u get to sleep in a dirty room,18,0,0,0,2,0.34,Worst
Should of gotten some kind of refund or a gift card but not get nothing,15,1,0,0,0,0.2382,Good
Poor management,2,0,0,0,0,-0.4767,Worst
This hotel was a great place to stay and close to location needed and good access from highway 25,19,1,0,0,0,0.7906,Good
Cleaned and great breakfast,4,2,0,0,0,0.6249,Good
I'd recommend a stay here and would consider again in the future,13,1,0,0,0,0.3612,Good
Thank you,2,0,0,0,0,0.3612,Good
Location is great,3,1,0,0,0,0.6249,Good
Room needs a deep cleaning,5,0,0,0,0,0.0,Average
Walls are super thin,4,0,0,0,0,0.5994,Good
"The room was a nice surprise, the 'Yoda Room', although the clean could have been better as there were some personal items the previous guests left behind",30,1,0,0,0,0.8591,Good
"I, personally, hated the breakfast",7,0,0,0,0,-0.6369,Worst
"Overcooked sausages and the cheese omelets were rubbery, The pancake machine was not working",15,0,0,0,0,0.0,Average
"No biscuits and gravy?? On the weekend, that's a staple! Great pool, but the service was meh",23,1,0,0,0,0.2851,Good
Bright and clean location very close to Interstate access and multiple dining options,13,1,0,0,0,0.6808,Good
We were greeted with a smile and thanked for being IHG members,12,0,0,0,0,0.7579,Good
Loved the mountain views from our room and the breakfast area,11,1,0,0,0,0.5994,Good
We watched snow fall on Pike's Peak in the afternoon the day before our trip to the top,19,0,0,0,0,0.2023,Good
Breakfast was hot and the breakfast area was clean and neat,11,1,0,0,0,0.6908,Good
Great location near restaurants,4,2,0,0,0,0.6249,Good
Clean rooms in a new hotel,6,1,0,0,0,0.4019,Good
"The facility is comfortable, but the manager, Anna, was incredibly rude and displayed terrible attitude regarding guest service",21,1,0,0,2,-0.8146,Worst
Anna must be unaware that the area has a large number of hotels with friendly and courteous staff members,19,1,0,0,0,0.7184,Good
I certainly will not make the mistake of returning to this hotel,12,0,0,0,0,0.5324,Good
Definitely not typical IHG standards on display at this location,10,0,0,0,0,0.4019,Good
"The facility is comfortable, but the manager, Anna, was incredibly rude and displayed terrible attitude regarding guest service",21,1,0,0,2,-0.8146,Worst
Anna must be unaware that the area has a large number of hotels with friendly and courteous staff members,19,1,0,0,0,0.7184,Good
I certainly will not make the mistake of returning to this hotel,12,0,0,0,0,0.5324,Good
Definitely not typical IHG standards on display at this location,10,0,0,0,0,0.4019,Good
Great stay for our LAX team,6,1,0,0,0,0.6249,Good
Lobby was a good hangout/meetup spot,6,0,0,0,0,0.4588,Good
The pool was a hit,5,0,0,0,0,0.0,Average
Breakfast had good choices,4,0,0,0,0,0.4404,Good
We would stay here again,5,0,0,0,0,0.0,Average
Great view and convenience was awesome for us,8,2,0,0,0,0.8481,Good
We try to stay at this property that is close to all of the events and family that live in the general area,23,0,0,0,0,0.0,Average
Plenty of places to eat and very close to Scheel's,11,0,0,0,0,0.0,Average
which is an awesome,4,1,0,0,0,0.6249,Good
store,1,0,0,0,0,0.0,Average
A nice HIE,3,0,0,0,0,0.4215,Good
"Good sized mini-fridge, and a microwave in ""suite""",11,0,0,0,0,0.4404,Good
Great views if you get the west facing room,9,1,0,0,0,0.6249,Good
Plenty of parking,3,0,0,0,0,0.0,Average
One of a kind and always a great place to stay,11,2,0,0,0,0.8176,Good
When I stay here always a very polite staff,9,1,0,0,0,0.0,Good
Been here twice and always gonna be my first choice,11,0,0,0,0,0.0,Average
My stay is always great and area is perfect for my needs,12,2,0,0,0,0.8316,Good
Nice clean hotel and conveniently located,6,1,0,0,0,0.6705,Good
Easy access to the highway,5,0,0,0,0,0.4404,Good
Although the breakfast was a little bit basic but it was included which saved the time and did the work,20,0,1,0,0,0.5719,Average
Parking was easy which was another plus,7,0,0,0,0,0.4404,Good
Overall great room and bed was super comfortable,8,2,0,0,0,0.9062,Good
The staff were very nice and would come back to this hotel,12,0,0,0,0,0.4754,Good
Hotel was modern with a good breakfast,7,1,0,0,0,0.4404,Good
Conveniently located near USAFA,4,0,0,0,0,0.0,Average
Lots of good restaurants in the area and shopping nearby,10,0,0,0,0,0.4404,Good
Clean and modern feel with pleasant staff and good amenities,10,3,0,0,0,0.836,Good
Good for business or leisure,5,0,0,0,0,0.4404,Good
"This hotel is simply the best, best service, best location, best and beautiful and modern room, so quiet and even the best breakfast",27,8,0,0,0,0.9796,Good
I highly recommend this hotel,5,2,0,0,0,0.4201,Good
This place is top notch,5,0,0,0,0,0.2023,Good
Room was spacious with comfortable bed,6,3,0,0,0,0.5106,Good
Breakfast was great,3,1,0,0,0,0.6249,Good
The staff is amazing,4,1,0,0,0,0.5859,Good
Views incredible,2,0,0,0,0,0.0,Average
Plenty of restaurants around,4,0,0,0,0,0.0,Average
I would highly recommend this place,6,2,0,0,0,0.4201,Good
"Bedding was great, rooms clean and air was cold",10,2,0,0,0,0.7783,Good
"Enough plug inside for all devices, plenty of room to spread out",13,0,0,0,0,0.0,Average
Pillows are my favorite brand! Breakfast hot and yummy and employees are extremely frielndly,15,0,0,0,0,0.7712,Good
This hotel is located very well and is clean,9,1,0,0,0,0.624,Good
The staff were friendly and helpful,6,1,0,0,0,0.7184,Good
Rooms smelled like a ashtray had human stains on walls manager was rude and very outspoken they over charged my card just everything that could be bad was saty away !!!!,34,0,0,0,1,-0.7887,Worst
Very unhappy with the amenities offered with this hotel,9,0,0,0,1,-0.4754,Worst
"The hot tub was colder than the actual pool itself, and the internet connection was not sustainable at all",20,0,0,0,0,0.0,Average
"Would not recommend this place to any friends or family, and will certainly not be back in the future",20,1,0,0,2,0.5252,Worst
I was here to move my daughter and son in law to the area,14,0,0,0,0,0.0,Average
The convenience to their new home and surrounding amenities was perfect,11,1,0,0,0,0.5719,Good
"I was on a twenty six foot uhaul truck and fortunately was able to park due to the limited number of guests, however, truck/trailer parking was a concern",30,0,0,0,0,-0.1531,Worst
Overall everything was great and the only reason I wasn't recognized was because I did not have my card/number with me,22,1,0,0,0,0.6249,Good
Thank you!,3,0,0,0,0,0.4199,Good
